ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
29,2006,2006-11-05,8,25.083,DAL,@,WAS,L 19-22,*,20,73,3.65,0,0,0,0,,0,0.0%,,0,0,0.0,,
30,2006,2006-11-12,9,25.090,DAL,@,ARI,W 27-10,*,15,45,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
31,2006,2006-11-19,10,25.097,DAL,,IND,W 21-14,*,22,79,3.59,0,3,3,25,8.33,0,100.0%,8.33,0,0,0.0,,
32,2006,2006-11-23,11,25.101,DAL,,TAM,W 38-10,*,11,40,3.64,0,0,0,0,,0,0.0%,,0,0,0.0,,
33,2006,2006-12-03,12,25.111,DAL,@,NYG,W 23-20,*,11,24,2.18,0,2,1,11,11.00,0,50.0%,5.50,0,0,0.0,,
34,2006,2006-12-10,13,25.118,DAL,,NOR,L 17-42,*,10,116,11.60,1,1,1,10,10.00,0,100.0%,10.00,1,6,0.0,,
35,2006,2006-12-16,14,25.124,DAL,@,ATL,W 38-28,*,13,26,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
36,2006,2006-12-25,15,25.133,DAL,,PHI,L 7-23,*,10,38,3.80,0,2,1,10,10.00,0,50.0%,5.00,0,0,0.0,,
37,2006,2006-12-31,16,25.139,DAL,,DET,L 31-39,*,10,27,2.70,0,0,0,0,,0,0.0%,,0,0,0.0,,
38,2007,2007-09-09,1,26.026,DAL,,NYG,W 45-35,*,16,66,4.13,0,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,,
39,2007,2007-09-16,2,26.033,DAL,@,MIA,W 37-20,*,15,32,2.13,0,2,1,24,24.00,0,50.0%,12.00,0,0,0.0,,
40,2007,2007-09-23,3,26.040,DAL,@,CHI,W 34-10,*,7,26,3.71,0,2,2,29,14.50,0,100.0%,14.50,0,0,0.0,,
41,2007,2007-09-30,4,26.047,DAL,,STL,W 35-7,*,13,52,4.00,1,1,1,11,11.00,0,100.0%,11.00,1,6,0.0,,
42,2007,2007-10-08,5,26.055,DAL,@,BUF,W 25-24,*,12,41,3.42,0,0,0,0,,0,0.0%,,0,0,0.0,,
43,2007,2007-10-14,6,26.061,DAL,,NWE,L 27-48,*,6,51,8.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,,
44,2007,2007-10-21,7,26.068,DAL,,MIN,W 24-14,*,9,28,3.11,0,4,4,30,7.50,0,100.0%,7.50,0,0,0.0,,
45,2007,2007-11-04,8,26.082,DAL,@,PHI,W 38-17,*,13,57,4.38,1,3,3,22,7.33,0,100.0%,7.33,1,6,0.0,,
46,2007,2007-11-11,9,26.089,DAL,@,NYG,W 31-20,*,11,48,4.36,0,0,0,0,,0,0.0%,,0,0,0.0,,
47,2007,2007-11-18,10,26.096,DAL,,WAS,W 28-23,*,8,30,3.75,0,1,0,0,,0,0.0%,0.00,0,0,0.0,,
48,2007,2007-11-22,11,26.100,DAL,,NYJ,W 34-3,*,14,64,4.57,0,4,4,26,6.50,0,100.0%,6.50,0,0,0.0,,
49,2007,2007-11-29,12,26.107,DAL,,GNB,W 37-27,*,9,26,2.89,0,1,1,21,21.00,0,100.0%,21.00,0,0,0.0,,
50,2007,2007-12-09,13,26.117,DAL,@,DET,W 28-27,*,8,29,3.63,0,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,,
51,2007,2007-12-16,14,26.124,DAL,,PHI,L 6-10,*,6,6,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
52,2007,2007-12-22,15,26.130,DAL,@,CAR,W 20-13,*,9,25,2.78,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,,
53,2007,2007-12-30,16,26.138,DAL,@,WAS,L 6-27,*,8,7,0.88,0,3,2,12,6.00,0,66.7%,4.00,0,0,0.0,,
54,2008,2008-09-07,1,27.024,SEA,@,BUF,L 10-34,,13,45,3.46,0,4,2,17,8.50,0,50.0%,4.25,0,0,0.0,0,0
55,2008,2008-09-14,2,27.031,SEA,,SFO,L 30-33,*,26,127,4.88,1,7,3,14,4.67,0,42.9%,2.00,1,6,0.0,0,0
56,2008,2008-09-21,3,27.038,SEA,,STL,W 37-13,*,22,140,6.36,1,2,1,4,4.00,0,50.0%,2.00,1,6,0.0,0,0
57,2008,2008-10-05,4,27.052,SEA,@,NYG,L 6-44,*,17,61,3.59,0,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,0,0
58,2008,2008-10-12,5,27.059,SEA,,GNB,L 17-27,*,12,44,3.67,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
59,2008,2008-10-19,6,27.066,SEA,@,TAM,L 10-20,*,7,42,6.00,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,0.0,0,0
60,2008,2008-10-26,7,27.073,SEA,@,SFO,W 34-13,*,6,9,1.50,0,2,2,22,11.00,0,100.0%,11.00,0,0,0.0,0,0
61,2008,2008-11-02,8,27.080,SEA,,PHI,L 7-26,*,10,41,4.10,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
62,2008,2008-11-09,9,27.087,SEA,@,MIA,L 19-21,*,16,88,5.50,0,4,2,2,1.00,0,50.0%,0.50,0,0,0.0,0,0
63,2008,2008-11-16,10,27.094,SEA,,ARI,L 20-26,*,10,19,1.90,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,0.0,0,0
64,2008,2008-11-23,11,27.101,SEA,,WAS,L 17-20,,2,21,10.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
65,2008,2008-11-27,12,27.105,SEA,@,DAL,L 9-34,*,11,37,3.36,0,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
66,2008,2008-12-14,14,27.122,SEA,@,STL,W 23-20,,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
67,2008,2008-12-21,15,27.129,SEA,,NYJ,W 13-3,,,,,,,,,,,0.0%,,,,,,
68,2008,2008-12-28,16,27.136,SEA,@,ARI,L 21-34,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
69,2009,2009-09-13,1,28.030,SEA,,STL,W 28-0,*,19,117,6.16,1,2,2,19,9.50,0,100.0%,9.50,1,6,0.0,0,0
70,2009,2009-09-20,2,28.037,SEA,@,SFO,L 10-23,*,8,11,1.38,0,3,3,-2,-0.67,1,100.0%,-0.67,1,6,0.0,0,0
71,2009,2009-09-27,3,28.044,SEA,,CHI,L 19-25,*,19,98,5.16,0,4,3,38,12.67,1,75.0%,9.50,1,6,0.0,0,0
72,2009,2009-10-04,4,28.051,SEA,@,IND,L 17-34,*,11,25,2.27,0,3,3,10,3.33,0,100.0%,3.33,0,0,0.0,0,0
73,2009,2009-10-11,5,28.058,SEA,,JAX,W 41-0,*,12,34,2.83,0,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0
74,2009,2009-10-18,6,28.065,SEA,,ARI,L 3-27,*,5,5,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
75,2009,2009-11-01,7,28.079,SEA,@,DAL,L 17-38,*,15,56,3.73,0,2,2,32,16.00,0,100.0%,16.00,0,0,0.0,0,0
76,2009,2009-11-08,8,28.086,SEA,,DET,W 32-20,*,16,36,2.25,1,6,6,78,13.00,0,100.0%,13.00,1,6,0.0,0,0
77,2009,2009-11-15,9,28.093,SEA,@,ARI,L 20-31,*,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
78,2009,2009-12-06,12,28.114,SEA,,SFO,W 20-17,*,20,67,3.35,0,5,5,-3,-0.60,0,100.0%,-0.60,0,0,0.0,0,0
79,2009,2009-12-13,13,28.121,SEA,@,HOU,L 7-34,*,10,39,3.90,0,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
80,2009,2009-12-20,14,28.128,SEA,,TAM,L 7-24,*,12,65,5.42,0,5,2,0,0.00,0,40.0%,0.00,0,0,0.0,0,0
81,2009,2009-12-27,15,28.135,SEA,@,GNB,L 10-48,*,14,39,2.79,0,7,6,51,8.50,0,85.7%,7.29,0,0,0.0,0,0
82,2009,2010-01-03,16,28.142,SEA,,TEN,L 13-17,*,14,61,4.36,0,2,1,3,3.00,0,50.0%,1.50,0,0,0.0,0,0
83,2010,2010-09-12,1,29.029,SEA,,SFO,W 31-6,,8,18,2.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
84,2010,2010-09-19,2,29.036,SEA,@,DEN,L 14-31,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
85,2010,2010-10-17,6,29.064,NOR,@,TAM,W 31-6,,9,32,3.56,0,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
86,2010,2010-10-24,7,29.071,NOR,,CLE,L 17-30,,1,6,6.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0
87,2010,2010-10-31,8,29.078,NOR,,PIT,W 20-10,,7,16,2.29,0,4,3,20,6.67,0,75.0%,5.00,0,0,0.0,0,0
88,2010,2010-11-07,9,29.085,NOR,@,CAR,W 34-3,*,6,68,11.33,0,3,2,-6,-3.00,0,66.7%,-2.00,0,0,0.0,0,0
89,2010,2010-11-21,10,29.099,NOR,,SEA,W 34-19,*,4,4,1.00,0,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0
90,2010,2010-11-25,11,29.103,NOR,@,DAL,W 30-27,,10,45,4.50,0,3,3,21,7.00,0,100.0%,7.00,0,0,0.0,0,0
91,2010,2010-12-05,12,29.113,NOR,@,CIN,W 34-30,,2,3,1.50,0,4,3,6,2.00,0,75.0%,1.50,0,0,0.0,0,0
92,2010,2010-12-19,14,29.127,NOR,@,BAL,L 24-30,,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
93,2010,2010-12-27,15,29.135,NOR,@,ATL,W 17-14,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
94,2010,2011-01-02,16,29.141,NOR,,TAM,L 13-23,,4,6,1.50,0,3,2,3,1.50,0,66.7%,1.00,0,0,0.0,0,0
