ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-09-13,2,22.332,SDG,@,DEN,L 13-21,,,,,,,0.0%,,,,,,,
2,1992,1992-09-20,3,22.339,SDG,,PIT,L 6-23,,,,,,,0.0%,,,,,,,
3,1992,1992-09-27,4,22.346,SDG,@,HOU,L 0-27,,,,,,,0.0%,,,,,,,
4,1992,1992-10-04,5,22.353,SDG,,SEA,W 17-6,,,,,,,0.0%,,,,,,,
5,1992,1992-10-18,6,23.001,SDG,@,IND,W 34-14,,,,,,,0.0%,,,,,,,
6,1992,1992-10-25,7,23.008,SDG,,DEN,W 24-21,,,,,,,0.0%,,,,,,,
7,1992,1992-11-01,8,23.015,SDG,,IND,W 26-0,,,,,,,0.0%,,,,,,,
8,1992,1992-11-08,9,23.022,SDG,@,KAN,L 14-16,,,,,,,0.0%,,,,,,,
9,1992,1992-11-15,10,23.029,SDG,@,CLE,W 14-13,,,,,,,0.0%,,,,,,,
10,1992,1992-11-22,11,23.036,SDG,,TAM,W 29-14,,,,,,,0.0%,,,,,,,
11,1992,1992-11-29,12,23.043,SDG,,RAI,W 27-3,,,,,,,0.0%,,,,,,,
12,1992,1992-12-06,13,23.050,SDG,@,PHO,W 27-21,,,,,,,0.0%,,,,,,,
13,1992,1992-12-13,14,23.057,SDG,,CIN,W 27-10,,,,,,,0.0%,,,,,,,
14,1992,1992-12-20,15,23.064,SDG,@,RAI,W 36-14,,,,,,,0.0%,,,,,,,
15,1992,1992-12-27,16,23.071,SDG,@,SEA,W 31-14,,,,,,,0.0%,,,,,,,
16,1993,1993-09-05,1,23.323,SDG,,SEA,W 18-12,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0
17,1993,1993-09-12,2,23.330,SDG,@,DEN,L 17-34,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
18,1993,1993-09-19,3,23.337,SDG,,HOU,W 18-17,,,0,0,,0,0.0%,,,,,,,
19,1993,1993-10-03,4,23.351,SDG,@,SEA,L 14-31,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
20,1993,1993-10-10,5,23.358,SDG,@,PIT,L 3-16,,1,0,0,,0,0.0%,0.00,,,,,,
21,1993,1993-10-17,6,24.000,SDG,,KAN,L 14-17,,,0,0,,0,0.0%,,,,,,,
22,1993,1993-10-31,7,24.014,SDG,@,RAI,W 30-23,,,0,0,,0,0.0%,,,,,,,
23,1993,1993-11-07,8,24.021,SDG,@,MIN,W 30-17,,,0,0,,0,0.0%,,,,,,,
24,1993,1993-11-14,9,24.028,SDG,,CHI,L 13-16,,,0,0,,0,0.0%,,,,,,,
25,1993,1993-11-21,10,24.035,SDG,,RAI,L 7-12,,,0,0,,0,0.0%,,,,,,,
26,1993,1993-11-29,11,24.043,SDG,@,IND,W 31-0,,,0,0,,0,0.0%,,,,,,,
27,1993,1993-12-05,12,24.049,SDG,,DEN,W 13-10,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0
28,1993,1993-12-12,13,24.056,SDG,,GNB,L 13-20,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
29,1993,1993-12-19,14,24.063,SDG,@,KAN,L 24-28,,8,6,48,8.00,0,75.0%,6.00,0,0,,0,0,0
