ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-10-27,8,23.017,NOR,,CHI,L 17-20,,0,0,1.0,0,0,0
2,1993,1993-11-14,9,25.035,NOR,,GNB,L 17-19,,0,0,2.0,0,0,0
3,1994,1994-09-25,4,25.350,NOR,@,SFO,L 13-24,,0,0,0.0,1,9,0
4,1994,1994-10-02,5,25.357,NOR,,NYG,W 27-22,,1,6,0.0,1,33,1
5,1995,1995-11-26,12,27.047,JAX,,CIN,L 13-17,,0,0,0.0,1,16,0
6,1995,1995-12-03,13,27.054,JAX,@,DEN,L 23-31,,0,0,0.0,1,3,0
7,1999,1999-09-12,1,30.337,CLE,,PIT,L 0-43,,,,,,,
8,1999,1999-09-19,2,30.344,CLE,@,TEN,L 9-26,,,,,,,
9,1999,1999-09-26,3,30.351,CLE,@,BAL,L 10-17,,,,,,,
10,1999,1999-10-03,4,30.358,CLE,,NWE,L 7-19,,,,,,,
11,1999,1999-10-10,5,31.000,CLE,,CIN,L 17-18,,,,,,,
12,1999,1999-10-17,6,31.007,CLE,@,JAX,L 7-24,,,,,,,
13,1999,1999-10-24,7,31.014,CLE,@,STL,L 3-34,,,,,,,
14,1999,1999-10-31,8,31.021,CLE,@,NOR,W 21-16,,,,,,,
15,1999,1999-11-07,9,31.028,CLE,,BAL,L 9-41,,,,,,,
16,1999,1999-11-14,10,31.035,CLE,@,PIT,W 16-15,,,,,,,
17,1999,1999-11-21,11,31.042,CLE,,CAR,L 17-31,,,,,,,
18,1999,1999-11-28,12,31.049,CLE,,TEN,L 21-33,,,,,,,
19,1999,1999-12-05,13,31.056,CLE,@,SDG,L 10-23,,,,,,,
20,1999,1999-12-12,14,31.063,CLE,@,CIN,L 28-44,,,,,,,
21,1999,1999-12-19,15,31.070,CLE,,JAX,L 14-24,,,,,,,
22,1999,1999-12-26,16,31.077,CLE,,IND,L 28-29,,,,,,,
