ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1991,1991-09-02,1,23.142,SFO,@,NYG,L 14-16,,,,
2,1991,1991-09-08,2,23.148,SFO,,SDG,W 34-14,,,,
3,1991,1991-09-15,3,23.155,SFO,@,MIN,L 14-17,,,,
4,1991,1991-09-22,4,23.162,SFO,,RAM,W 27-10,,,,
5,1991,1991-09-29,5,23.169,SFO,@,RAI,L 6-12,,,,
6,1991,1991-10-13,6,23.183,SFO,,ATL,L 34-39,,,,
7,1991,1991-10-20,7,23.190,SFO,,DET,W 35-3,,,,
8,1991,1991-10-27,8,23.197,SFO,@,PHI,W 23-7,,,,
9,1991,1991-11-03,9,23.204,SFO,@,ATL,L 14-17,,,,
10,1991,1991-11-10,10,23.211,SFO,@,NOR,L 3-10,,,,
11,1991,1991-11-17,11,23.218,SFO,,PHO,W 14-10,,,,
12,1991,1991-11-25,12,23.226,SFO,@,RAM,W 33-10,,,,
13,1991,1991-12-01,13,23.232,SFO,,NOR,W 38-24,,,,
14,1991,1991-12-08,14,23.239,SFO,@,SEA,W 24-22,,,,
15,1991,1991-12-14,15,23.245,SFO,,KAN,W 28-14,,,,
16,1991,1991-12-23,16,23.254,SFO,,CHI,W 52-14,,,,
17,1992,1992-09-06,1,24.146,SFO,@,NYG,W 31-14,,,,
18,1992,1992-09-13,2,24.153,SFO,,BUF,L 31-34,,,,
19,1992,1992-09-20,3,24.160,SFO,@,NYJ,W 31-14,,,,
20,1992,1992-09-27,4,24.167,SFO,@,NOR,W 16-10,,,,
21,1992,1992-10-04,5,24.174,SFO,,RAM,W 27-24,,,,
22,1992,1992-10-11,6,24.181,SFO,@,NWE,W 24-12,,,,
23,1992,1992-10-18,7,24.188,SFO,,ATL,W 56-17,,,,
24,1992,1992-11-01,8,24.202,SFO,@,PHO,L 14-24,,,,
25,1992,1992-11-09,9,24.210,SFO,@,ATL,W 41-3,,,,
26,1992,1992-11-15,10,24.216,SFO,,NOR,W 21-20,,,,
27,1992,1992-11-22,11,24.223,SFO,@,RAM,W 27-10,,,,
28,1992,1992-11-29,12,24.230,SFO,,PHI,W 20-14,,,,
29,1992,1992-12-06,13,24.237,SFO,,MIA,W 27-3,,,,
30,1992,1992-12-13,14,24.244,SFO,@,MIN,W 20-17,,,,
31,1992,1992-12-19,15,24.250,SFO,,TAM,W 21-14,,,,
32,1992,1992-12-28,16,24.259,SFO,,DET,W 24-6,,,,
33,1993,1993-09-13,2,25.153,SFO,@,CLE,L 13-23,,,,
34,1993,1993-09-19,3,25.159,SFO,,ATL,W 37-30,,,,
35,1993,1993-09-26,4,25.166,SFO,@,NOR,L 13-16,,,,
36,1993,1993-10-03,5,25.173,SFO,,MIN,W 38-19,,,,
37,1993,1993-10-17,6,25.187,SFO,@,DAL,L 17-26,,,,
38,1993,1993-10-24,7,25.194,SFO,,PHO,W 28-14,,,,
39,1993,1993-10-31,8,25.201,SFO,,RAM,W 40-17,,,,
40,1993,1993-11-14,9,25.215,SFO,@,TAM,W 45-21,,,,
41,1993,1993-11-22,10,25.223,SFO,,NOR,W 42-7,,,,
42,1993,1993-12-11,13,25.242,SFO,@,ATL,L 24-27,,,,
43,1993,1993-12-19,14,25.250,SFO,@,DET,W 55-17,,,,
44,1993,1994-01-03,16,25.265,SFO,,PHI,L 34-37,,,,
45,1994,1994-09-04,1,26.144,DEN,,SDG,L 34-37,,,,
46,1994,1994-09-11,2,26.151,DEN,@,NYJ,L 22-25,,,,
47,1994,1994-09-18,3,26.158,DEN,,RAI,L 16-48,,,,
48,1994,1994-09-26,4,26.166,DEN,@,BUF,L 20-27,,,,
49,1994,1994-10-09,5,26.179,DEN,@,SEA,W 16-9,,,,
50,1994,1994-10-17,6,26.187,DEN,,KAN,L 28-31,,,,
51,1994,1994-10-23,7,26.193,DEN,@,SDG,W 20-15,,1,5,0
52,1994,1994-10-30,8,26.200,DEN,,CLE,W 26-14,,,,
53,1994,1994-11-06,9,26.207,DEN,@,RAM,L 21-27,,,,
54,1994,1994-11-13,10,26.214,DEN,,SEA,W 17-10,,,,
55,1994,1994-11-27,12,26.228,DEN,,CIN,W 15-13,,,,
56,1994,1994-12-04,13,26.235,DEN,@,KAN,W 20-17,,,,
57,1994,1994-12-11,14,26.242,DEN,@,RAI,L 13-23,,,,
58,1994,1994-12-17,15,26.248,DEN,@,SFO,L 19-42,,,,
59,1994,1994-12-24,16,26.255,DEN,,NOR,L 28-30,,,,
60,1995,1995-09-03,1,27.143,BUF,@,DEN,L 7-22,,,,
61,1995,1995-09-10,2,27.150,BUF,,CAR,W 31-9,,,,
62,1995,1995-09-17,3,27.157,BUF,,IND,W 20-14,,,,
63,1995,1995-10-02,4,27.172,BUF,@,CLE,W 22-19,,,,
64,1995,1995-10-08,5,27.178,BUF,,NYJ,W 29-10,,,,
