ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
44,1978,1978-09-09,2,26.075,TAM,,DET,L 7-15,0,0,,0,5,38,7.60,0,0.0,0,0,0
45,1978,1978-09-17,3,26.083,TAM,@,MIN,W 16-10,,,,,,,,,,,,
46,1978,1978-09-24,4,26.090,TAM,,ATL,W 14-9,,,,,,,,,,,,
47,1978,1978-10-01,5,26.097,TAM,,MIN,L 7-24,,,,,,,,,,,,
48,1978,1978-10-08,6,26.104,TAM,@,KAN,W 30-13,,,,,,,,,,,,
49,1978,1978-10-15,7,26.111,TAM,@,NYG,L 14-17,,,,,,,,,,,,
50,1978,1978-10-22,8,26.118,TAM,,CHI,W 33-19,,,,,,,,,,,,
51,1978,1978-10-29,9,26.125,TAM,@,GNB,L 7-9,,,,,,,,,,,,
52,1978,1978-11-05,10,26.132,TAM,@,RAM,L 23-26,,,,,,,,,,,,
53,1978,1978-11-12,11,26.139,TAM,@,DET,L 23-34,,,,,,,,,,,,
54,1978,1978-11-19,12,26.146,TAM,,BUF,W 31-10,0,0,,0,0,0,,0,0.0,1,0,0
55,1978,1978-11-26,13,26.153,TAM,@,CHI,L 3-14,,,,,,,,,,,,
56,1978,1978-12-03,14,26.160,TAM,,GNB,L 7-17,,,,,,,,,,,,
57,1978,1978-12-10,15,26.167,TAM,@,SFO,L 3-6,0,0,,0,0,0,,0,0.0,1,28,0
58,1978,1978-12-17,16,26.174,TAM,,NOR,L 10-17,,,,,,,,,,,,
59,1979,1979-09-01,1,27.067,TAM,,DET,W 31-16,,,,,,,,,,,,
60,1979,1979-09-09,2,27.075,TAM,@,BAL,W 29-26,,,,,,,,,,,,
61,1979,1979-09-16,3,27.082,TAM,@,GNB,W 21-10,,,,,,,,,,,,
62,1979,1979-09-23,4,27.089,TAM,,RAM,W 21-6,,,,,,,,,,,,
63,1979,1979-09-30,5,27.096,TAM,@,CHI,W 17-13,,,,,,,,,,,,
64,1979,1979-10-07,6,27.103,TAM,@,NYG,L 14-17,,,,,,,,,,,,
65,1979,1979-10-14,7,27.110,TAM,,NOR,L 14-42,,,,,,,,,,,,
66,1979,1979-10-21,8,27.117,TAM,,GNB,W 21-3,,,,,,,,,,,,
67,1979,1979-10-28,9,27.124,TAM,@,MIN,W 12-10,,,,,,,,,,,,
68,1979,1979-11-04,10,27.131,TAM,@,ATL,L 14-17,,,,,,,,,,,,
69,1979,1979-11-11,11,27.138,TAM,@,DET,W 16-14,0,0,,0,0,0,,0,0.0,1,0,0
70,1979,1979-11-18,12,27.145,TAM,,NYG,W 31-3,,,,,,,,,,,,
71,1979,1979-11-25,13,27.152,TAM,,MIN,L 22-23,,,,,,,,,,,,
72,1979,1979-12-02,14,27.159,TAM,,CHI,L 0-14,,,,,,,,,,,,
73,1979,1979-12-09,15,27.166,TAM,@,SFO,L 7-23,,,,,,,,,,,,
74,1979,1979-12-16,16,27.173,TAM,,KAN,W 3-0,,,,,,,,,,,,
75,1980,1980-09-07,1,28.073,TAM,@,CIN,W 17-12,,,,,,,,,,,,
76,1980,1980-09-11,2,28.077,TAM,,RAM,W 10-9,0,0,,0,0,0,,0,0.0,1,21,0
77,1980,1980-09-21,3,28.087,TAM,@,DAL,L 17-28,,,,,,,,,,,,
78,1980,1980-09-28,4,28.094,TAM,,CLE,L 27-34,0,0,,0,0,0,,0,0.0,1,0,0
79,1980,1980-10-06,5,28.102,TAM,@,CHI,L 0-23,,,,,,,,,,,,
80,1980,1980-10-12,6,28.108,TAM,,GNB,T 14-14,,,,,,,,,,,,
81,1980,1980-10-19,7,28.115,TAM,@,HOU,L 14-20,,,,,,,,,,,,
82,1980,1980-10-26,8,28.122,TAM,@,SFO,W 24-23,,,,,,,,,,,,
83,1980,1980-11-02,9,28.129,TAM,,NYG,W 30-13,,,,,,,,,,,,
84,1980,1980-11-09,10,28.136,TAM,,PIT,L 21-24,,,,,,,,,,,,
85,1980,1980-11-16,11,28.143,TAM,@,MIN,L 30-38,,,,,,,,,,,,
86,1980,1980-11-23,12,28.150,TAM,,DET,L 10-24,,,,,,,,,,,,
87,1980,1980-11-30,13,28.157,TAM,@,GNB,W 20-17,,,,,,,,,,,,
88,1980,1980-12-07,14,28.164,TAM,,MIN,L 10-21,,,,,,,,,,,,
89,1980,1980-12-14,15,28.171,TAM,@,DET,L 14-27,,,,,,,,,,,,
90,1980,1980-12-20,16,28.177,TAM,,CHI,L 13-14,0,0,,0,0,0,,0,0.0,1,7,0
91,1982,1982-09-12,1,30.078,TAM,@,MIN,L 10-17,,,,,,,,,,,,
92,1982,1982-09-19,2,30.085,TAM,,WAS,L 13-21,,,,,,,,,,,,
93,1982,1982-11-21,3,30.148,TAM,@,DAL,L 9-14,,,,,,,,,,,,
94,1982,1982-11-29,4,30.156,TAM,,MIA,W 23-17,,,,,,,,,,,,
95,1982,1982-12-05,5,30.162,TAM,@,NOR,W 13-10,,,,,,,,,,,,
96,1982,1982-12-12,6,30.169,TAM,@,NYJ,L 17-32,,,,,,,,,,,,
97,1982,1982-12-19,7,30.176,TAM,,BUF,W 24-23,,,,,,,,,,,,
98,1982,1982-12-26,8,30.183,TAM,,DET,W 23-21,,,,,,,,,,,,
99,1982,1983-01-02,9,30.190,TAM,,CHI,W 26-23,,,,,,,,,,,,
100,1983,1983-09-04,1,31.070,TAM,,DET,L 0-11,,,,,,,,,,,,
101,1983,1983-10-09,6,31.105,TAM,@,DAL,L 24-27,0,0,,0,0,0,,0,0.0,1,1,0
102,1983,1983-10-16,7,31.112,TAM,,STL,L 27-34,,,,,,,,,,,,
103,1983,1983-10-23,8,31.119,TAM,,NOR,L 21-24,,,,,,,,,,,,
104,1983,1983-10-30,9,31.126,TAM,@,PIT,L 12-17,,,,,,,,,,,,
105,1983,1983-11-06,10,31.133,TAM,@,MIN,W 17-12,0,0,,0,0,0,,0,1.0,0,0,0
106,1983,1983-11-13,11,31.140,TAM,@,CLE,L 0-20,,,,,,,,,,,,
107,1983,1983-11-20,12,31.147,TAM,,CHI,L 0-27,,,,,,,,,,,,
108,1983,1983-11-27,13,31.154,TAM,,HOU,W 33-24,,,,,,,,,,,,
109,1983,1983-12-04,14,31.161,TAM,@,SFO,L 21-35,,,,,,,,,,,,
110,1983,1983-12-12,15,31.169,TAM,,GNB,L 9-12,0,0,,0,0,0,,0,0.0,1,0,0
111,1983,1983-12-18,16,31.175,TAM,@,DET,L 20-23,,,,,,,,,,,,
112,1984,1984-09-02,1,32.068,TAM,@,CHI,L 14-34,,,,,,,,,,,,
113,1984,1984-09-09,2,32.075,TAM,@,NOR,L 13-17,,,,,,,,,,,,
114,1984,1984-09-16,3,32.082,TAM,,DET,W 21-17,0,0,,0,0,0,,0,1.0,0,0,0
115,1984,1984-09-23,4,32.089,TAM,@,NYG,L 14-17,,,,,,,,,,,,
116,1984,1984-09-30,5,32.096,TAM,,GNB,W 30-27,,,,,,,,,,,,
117,1984,1984-10-07,6,32.103,TAM,,MIN,W 35-31,,,,,,,,,,,,
118,1984,1984-10-14,7,32.110,TAM,@,DET,L 7-13,,,,,,,,,,,,
119,1984,1984-10-21,8,32.117,TAM,,CHI,L 9-44,0,0,,0,0,0,,0,1.0,0,0,0
120,1984,1984-10-28,9,32.124,TAM,@,KAN,L 20-24,0,0,,0,0,0,,0,0.0,1,26,0
121,1984,1984-11-04,10,32.131,TAM,@,MIN,L 24-27,0,0,,0,0,0,,0,0.0,1,22,0
122,1984,1984-11-11,11,32.138,TAM,,NYG,W 20-17,0,0,,0,0,0,,0,0.0,1,22,0
123,1984,1984-11-18,12,32.145,TAM,@,SFO,L 17-24,,,,,,,,,,,,
124,1984,1984-11-25,13,32.152,TAM,,RAM,L 33-34,,,,,,,,,,,,
125,1984,1984-12-02,14,32.159,TAM,@,GNB,L 14-27,,,,,,,,,,,,
126,1984,1984-12-09,15,32.166,TAM,,ATL,W 23-6,0,0,,0,0,0,,0,0.0,1,29,0
127,1984,1984-12-16,16,32.173,TAM,,NYJ,W 41-21,0,0,,0,0,0,,0,0.0,1,24,0
