ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1994,1994-09-11,2,23.122,NOR,,WAS,L 24-38
2,1994,1994-09-18,3,23.129,NOR,@,TAM,W 9-7
3,1994,1994-10-09,6,23.150,NOR,@,CHI,L 7-17
4,1994,1994-10-16,7,23.157,NOR,,SDG,L 22-36
5,1994,1994-10-23,8,23.164,NOR,,RAM,W 37-34
6,1994,1994-12-04,13,23.206,NOR,@,RAM,W 31-15
7,1994,1994-12-11,14,23.213,NOR,@,ATL,W 29-20
8,1994,1994-12-19,15,23.221,NOR,,DAL,L 16-24
9,1994,1994-12-24,16,23.226,NOR,@,DEN,W 30-28
10,1995,1995-09-03,1,24.114,NOR,,SFO,L 22-24
11,1995,1995-09-10,2,24.121,NOR,@,STL,L 13-17
12,1995,1995-09-17,3,24.128,NOR,,ATL,L 24-27
13,1995,1995-09-24,4,24.135,NOR,@,NYG,L 29-45
14,1995,1995-10-01,5,24.142,NOR,,PHI,L 10-15
15,1995,1995-10-15,6,24.156,NOR,,MIA,W 33-30
16,1995,1995-10-22,7,24.163,NOR,@,CAR,L 3-20
17,1995,1995-10-29,8,24.170,NOR,@,SFO,W 11-7
18,1995,1995-11-05,9,24.177,NOR,,STL,W 19-10
19,1995,1995-11-12,10,24.184,NOR,,IND,W 17-14
20,1995,1995-11-19,11,24.191,NOR,@,MIN,L 24-43
21,1995,1995-11-26,12,24.198,NOR,,CAR,W 34-26
22,1995,1995-12-03,13,24.205,NOR,@,NWE,W 31-17
23,1995,1995-12-10,14,24.212,NOR,@,ATL,L 14-19
24,1995,1995-12-16,15,24.218,NOR,,GNB,L 23-34
25,1995,1995-12-24,16,24.226,NOR,@,NYJ,W 12-0
26,1996,1996-09-01,1,25.112,NOR,@,SFO,L 11-27
27,1996,1996-09-08,2,25.119,NOR,,CAR,L 20-22
28,1996,1996-09-15,3,25.126,NOR,@,CIN,L 15-30
29,1996,1996-09-22,4,25.133,NOR,,ARI,L 14-28
30,1996,1996-10-06,6,25.147,NOR,,JAX,W 17-13
31,1996,1996-10-13,7,25.154,NOR,,CHI,W 27-24
32,1996,1996-10-20,8,25.161,NOR,@,CAR,L 7-19
33,1996,1996-11-03,9,25.175,NOR,,SFO,L 17-24
34,1996,1996-11-10,10,25.182,NOR,,HOU,L 14-31
35,1996,1996-11-17,11,25.189,NOR,@,ATL,L 15-17
36,1996,1996-11-24,12,25.196,NOR,@,TAM,L 7-13
37,1996,1996-12-01,13,25.203,NOR,,STL,L 10-26
38,1996,1996-12-08,14,25.210,NOR,,ATL,L 15-31
39,1996,1996-12-15,15,25.217,NOR,@,NYG,W 17-3
40,1996,1996-12-21,16,25.223,NOR,@,STL,L 13-14
