ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,23.108,BAL,,KAN,W 38-24,*,,,,,,0.0%,,,,
2,2009,2009-09-20,2,23.115,BAL,@,SDG,W 31-26,*,0,,,,,0.0%,,,,
3,2009,2009-09-27,3,23.122,BAL,,CLE,W 34-3,*,,,,,,0.0%,,,,
4,2009,2009-10-04,4,23.129,BAL,@,NWE,L 21-27,*,1,1,-8,-8.00,0,100.0%,-8.00,0.0,0,0
5,2009,2009-10-11,5,23.136,BAL,,CIN,L 14-17,*,,,,,,0.0%,,,,
6,2009,2009-10-18,6,23.143,BAL,@,MIN,L 31-33,*,0,,,,,0.0%,,,,
7,2009,2009-11-01,7,23.157,BAL,,DEN,W 30-7,*,0,,,,,0.0%,,,,
8,2009,2009-11-08,8,23.164,BAL,@,CIN,L 7-17,*,0,,,,,0.0%,,,,
9,2009,2009-11-16,9,23.172,BAL,@,CLE,W 16-0,*,,,,,,0.0%,,,,
10,2009,2009-11-22,10,23.178,BAL,,IND,L 15-17,*,0,,,,,0.0%,,,,
11,2009,2009-11-29,11,23.185,BAL,,PIT,W 20-17,*,0,,,,,0.0%,,,,
12,2009,2009-12-07,12,23.193,BAL,@,GNB,L 14-27,*,0,,,,,0.0%,,,,
13,2009,2009-12-13,13,23.199,BAL,,DET,W 48-3,*,,,,,,0.0%,,,,
14,2009,2009-12-20,14,23.206,BAL,,CHI,W 31-7,*,0,,,,,0.0%,,,,
15,2009,2009-12-27,15,23.213,BAL,@,PIT,L 20-23,*,,,,,,0.0%,,,,
16,2009,2010-01-03,16,23.220,BAL,@,OAK,W 21-13,*,,,,,,0.0%,,,,
17,2010,2010-09-13,1,24.108,BAL,@,NYJ,W 10-9,*,,,,,,0.0%,,,,
18,2010,2010-09-19,2,24.114,BAL,@,CIN,L 10-15,*,,,,,,0.0%,,,,
19,2010,2010-09-26,3,24.121,BAL,,CLE,W 24-17,*,0,,,,,0.0%,,,,
20,2010,2010-10-03,4,24.128,BAL,@,PIT,W 17-14,*,0,,,,,0.0%,,,,
21,2010,2010-10-10,5,24.135,BAL,,DEN,W 31-17,*,,,,,,0.0%,,,,
22,2010,2010-10-17,6,24.142,BAL,@,NWE,L 20-23,*,0,,,,,0.0%,,,,
23,2010,2010-10-24,7,24.149,BAL,,BUF,W 37-34,*,,,,,,0.0%,,,,
24,2010,2010-11-07,8,24.163,BAL,,MIA,W 26-10,*,,,,,,0.0%,,,,
25,2010,2010-11-11,9,24.167,BAL,@,ATL,L 21-26,*,,,,,,0.0%,,,,
26,2010,2010-11-21,10,24.177,BAL,@,CAR,W 37-13,*,,,,,,0.0%,,,,
27,2010,2010-11-28,11,24.184,BAL,,TAM,W 17-10,*,0,,,,,0.0%,,,,
28,2010,2010-12-05,12,24.191,BAL,,PIT,L 10-13,*,0,,,,,0.0%,,,,
29,2010,2010-12-13,13,24.199,BAL,@,HOU,W 34-28,*,0,0,0,,0,0.0%,,0.0,0,0
30,2010,2010-12-19,14,24.205,BAL,,NOR,W 30-24,*,0,,,,,0.0%,,,,
31,2010,2010-12-26,15,24.212,BAL,@,CLE,W 20-10,*,,,,,,0.0%,,,,
32,2010,2011-01-02,16,24.219,BAL,,CIN,W 13-7,*,0,,,,,0.0%,,,,
33,2011,2011-09-11,1,25.106,BAL,,PIT,W 35-7,*,,,,,,0.0%,,,,
34,2011,2011-09-18,2,25.113,BAL,@,TEN,L 13-26,*,0,,,,,0.0%,,,,
35,2011,2011-09-25,3,25.120,BAL,@,STL,W 37-7,*,0,,,,,0.0%,,,,
36,2011,2011-10-02,4,25.127,BAL,,NYJ,W 34-17,*,,,,,,0.0%,,,,
37,2011,2011-10-16,5,25.141,BAL,,HOU,W 29-14,*,,,,,,0.0%,,,,
38,2011,2011-10-24,6,25.149,BAL,@,JAX,L 7-12,*,0,,,,,0.0%,,,,
39,2011,2011-10-30,7,25.155,BAL,,ARI,W 30-27,*,,,,,,0.0%,,,,
40,2011,2011-11-06,8,25.162,BAL,@,PIT,W 23-20,*,,,,,,0.0%,,,,
41,2011,2011-11-13,9,25.169,BAL,@,SEA,L 17-22,*,,,,,,0.0%,,,,
42,2011,2011-11-20,10,25.176,BAL,,CIN,W 31-24,*,0,,,,,0.0%,,,,
43,2011,2011-11-24,11,25.180,BAL,,SFO,W 16-6,*,,,,,,0.0%,,,,
44,2011,2011-12-04,12,25.190,BAL,@,CLE,W 24-10,*,,,,,,0.0%,,,,
45,2011,2011-12-11,13,25.197,BAL,,IND,W 24-10,*,,,,,,0.0%,,,,
46,2011,2011-12-18,14,25.204,BAL,@,SDG,L 14-34,*,,,,,,0.0%,,,,
47,2011,2011-12-24,15,25.210,BAL,,CLE,W 20-14,*,0,,,,,0.0%,,,,
48,2011,2012-01-01,16,25.218,BAL,@,CIN,W 24-16,*,0,,,,,0.0%,,,,
49,2012,2012-09-10,1,26.105,BAL,,CIN,W 44-13,*,,,,,,0.0%,,,,
50,2012,2012-09-16,2,26.111,BAL,@,PHI,L 23-24,*,,,,,,0.0%,,,,
51,2012,2012-09-23,3,26.118,BAL,,NWE,W 31-30,*,,,,,,0.0%,,,,
52,2012,2012-09-27,4,26.122,BAL,,CLE,W 23-16,*,0,,,,,0.0%,,,,
53,2012,2012-10-07,5,26.132,BAL,@,KAN,W 9-6,*,,,,,,0.0%,,,,
54,2012,2012-10-14,6,26.139,BAL,,DAL,W 31-29,*,0,,,,,0.0%,,,,
55,2012,2012-10-21,7,26.146,BAL,@,HOU,L 13-43,*,,,,,,0.0%,,,,
56,2012,2012-11-04,8,26.160,BAL,@,CLE,W 25-15,*,0,,,,,0.0%,,,,
57,2012,2012-11-11,9,26.167,BAL,,OAK,W 55-20,*,,,,,,0.0%,,,,
58,2012,2012-11-18,10,26.174,BAL,@,PIT,W 13-10,*,,,,,,0.0%,,,,
59,2012,2012-11-25,11,26.181,BAL,@,SDG,W 16-13,*,,0,0,,0,0.0%,,0.0,0,0
60,2012,2012-12-02,12,26.188,BAL,,PIT,L 20-23,*,0,,,,,0.0%,,,,
61,2012,2012-12-09,13,26.195,BAL,@,WAS,L 28-31,*,,,,,,0.0%,,,,
62,2012,2012-12-16,14,26.202,BAL,,DEN,L 17-34,*,,,,,,0.0%,,,,
63,2012,2012-12-23,15,26.209,BAL,,NYG,W 33-14,*,0,,,,,0.0%,,,,
64,2012,2012-12-30,16,26.216,BAL,@,CIN,L 17-23,*,,,,,,0.0%,,,,
65,2013,2013-09-05,1,27.100,BAL,@,DEN,L 27-49,*,,,,,,0.0%,,,,
66,2013,2013-09-15,2,27.110,BAL,,CLE,W 14-6,*,,,,,,0.0%,,,,
67,2013,2013-09-22,3,27.117,BAL,,HOU,W 30-9,*,,,,,,0.0%,,,,
68,2013,2013-09-29,4,27.124,BAL,@,BUF,L 20-23,*,0,,,,,0.0%,,,,
69,2013,2013-10-06,5,27.131,BAL,@,MIA,W 26-23,*,,,,,,0.0%,,,,
70,2013,2013-10-13,6,27.138,BAL,,GNB,L 17-19,*,,,,,,0.0%,,,,
71,2013,2013-10-20,7,27.145,BAL,@,PIT,L 16-19,*,0,,,,,0.0%,,,,
72,2013,2013-11-03,8,27.159,BAL,@,CLE,L 18-24,*,,,,,,0.0%,,,,
73,2013,2013-11-10,9,27.166,BAL,,CIN,W 20-17,*,,,,,,0.0%,,,,
74,2013,2013-11-17,10,27.173,BAL,@,CHI,L 20-23,*,,,,,,0.0%,,,,
75,2013,2013-11-24,11,27.180,BAL,,NYJ,W 19-3,*,,,,,,0.0%,,,,
76,2013,2013-11-28,12,27.184,BAL,,PIT,W 22-20,*,0,,,,,0.0%,,,,
77,2013,2013-12-08,13,27.194,BAL,,MIN,W 29-26,*,0,,,,,0.0%,,,,
78,2013,2013-12-16,14,27.202,BAL,@,DET,W 18-16,*,,,,,,0.0%,,,,
79,2013,2013-12-22,15,27.208,BAL,,NWE,L 7-41,*,,,,,,0.0%,,,,
80,2013,2013-12-29,16,27.215,BAL,@,CIN,L 17-34,*,,0,0,,0,0.0%,,0.0,0,1
81,2014,2014-09-07,1,28.102,TEN,@,KAN,W 26-10,*,0,,,,,0.0%,,,,
82,2014,2014-09-14,2,28.109,TEN,,DAL,L 10-26,*,,,,,,0.0%,,,,
83,2014,2014-09-21,3,28.116,TEN,@,CIN,L 7-33,*,0,,,,,0.0%,,,,
84,2014,2014-09-28,4,28.123,TEN,@,IND,L 17-41,*,,,,,,0.0%,,,,
85,2014,2014-10-05,5,28.130,TEN,,CLE,L 28-29,*,0,,,,,0.0%,,,,
86,2014,2014-10-12,6,28.137,TEN,,JAX,W 16-14,*,,,,,,0.0%,,,,
87,2014,2014-10-19,7,28.144,TEN,@,WAS,L 17-19,*,0,,,,,0.0%,,,,
88,2014,2014-10-26,8,28.151,TEN,,HOU,L 16-30,*,0,,,,,0.0%,,,,
89,2014,2014-11-09,9,28.165,TEN,@,BAL,L 7-21,*,,,,,,0.0%,,,,
90,2014,2014-11-17,10,28.173,TEN,,PIT,L 24-27,*,,,,,,0.0%,,,,
91,2014,2014-11-23,11,28.179,TEN,@,PHI,L 24-43,*,0,,,,,0.0%,,,,
92,2015,2015-09-13,1,29.108,CAR,@,JAX,W 20-9,*,0,0,0,,0,0.0%,,0.0,0,0
93,2015,2015-09-20,2,29.115,CAR,,HOU,W 24-17,*,0,0,0,,0,0.0%,,0.0,0,0
94,2015,2015-09-27,3,29.122,CAR,,NOR,W 27-22,*,0,0,0,,0,0.0%,,0.0,0,0
95,2015,2015-10-04,4,29.129,CAR,@,TAM,W 37-23,*,0,0,0,,0,0.0%,,0.0,0,0
96,2015,2015-10-18,5,29.143,CAR,@,SEA,W 27-23,*,0,0,0,,0,0.0%,,0.0,0,0
97,2015,2015-10-25,6,29.150,CAR,,PHI,W 27-16,*,0,0,0,,0,0.0%,,0.0,0,0
98,2015,2015-11-02,7,29.158,CAR,,IND,W 29-26,*,0,0,0,,0,0.0%,,0.0,0,0
99,2015,2015-11-08,8,29.164,CAR,,GNB,W 37-29,*,0,0,0,,0,0.0%,,0.0,0,0
100,2015,2015-11-15,9,29.171,CAR,@,TEN,W 27-10,*,0,0,0,,0,0.0%,,0.0,0,0
101,2015,2015-11-22,10,29.178,CAR,,WAS,W 44-16,*,0,0,0,,0,0.0%,,0.0,0,0
102,2015,2015-11-26,11,29.182,CAR,@,DAL,W 33-14,*,0,0,0,,0,0.0%,,0.0,0,0
103,2015,2015-12-06,12,29.192,CAR,@,NOR,W 41-38,*,0,0,0,,0,0.0%,,0.0,0,0
104,2015,2015-12-13,13,29.199,CAR,,ATL,W 38-0,*,0,0,0,,0,0.0%,,0.0,0,0
105,2015,2015-12-20,14,29.206,CAR,@,NYG,W 38-35,*,0,0,0,,0,0.0%,,0.0,0,0
106,2015,2015-12-27,15,29.213,CAR,@,ATL,L 13-20,*,0,0,0,,0,0.0%,,0.0,0,0
107,2015,2016-01-03,16,29.220,CAR,,TAM,W 38-10,*,0,0,0,,0,0.0%,,0.0,0,0
108,2016,2016-09-08,1,30.103,CAR,@,DEN,L 20-21,*,0,0,0,,0,0.0%,,0.0,0,0
109,2016,2016-09-18,2,30.113,CAR,,SFO,W 46-27,*,0,0,0,,0,0.0%,,0.0,0,0
110,2016,2016-09-25,3,30.120,CAR,,MIN,L 10-22,*,0,0,0,,0,0.0%,,0.0,0,0
