ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-24,2,25.212,PIT,@,DET,L 7-10,3,2,0.67,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
2,1950,1950-10-01,3,25.219,PIT,@,WAS,W 26-7,8,24,3.00,0,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-10-07,4,25.225,PIT,,CLE,L 17-30,6,33,5.50,0,1,12,12.00,0,0,0,,0,0,,,,,,
4,1950,1950-10-15,5,25.233,PIT,@,NYG,W 17-6,0,0,,0,0,0,,0,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00
5,1950,1950-10-22,6,25.240,PIT,,PHI,L 10-17,10,33,3.30,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
6,1950,1950-10-29,7,25.247,PIT,@,CLE,L 7-45,7,25,3.57,0,3,98,32.67,0,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50
7,1950,1950-11-05,8,25.254,PIT,@,PHI,W 9-7,9,26,2.89,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
8,1950,1950-12-03,11,25.282,PIT,,WAS,L 7-24,1,9,9.00,0,0,0,,0,0,0,,0,0,,,,,,
9,1950,1950-12-10,12,25.289,PIT,,CRD,W 28-7,8,14,1.75,0,0,0,,0,0,0,,0,0,,,,,,
10,1951,1951-10-01,1,26.219,PIT,,NYG,T 13-13,3,9,3.00,0,3,104,34.67,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
11,1951,1951-10-07,2,26.225,PIT,@,GNB,L 33-35,16,76,4.75,1,3,49,16.33,1,3,5,60.00,46,0,0,90.4,0,0,9.20,9.20
12,1951,1951-10-14,3,26.232,PIT,,SFO,L 24-28,17,60,3.53,0,2,7,3.50,1,1,2,50.00,11,0,0,66.7,0,0,5.50,5.50
13,1951,1951-10-21,4,26.239,PIT,@,CLE,L 0-17,9,42,4.67,0,1,16,16.00,0,3,6,50.00,21,0,1,18.7,0,0,3.50,-4.00
14,1951,1951-10-28,5,26.246,PIT,@,CRD,W 28-14,9,57,6.33,0,1,8,8.00,0,2,4,50.00,56,1,0,135.4,0,0,14.00,19.00
15,1951,1951-11-04,6,26.253,PIT,,PHI,L 13-34,13,19,1.46,0,3,84,28.00,0,1,6,16.67,14,0,0,39.6,0,0,2.33,2.33
16,1951,1951-11-11,7,26.260,PIT,,GNB,W 28-7,13,7,0.54,1,0,0,,0,1,1,100.00,35,1,0,158.3,0,0,35.00,55.00
17,1951,1951-11-18,8,26.267,PIT,,WAS,L 7-22,5,15,3.00,0,1,11,11.00,0,0,6,0.00,0,0,0,39.6,0,0,0.00,0.00
18,1951,1951-11-25,9,26.274,PIT,@,PHI,W 17-13,10,35,3.50,0,2,48,24.00,1,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00
19,1951,1951-12-02,10,26.281,PIT,@,NYG,L 0-14,8,1,0.13,0,4,17,4.25,0,1,3,33.33,2,0,1,2.8,0,0,0.67,-14.33
20,1951,1951-12-09,11,26.288,PIT,,CLE,L 0-28,4,3,0.75,0,2,7,3.50,0,3,5,60.00,44,0,0,88.7,0,0,8.80,8.80
21,1951,1951-12-16,12,26.295,PIT,@,WAS,W 20-10,1,8,8.00,0,6,89,14.83,1,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00
22,1952,1952-09-28,1,27.217,PIT,,PHI,L 25-31,8,2,0.25,0,0,0,,0,0,0,,0,0,,,,,,
23,1952,1952-10-19,4,27.238,PIT,,WAS,L 24-28,10,44,4.40,0,1,10,10.00,0,0,0,,0,0,,,,,,
24,1952,1952-10-26,5,27.245,PIT,@,CRD,W 34-28,4,2,0.50,0,2,45,22.50,1,0,0,,0,0,,,,,,
25,1952,1952-11-02,6,27.252,PIT,@,WAS,W 24-23,12,56,4.67,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
26,1952,1952-11-09,7,27.259,PIT,,DET,L 6-31,8,3,0.38,0,8,109,13.63,0,0,0,,0,0,,,,,,
27,1952,1952-11-16,8,27.266,PIT,@,CLE,L 28-29,3,32,10.67,0,2,25,12.50,0,0,0,,0,0,,,,,,
28,1952,1952-11-23,9,27.273,PIT,,CRD,W 17-14,15,20,1.33,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
29,1952,1952-11-30,10,27.280,PIT,,NYG,W 63-7,11,30,2.73,1,1,36,36.00,0,0,0,,0,0,,,,,,
30,1952,1952-12-07,11,27.287,PIT,@,SFO,W 24-7,16,58,3.63,0,3,69,23.00,1,0,0,,0,0,,,,,,
31,1952,1952-12-14,12,27.294,PIT,@,RAM,L 14-28,10,51,5.10,0,5,33,6.60,0,0,0,,0,0,,,,,,
32,1953,1953-09-27,1,28.215,PIT,@,DET,L 21-38,6,29,4.83,0,5,56,11.20,0,0,0,,0,0,,,,,,
33,1953,1953-10-03,2,28.221,PIT,,NYG,W 24-14,15,33,2.20,0,3,25,8.33,0,0,0,,0,0,,,,,,
34,1953,1953-10-11,3,28.229,PIT,,CRD,W 31-28,8,25,3.13,0,6,110,18.33,0,0,0,,0,0,,,,,,
35,1953,1953-10-17,4,28.235,PIT,@,PHI,L 7-23,6,7,1.17,0,3,5,1.67,0,0,0,,0,0,,,,,,
36,1953,1953-10-24,5,28.242,PIT,,GNB,W 31-14,17,77,4.53,1,3,31,10.33,0,0,0,,0,0,,,,,,
37,1953,1953-11-01,6,28.250,PIT,,PHI,L 7-35,3,24,8.00,0,0,0,,0,0,0,,0,0,,,,,,
38,1953,1953-11-08,7,28.257,PIT,@,CLE,L 16-34,11,73,6.64,0,7,38,5.43,0,0,0,,0,0,,,,,,
39,1953,1953-11-15,8,28.264,PIT,@,NYG,W 14-10,9,59,6.56,0,3,65,21.67,0,0,0,,0,0,,,,,,
40,1953,1953-11-22,9,28.271,PIT,,CLE,L 16-20,17,60,3.53,0,3,9,3.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
41,1953,1953-11-29,10,28.278,PIT,,WAS,L 9-17,10,11,1.10,1,3,27,9.00,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00
