ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
42,1953,1953-12-06,11,28.285,PIT,@,CRD,W 21-17,6,1,0.17,0,3,17,5.67,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
43,1953,1953-12-13,12,28.292,PIT,@,WAS,W 14-13,15,71,4.73,1,4,29,7.25,0,0,0,,0,0,,,,,,
44,1954,1954-09-26,1,29.214,PIT,@,GNB,W 21-20,2,6,3.00,0,1,6,6.00,0,0,0,,0,0,,,,,,
45,1954,1954-10-02,2,29.220,PIT,,WAS,W 37-7,2,18,9.00,0,3,75,25.00,0,0,0,,0,0,,,,,,
46,1954,1954-10-09,3,29.227,PIT,@,PHI,L 22-24,4,20,5.00,0,7,37,5.29,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
47,1954,1954-10-17,4,29.235,PIT,,CLE,W 55-27,5,14,2.80,0,2,4,2.00,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00
48,1954,1954-10-23,5,29.241,PIT,,PHI,W 17-7,7,11,1.57,1,2,7,3.50,0,0,0,,0,0,,,,,,
49,1954,1954-10-31,6,29.249,PIT,@,CRD,L 14-17,3,19,6.33,0,2,6,3.00,0,0,0,,0,0,,,,,,
50,1954,1954-11-07,7,29.256,PIT,,NYG,L 6-30,3,10,3.33,0,0,0,,0,0,0,,0,0,,,,,,
51,1954,1954-12-05,11,29.284,PIT,@,NYG,L 3-24,8,15,1.88,0,5,41,8.20,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
52,1954,1954-12-12,12,29.291,PIT,@,CLE,L 7-42,11,34,3.09,0,0,0,,0,0,0,,0,0,,,,,,
53,1955,1955-09-26,1,30.214,PIT,,CRD,W 14-7,17,41,2.41,0,4,41,10.25,0,0,0,,0,0,,,,,,
54,1955,1955-10-02,2,30.220,PIT,@,RAM,L 26-27,17,78,4.59,2,2,12,6.00,0,0,0,,0,0,,,,,,
55,1955,1955-10-09,3,30.227,PIT,,NYG,W 30-23,10,50,5.00,0,2,66,33.00,0,0,0,,0,0,,,,,,
56,1955,1955-10-15,4,30.233,PIT,,PHI,W 13-7,14,41,2.93,1,0,0,,0,0,0,,0,0,,,,,,
57,1955,1955-10-23,5,30.241,PIT,@,NYG,W 19-17,14,39,2.79,1,3,43,14.33,0,0,0,,0,0,,,,,,
58,1955,1955-10-30,6,30.248,PIT,@,PHI,L 0-24,9,27,3.00,0,3,37,12.33,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
59,1955,1955-11-05,7,30.254,PIT,@,CRD,L 13-27,12,36,3.00,0,5,78,15.60,0,0,0,,0,0,,,,,,
60,1955,1955-11-13,8,30.262,PIT,,DET,L 28-31,12,41,3.42,1,8,108,13.50,0,0,0,,0,0,,,,,,
61,1956,1956-09-30,1,31.219,PIT,,WAS,W 30-13,7,11,1.57,2,1,17,17.00,1,0,0,,0,0,,,,,,
62,1956,1956-10-06,2,31.225,PIT,,CLE,L 10-14,11,21,1.91,1,1,11,11.00,0,0,0,,0,0,,,,,,
63,1956,1956-10-14,3,31.233,PIT,,PHI,L 21-35,4,8,2.00,0,0,0,,0,0,0,,0,0,,,,,,
64,1956,1956-10-21,4,31.240,PIT,@,NYG,L 10-38,9,41,4.56,0,3,23,7.67,0,0,0,,0,0,,,,,,
65,1956,1956-10-28,5,31.247,PIT,@,CLE,W 24-16,13,37,2.85,1,2,20,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
