ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-16,1,23.154,PHI,,CLE,L 10-35,2,2,1.00,0,0,0,,0
2,1950,1950-09-24,2,23.162,PHI,@,CRD,W 45-7,17,89,5.24,2,0,0,,0
3,1950,1950-10-07,3,23.175,PHI,,RAM,W 56-20,2,7,3.50,2,0,0,,0
4,1950,1950-10-15,4,23.183,PHI,@,BAL,W 24-14,2,6,3.00,1,0,0,,0
5,1950,1950-11-05,7,23.204,PHI,,PIT,L 7-9,8,26,3.25,0,0,0,,0
6,1950,1950-11-12,8,23.211,PHI,@,WAS,W 33-0,9,18,2.00,1,1,59,59.00,0
7,1950,1950-11-19,9,23.218,PHI,,CRD,L 10-14,3,5,1.67,0,0,0,,0
8,1950,1950-11-26,10,23.225,PHI,@,NYG,L 3-7,6,27,4.50,0,0,0,,0
9,1950,1950-12-03,11,23.232,PHI,@,CLE,L 7-13,6,11,1.83,1,0,0,,0
10,1950,1950-12-10,12,23.239,PHI,,NYG,L 7-9,5,12,2.40,0,1,36,36.00,1
11,1951,1951-09-30,1,24.168,PHI,@,CRD,W 17-14,7,28,4.00,0,0,0,,0
12,1951,1951-10-06,2,24.174,PHI,,SFO,W 21-14,15,47,3.13,1,2,13,6.50,0
13,1951,1951-10-14,3,24.182,PHI,@,GNB,L 24-37,9,21,2.33,0,1,-2,-2.00,0
14,1951,1951-10-21,4,24.189,PHI,@,NYG,L 24-26,2,-5,-2.50,0,0,0,,0
15,1951,1951-10-28,5,24.196,PHI,,WAS,L 23-27,4,9,2.25,0,0,0,,0
16,1951,1951-11-04,6,24.203,PHI,@,PIT,W 34-13,9,18,2.00,0,0,0,,0
17,1951,1951-11-11,7,24.210,PHI,@,CLE,L 17-20,14,55,3.93,0,0,0,,0
18,1951,1951-11-18,8,24.217,PHI,,DET,L 10-28,11,31,2.82,0,5,38,7.60,0
19,1951,1951-11-25,9,24.224,PHI,,PIT,L 13-17,9,67,7.44,1,0,0,,0
20,1951,1951-12-09,11,24.238,PHI,,NYG,L 7-23,5,17,3.40,0,0,0,,0
21,1951,1951-12-16,12,24.245,PHI,,CLE,L 9-24,7,28,4.00,0,1,8,8.00,0
22,1952,1952-09-28,1,25.166,PHI,@,PIT,W 31-25,4,12,3.00,0,0,0,,0
23,1952,1952-10-04,2,25.172,PHI,,NYG,L 7-31,3,-1,-0.33,0,0,0,,0
24,1952,1952-10-12,3,25.180,PHI,,PIT,W 26-21,5,12,2.40,0,0,0,,0
25,1953,1953-09-27,1,26.165,PHI,@,SFO,L 21-31,2,4,2.00,0,0,0,,0
26,1953,1953-10-25,5,26.193,PHI,@,CRD,W 56-17,8,11,1.38,2,0,0,,0
27,1953,1953-11-01,6,26.200,PHI,@,PIT,W 35-7,4,19,4.75,0,0,0,,0
28,1953,1953-11-08,7,26.207,PHI,,NYG,W 30-7,9,59,6.56,0,0,0,,0
29,1953,1953-11-15,8,26.214,PHI,,BAL,W 45-14,4,17,4.25,0,1,3,3.00,0
30,1953,1953-11-21,9,26.220,PHI,,CRD,W 38-0,3,23,7.67,0,0,0,,0
31,1953,1953-11-29,10,26.228,PHI,@,NYG,L 28-37,4,18,4.50,0,1,5,5.00,0
32,1953,1953-12-06,11,26.235,PHI,@,WAS,L 0-10,3,5,1.67,0,0,0,,0
33,1953,1953-12-13,12,26.242,PHI,,CLE,W 42-27,1,2,2.00,0,3,29,9.67,0
34,1954,1954-09-26,1,27.164,PHI,,CLE,W 28-10,17,80,4.71,0,3,-5,-1.67,0
35,1954,1954-10-03,2,27.171,PHI,@,CRD,W 35-16,5,6,1.20,0,0,0,,0
36,1954,1954-10-09,3,27.177,PHI,,PIT,W 24-22,15,68,4.53,0,1,6,6.00,0
37,1954,1954-10-17,4,27.185,PHI,@,WAS,W 49-21,9,42,4.67,0,1,2,2.00,0
38,1954,1954-10-23,5,27.191,PHI,@,PIT,L 7-17,13,79,6.08,0,2,5,2.50,0
39,1954,1954-10-30,6,27.198,PHI,,GNB,L 14-37,12,26,2.17,0,3,18,6.00,0
40,1954,1954-11-07,7,27.206,PHI,,CRD,W 30-14,7,23,3.29,0,0,0,,0
41,1954,1954-11-28,10,27.227,PHI,,WAS,W 41-33,20,71,3.55,0,1,10,10.00,0
42,1954,1954-12-05,11,27.234,PHI,@,DET,T 13-13,8,5,0.63,0,1,4,4.00,0
43,1954,1954-12-12,12,27.241,PHI,,NYG,W 29-14,13,8,0.62,0,0,0,,0
44,1955,1955-09-24,1,28.162,PHI,,NYG,W 27-17,6,10,1.67,1,0,0,,0
45,1955,1955-10-01,2,28.169,PHI,,WAS,L 30-31,2,0,0.00,0,0,0,,0
46,1955,1955-10-15,4,28.183,PHI,@,PIT,L 7-13,4,13,3.25,0,0,0,,0
47,1955,1955-10-23,5,28.191,PHI,@,CRD,T 24-24,6,30,5.00,0,0,0,,0
48,1955,1955-11-13,8,28.212,PHI,,CLE,W 33-17,7,18,2.57,0,0,0,,0
49,1955,1955-11-20,9,28.219,PHI,@,NYG,L 7-31,0,0,,0,1,-4,-4.00,0
50,1955,1955-12-04,11,28.233,PHI,,CRD,W 27-3,2,3,1.50,0,0,0,,0
51,1955,1955-12-11,12,28.240,PHI,@,CHI,L 10-17,7,55,7.86,0,0,0,,0
52,1956,1956-10-14,3,29.182,PHI,@,PIT,W 35-21,1,-2,-2.00,0,0,0,,0
