ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
44,1977,1977-09-24,2,27.004,MIN,@,TAM,W 9-3,0,0,,0,0,0,,0,0.0,1,18,0
45,1977,1977-10-02,3,27.012,MIN,,GNB,W 19-7,,,,,,,,,,,,
46,1977,1977-10-09,4,27.019,MIN,,DET,W 14-7,,,,,,,,,,,,
47,1977,1977-10-16,5,27.026,MIN,,CHI,W 22-16,,,,,,,,,,,,
48,1977,1977-10-24,6,27.034,MIN,@,RAM,L 3-35,,,,,,,,,,,,
49,1977,1977-10-30,7,27.040,MIN,@,ATL,W 14-7,,,,,,,,,,,,
50,1977,1977-11-06,8,27.047,MIN,,STL,L 7-27,,,,,,,,,,,,
51,1977,1977-11-13,9,27.054,MIN,,CIN,W 42-10,,,,,,,,,,,,
52,1977,1977-11-20,10,27.061,MIN,@,CHI,L 7-10,,,,,,,,,,,,
53,1977,1977-11-27,11,27.068,MIN,@,GNB,W 13-6,,,,,,,,,,,,
54,1977,1977-12-04,12,27.075,MIN,,SFO,W 28-27,,,,,,,,,,,,
55,1977,1977-12-11,13,27.082,MIN,@,OAK,L 13-35,,,,,,,,,,,,
56,1977,1977-12-17,14,27.088,MIN,@,DET,W 30-21,,,,,,,,,,,,
57,1978,1978-09-03,1,27.348,MIN,@,NOR,L 24-31,,,,,,,,,,,,
58,1978,1978-09-11,2,27.356,MIN,,DEN,W 12-9,,,,,,,,,,,,
59,1978,1978-09-17,3,27.362,MIN,,TAM,L 10-16,,,,,,,,,,,,
60,1978,1978-09-25,4,28.005,MIN,@,CHI,W 24-20,,,,,,,,,,,,
61,1978,1978-10-01,5,28.011,MIN,@,TAM,W 24-7,0,0,,0,0,0,,0,0.0,1,0,0
62,1978,1978-10-08,6,28.018,MIN,@,SEA,L 28-29,,,,,,,,,,,,
63,1978,1978-10-15,7,28.025,MIN,,RAM,L 17-34,0,0,,0,0,0,,0,0.0,1,20,0
64,1978,1978-10-22,8,28.032,MIN,,GNB,W 21-7,,,,,,,,,,,,
65,1978,1978-10-26,9,28.036,MIN,@,DAL,W 21-10,,,,,,,,,,,,
66,1978,1978-11-05,10,28.046,MIN,,DET,W 17-7,,,,,,,,,,,,
67,1978,1978-11-12,11,28.053,MIN,,CHI,W 17-14,,,,,,,,,,,,
68,1978,1978-11-19,12,28.060,MIN,,SDG,L 7-13,,,,,,,,,,,,
69,1978,1978-11-26,13,28.067,MIN,@,GNB,T 10-10,,,,,,,,,,,,
70,1978,1978-12-03,14,28.074,MIN,,PHI,W 28-27,0,0,,0,0,0,,0,0.0,1,8,0
71,1978,1978-12-09,15,28.080,MIN,@,DET,L 14-45,,,,,,,,,,,,
72,1978,1978-12-17,16,28.088,MIN,@,OAK,L 20-27,,,,,,,,,,,,
73,1979,1979-09-02,1,28.347,MIN,,SFO,W 28-22,,,,,,,,,,,,
74,1979,1979-09-09,2,28.354,MIN,@,CHI,L 7-26,,,,,,,,,,,,
75,1979,1979-09-16,3,28.361,MIN,,MIA,L 12-27,0,0,,0,0,0,,0,0.0,1,16,0
76,1979,1979-09-23,4,29.003,MIN,,GNB,W 27-21,,,,,,,,,,,,
77,1979,1979-09-30,5,29.010,MIN,@,DET,W 13-10,,,,,,,,,,,,
78,1979,1979-10-07,6,29.017,MIN,,DAL,L 20-36,,,,,,,,,,,,
79,1979,1979-10-15,7,29.025,MIN,@,NYJ,L 7-14,,,,,,,,,,,,
80,1979,1979-10-21,8,29.031,MIN,,CHI,W 30-27,,,,,,,,,,,,
81,1979,1979-10-28,9,29.038,MIN,,TAM,L 10-12,,,,,,,,,,,,
82,1979,1979-11-04,10,29.045,MIN,@,STL,L 7-37,,,,,,,,,,,,
83,1979,1979-11-11,11,29.052,MIN,@,GNB,L 7-19,,,,,,,,,,,,
84,1979,1979-11-18,12,29.059,MIN,,DET,W 14-7,,,,,,,,,,,,
85,1979,1979-11-25,13,29.066,MIN,@,TAM,W 23-22,,,,,,,,,,,,
86,1979,1979-12-02,14,29.073,MIN,@,RAM,L 21-27,,,,,,,,,,,,
87,1979,1979-12-09,15,29.080,MIN,,BUF,W 10-3,0,0,,0,0,0,,0,0.0,2,16,0
88,1979,1979-12-16,16,29.087,MIN,@,NWE,L 23-27,,,,,,,,,,,,
89,1980,1980-09-07,1,29.353,MIN,,ATL,W 24-23,0,0,,0,0,0,,0,0.0,1,0,0
90,1980,1980-09-14,2,29.360,MIN,,PHI,L 7-42,,,,,,,,,,,,
91,1980,1980-09-21,3,30.001,MIN,@,CHI,W 34-14,0,0,,0,0,0,,0,0.0,1,0,0
92,1980,1980-09-28,4,30.008,MIN,@,DET,L 7-27,,,,,,,,,,,,
93,1980,1980-10-05,5,30.015,MIN,,PIT,L 17-23,,,,,,,,,,,,
94,1980,1980-10-12,6,30.022,MIN,,CHI,W 13-7,,,,,,,,,,,,
95,1980,1980-11-02,9,30.043,MIN,@,WAS,W 39-14,,,,,,,,,,,,
96,1980,1980-11-09,10,30.050,MIN,,DET,W 34-0,,,,,,,,,,,,
97,1980,1980-11-16,11,30.057,MIN,,TAM,W 38-30,,,,,,,,,,,,
98,1980,1980-11-23,12,30.064,MIN,,GNB,L 13-25,,,,,,,,,,,,
99,1980,1980-11-30,13,30.071,MIN,@,NOR,W 23-20,,,,,,,,,,,,
100,1980,1980-12-07,14,30.078,MIN,@,TAM,W 21-10,,,,,,,,,,,,
101,1980,1980-12-14,15,30.085,MIN,,CLE,W 28-23,,,,,,,,,,,,
102,1980,1980-12-21,16,30.092,MIN,@,HOU,L 16-20,0,0,,0,0,0,,0,0.0,1,0,0
103,1981,1981-09-05,1,30.350,MIN,@,TAM,L 13-21,,,,,,,,,,,,
104,1981,1981-09-14,2,30.359,MIN,,OAK,L 10-36,0,0,,0,,,,,,,,
105,1981,1981-09-20,3,31.000,MIN,,DET,W 26-24,0,0,,0,,,,,,,,
106,1981,1981-09-27,4,31.007,MIN,@,GNB,W 30-13,0,0,,0,,,,,,,,
107,1981,1981-10-04,5,31.014,MIN,,CHI,W 24-21,0,0,,0,,,,,,,,
108,1981,1981-10-11,6,31.021,MIN,@,SDG,W 33-31,0,0,,0,,,,,,,,
109,1981,1981-10-18,7,31.028,MIN,,PHI,W 35-23,0,0,,0,0,0,,0,0.0,1,1,0
110,1981,1981-10-25,8,31.035,MIN,@,STL,L 17-30,0,0,,0,,,,,,,,
111,1981,1981-11-02,9,31.043,MIN,@,DEN,L 17-19,0,0,,0,,,,,,,,
112,1981,1981-11-08,10,31.049,MIN,,TAM,W 25-10,0,0,,0,,,,,,,,
113,1981,1981-11-15,11,31.056,MIN,,NOR,W 20-10,0,0,,0,,,,,,,,
114,1981,1981-11-23,12,31.064,MIN,@,ATL,L 30-31,0,0,,0,,,,,,,,
115,1981,1981-11-29,13,31.070,MIN,,GNB,L 23-35,0,0,,0,,,,,,,,
116,1981,1981-12-06,14,31.077,MIN,@,CHI,L 9-10,0,0,,0,,,,,,,,
117,1981,1981-12-12,15,31.083,MIN,@,DET,L 7-45,1,0,0.00,0,0,0,,0,0.0,0,0,0
118,1981,1981-12-20,16,31.091,MIN,,KAN,L 6-10,0,0,,0,,,,,,,,
119,1982,1982-09-12,1,31.357,MIN,,TAM,W 17-10,,,,,,,,,,,,
120,1982,1982-09-16,2,31.361,MIN,@,BUF,L 22-23,,,,,,,,,,,,
121,1982,1982-11-21,3,32.062,MIN,@,GNB,L 7-26,0,0,,0,0,0,,0,1.0,0,0,0
122,1982,1982-11-28,4,32.069,MIN,,CHI,W 35-7,,,,,,,,,,,,
123,1982,1982-12-05,5,32.076,MIN,@,MIA,L 14-22,0,0,,0,0,0,,0,0.5,0,0,0
124,1982,1982-12-12,6,32.083,MIN,,BAL,W 13-10,,,,,,,,,,,,
125,1982,1982-12-19,7,32.090,MIN,@,DET,W 34-31,,,,,,,,,,,,
126,1982,1982-12-26,8,32.097,MIN,,NYJ,L 14-42,,,,,,,,,,,,
127,1982,1983-01-03,9,32.105,MIN,,DAL,W 31-27,,,,,,,,,,,,
128,1983,1983-09-04,1,32.349,MIN,@,CLE,W 27-21,,,,,,,,,,,,
129,1983,1983-09-08,2,32.353,MIN,,SFO,L 17-48,0,0,,0,0,0,,0,1.0,0,0,0
130,1983,1983-09-18,3,32.363,MIN,@,TAM,W 19-16,,,,,,,,,,,,
131,1983,1983-09-25,4,33.005,MIN,,DET,W 20-17,0,0,,0,0,0,,0,1.0,0,0,0
132,1983,1983-10-02,5,33.012,MIN,,DAL,L 24-37,,,,,,,,,,,,
133,1983,1983-10-09,6,33.019,MIN,@,CHI,W 23-14,,,,,,,,,,,,
134,1983,1983-10-16,7,33.026,MIN,,HOU,W 34-14,0,0,,0,0,0,,0,1.0,0,0,0
135,1983,1983-10-23,8,33.033,MIN,@,GNB,W 20-17,,,,,,,,,,,,
136,1983,1983-10-30,9,33.040,MIN,@,STL,L 31-41,,,,,,,,,,,,
137,1983,1983-11-06,10,33.047,MIN,,TAM,L 12-17,,,,,,,,,,,,
138,1983,1983-11-13,11,33.054,MIN,,GNB,L 21-29,,,,,,,,,,,,
139,1983,1983-11-20,12,33.061,MIN,@,PIT,W 17-14,0,0,,0,0,0,,0,1.0,0,0,0
140,1983,1983-11-27,13,33.068,MIN,@,NOR,L 16-17,0,0,,0,0,0,,0,0.0,1,0,0
141,1983,1983-12-05,14,33.076,MIN,@,DET,L 2-13,,,,,,,,,,,,
142,1983,1983-12-11,15,33.082,MIN,,CHI,L 13-19,,,,,,,,,,,,
143,1983,1983-12-17,16,33.088,MIN,,CIN,W 20-14,0,0,,0,0,0,,0,0.5,0,0,0
144,1984,1984-10-07,6,34.017,MIN,@,TAM,L 31-35,,,,,,,,,,,,
145,1984,1984-10-14,7,34.024,MIN,@,RAI,L 20-23,,,,,,,,,,,,
146,1984,1984-10-21,8,34.031,MIN,,DET,L 14-16,,,,,,,,,,,,
147,1984,1984-10-28,9,34.038,MIN,@,CHI,L 7-16,,,,,,,,,,,,
148,1984,1984-11-04,10,34.045,MIN,,TAM,W 27-24,,,,,,,,,,,,
149,1984,1984-11-11,11,34.052,MIN,@,GNB,L 17-45,0,0,,0,0,0,,0,1.0,0,0,0
150,1984,1984-11-18,12,34.059,MIN,@,DEN,L 21-42,,,,,,,,,,,,
151,1984,1984-11-25,13,34.066,MIN,,CHI,L 3-34,,,,,,,,,,,,
152,1984,1984-11-29,14,34.070,MIN,,WAS,L 17-31,,,,,,,,,,,,
153,1984,1984-12-08,15,34.079,MIN,@,SFO,L 7-51,,,,,,,,,,,,
154,1984,1984-12-16,16,34.087,MIN,,GNB,L 14-38,,,,,,,,,,,,
155,1985,1985-09-08,1,34.353,MIN,,SFO,W 28-21,,,,,,,,,,,,
156,1985,1985-11-24,12,35.065,MIN,,NOR,L 23-30,0,0,,0,0,0,,0,1.0,0,0,0
157,1985,1985-12-01,13,35.072,MIN,@,PHI,W 28-23,,,,,,,,,,,,
158,1985,1985-12-08,14,35.079,MIN,,TAM,W 26-7,,,,,,,,,,,,
159,1985,1985-12-15,15,35.086,MIN,@,ATL,L 13-14,,,,,,,,,,,,
160,1985,1985-12-22,16,35.093,MIN,,PHI,L 35-37,,,,,,,,,,,,
