ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
24,2008,2008-11-16,10,24.358,PIT,,SDG,W 11-10,*,7,6,55,9.17,0,85.7%,7.86,0,0,,0,,0,0,0.0,0,0
25,2008,2008-11-20,11,24.362,PIT,,CIN,W 27-10,*,1,,,,,0.0%,,,,,,,,,,,
26,2008,2008-11-30,12,25.006,PIT,@,NWE,W 33-10,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
27,2008,2008-12-07,13,25.013,PIT,,DAL,W 20-13,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
28,2008,2008-12-14,14,25.020,PIT,@,BAL,W 13-9,*,1,,,,,0.0%,,,,,,,,,,,
29,2008,2008-12-21,15,25.027,PIT,@,TEN,L 14-31,*,,,,,,0.0%,,,,,,,,,,,
30,2008,2008-12-28,16,25.034,PIT,,CLE,W 31-0,*,,,,,,0.0%,,,,,,,,,,,
31,2009,2009-09-10,1,25.290,PIT,,TEN,W 13-10,*,,,,,,0.0%,,,,,,,,,,,
32,2009,2009-09-20,2,25.300,PIT,@,CHI,L 14-17,,2,2,10,5.00,1,100.0%,5.00,0,0,,0,,1,6,0.0,0,0
33,2009,2009-09-27,3,25.307,PIT,@,CIN,L 20-23,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
34,2009,2009-10-04,4,25.314,PIT,,SDG,W 38-28,*,1,,,,,0.0%,,,,,,,,,,,
35,2009,2009-10-11,5,25.321,PIT,@,DET,W 28-20,*,0,,,,,0.0%,,,,,,,,,,,
36,2009,2009-10-18,6,25.328,PIT,,CLE,W 27-14,,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
37,2009,2009-10-25,7,25.335,PIT,,MIN,W 27-17,,,,,,,0.0%,,,,,,,,,,,
38,2009,2009-11-09,8,25.350,PIT,@,DEN,W 28-10,*,,,,,,0.0%,,,,,,,,,,,
39,2009,2009-11-15,9,25.356,PIT,,CIN,L 12-18,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0.0,0,0
40,2009,2009-11-22,10,25.363,PIT,@,KAN,L 24-27,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
41,2009,2009-11-29,11,26.005,PIT,@,BAL,L 17-20,,0,,,,,0.0%,,,,,,,,,,,
42,2009,2009-12-06,12,26.012,PIT,,OAK,L 24-27,*,,,,,,0.0%,,,,,,,,,,,
43,2009,2009-12-10,13,26.016,PIT,@,CLE,L 6-13,*,,,,,,0.0%,,,,,,,,,,,
44,2009,2009-12-20,14,26.026,PIT,,GNB,W 37-36,,0,0,0,,0,0.0%,,1,1,1.00,0,,0,0,0.0,0,0
45,2009,2009-12-27,15,26.033,PIT,,BAL,W 23-20,,,,,,,0.0%,,,,,,,,,,,
46,2009,2010-01-03,16,26.040,PIT,@,MIA,W 30-24,,,,,,,0.0%,,,,,,,,,,,
47,2010,2010-09-12,1,26.292,PIT,,ATL,W 15-9,*,0,,,,,0.0%,,,,,,,,,,,
48,2010,2010-09-19,2,26.299,PIT,@,TEN,W 19-11,*,,,,,,0.0%,,,,,,,,,,,
49,2010,2010-09-26,3,26.306,PIT,@,TAM,W 38-13,*,,,,,,0.0%,,,,,,,,,,,
50,2010,2010-10-03,4,26.313,PIT,,BAL,L 14-17,*,0,,,,,0.0%,,,,,,,,,,,
51,2010,2010-10-17,5,26.327,PIT,,CLE,W 28-10,*,1,,,,,0.0%,,,,,,,,,,,
52,2010,2010-10-24,6,26.334,PIT,@,MIA,W 23-22,*,1,,,,,0.0%,,,,,,,,,,,
53,2010,2010-10-31,7,26.341,PIT,@,NOR,L 10-20,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0
54,2010,2010-11-08,8,26.349,PIT,@,CIN,W 27-21,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
55,2010,2010-11-14,9,26.355,PIT,,NWE,L 26-39,*,,,,,,0.0%,,,,,,,,,,,
56,2010,2010-11-21,10,26.362,PIT,,OAK,W 35-3,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
57,2010,2010-12-12,13,27.018,PIT,,CIN,W 23-7,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0.0,0,0
58,2010,2010-12-19,14,27.025,PIT,,NYJ,L 17-22,*,8,3,27,9.00,1,37.5%,3.38,0,0,,0,,1,6,0.0,0,0
59,2010,2010-12-23,15,27.029,PIT,,CAR,W 27-3,*,0,,,,,0.0%,,,,,,,,,,,
60,2010,2011-01-02,16,27.039,PIT,@,CLE,W 41-9,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
61,2011,2011-09-11,1,27.291,CHI,,ATL,W 30-12,*,2,2,7,3.50,1,100.0%,3.50,0,0,,0,,1,6,0.0,0,0
62,2011,2011-09-18,2,27.298,CHI,@,NOR,L 13-30,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
63,2011,2011-09-25,3,27.305,CHI,,GNB,L 17-27,,,,,,,0.0%,,,,,,,,,,,
64,2011,2011-10-10,5,27.320,CHI,@,DET,L 13-24,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
65,2011,2011-10-16,6,27.326,CHI,,MIN,W 39-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
66,2011,2011-10-23,7,27.333,CHI,@,TAM,W 24-18,,,,,,,0.0%,,,,,,,,,,,
67,2011,2011-11-07,8,27.348,CHI,@,PHI,W 30-24,,2,2,13,6.50,1,100.0%,6.50,0,0,,0,,1,6,0.0,0,0
68,2011,2011-11-13,9,27.354,CHI,,DET,W 37-13,*,1,0,0,,0,0.0%,0.00,1,7,7.00,0,,0,0,0.0,0,0
69,2011,2011-11-20,10,27.361,CHI,,SDG,W 31-20,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
70,2011,2011-11-27,11,28.003,CHI,@,OAK,L 20-25,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
71,2011,2011-12-04,12,28.010,CHI,,KAN,L 3-10,,,,,,,0.0%,,,,,,,,,,,
72,2011,2011-12-11,13,28.017,CHI,@,DEN,L 10-13,,,,,,,0.0%,,,,,,,,,,,
73,2011,2011-12-18,14,28.024,CHI,,SEA,L 14-38,*,0,0,0,,0,0.0%,,1,7,7.00,0,,0,0,0.0,0,0
74,2011,2011-12-25,15,28.031,CHI,@,GNB,L 21-35,,,,,,,0.0%,,,,,,,,,,,
75,2011,2012-01-01,16,28.038,CHI,@,MIN,W 17-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,2,0
76,2012,2012-09-09,1,28.290,CHI,,IND,W 41-21,,,,,,,0.0%,,,,,,,,,,,
77,2012,2012-09-13,2,28.294,CHI,@,GNB,L 10-23,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
78,2012,2012-09-23,3,28.304,CHI,,STL,W 23-6,*,,,,,,0.0%,,,,,,,,,,,
79,2012,2012-10-01,4,28.312,CHI,@,DAL,W 34-18,*,0,,,,,0.0%,,,,,,,,,,,
80,2012,2012-10-07,5,28.318,CHI,@,JAX,W 41-3,*,,,,,,0.0%,,,,,,,,,,,
81,2012,2012-10-22,6,28.333,CHI,,DET,W 13-7,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
82,2012,2012-10-28,7,28.339,CHI,,CAR,W 23-22,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
83,2012,2012-11-04,8,28.346,CHI,@,TEN,W 51-20,,,,,,,0.0%,,,,,,,,,,,
84,2012,2012-11-11,9,28.353,CHI,,HOU,L 6-13,,3,3,4,1.33,0,100.0%,1.33,0,0,,0,,0,0,0.0,0,0
85,2012,2012-11-19,10,28.361,CHI,@,SFO,L 7-32,,,,,,,0.0%,,,,,,,,,,,
86,2012,2012-11-25,11,29.001,CHI,,MIN,W 28-10,,1,1,13,13.00,1,100.0%,13.00,0,0,,0,,1,6,0.0,0,0
87,2012,2012-12-02,12,29.008,CHI,,SEA,L 17-23,*,0,,,,,0.0%,,,,,,,,,,,
88,2012,2012-12-09,13,29.015,CHI,@,MIN,L 14-21,,0,,,,,0.0%,,,,,,,,,,,
89,2012,2012-12-16,14,29.022,CHI,,GNB,L 13-21,,,,,,,0.0%,,,,,,,,,,,
90,2012,2012-12-23,15,29.029,CHI,@,ARI,W 28-13,,,,,,,0.0%,,,,,,,,,,,
91,2012,2012-12-30,16,29.036,CHI,@,DET,W 26-24,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
92,2013,2013-12-08,13,30.014,PIT,,MIA,L 28-34,,,,,,,0.0%,,,,,,,,,,,
93,2013,2013-12-15,14,30.021,PIT,,CIN,W 30-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
94,2013,2013-12-22,15,30.028,PIT,@,GNB,W 38-31,*,1,1,11,11.00,1,100.0%,11.00,0,0,,0,,1,6,0.0,1,0
95,2013,2013-12-29,16,30.035,PIT,,CLE,W 20-7,,,,,,,0.0%,,,,,,,,,,,
96,2014,2014-09-07,1,30.287,PIT,,CLE,W 30-27,*,,,,,,0.0%,,,,,,,,,,,
97,2014,2014-09-11,2,30.291,PIT,@,BAL,L 6-26,,,,,,,0.0%,,,,,,,,,,,
98,2014,2014-09-21,3,30.301,PIT,@,CAR,W 37-19,*,0,,,,,0.0%,,,,,,,,,,,
99,2014,2014-09-28,4,30.308,PIT,,TAM,L 24-27,*,,,,,,0.0%,,,,,,,,,,,
100,2014,2014-10-05,5,30.315,PIT,@,JAX,W 17-9,,,,,,,0.0%,,,,,,,,,,,
101,2014,2014-10-12,6,30.322,PIT,@,CLE,L 10-31,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
102,2014,2014-10-20,7,30.330,PIT,,HOU,W 30-23,,,,,,,0.0%,,,,,,,,,,,
103,2014,2014-10-26,8,30.336,PIT,,IND,W 51-34,*,,,,,,0.0%,,,,,,,,,,,
104,2014,2014-11-02,9,30.343,PIT,,BAL,W 43-23,,1,1,33,33.00,1,100.0%,33.00,0,0,,0,1,1,8,0.0,0,0
105,2014,2014-11-09,10,30.350,PIT,@,NYJ,L 13-20,,,,,,,0.0%,,,,,,,,,,,
106,2014,2014-11-17,11,30.358,PIT,@,TEN,W 27-24,*,,,,,,0.0%,,,,,,,,,,,
107,2014,2014-11-30,12,31.006,PIT,,NOR,L 32-35,*,,,,,,0.0%,,,,,,,,,,,
108,2014,2014-12-07,13,31.013,PIT,@,CIN,W 42-21,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,,0,0,0.0,0,0
109,2014,2014-12-14,14,31.020,PIT,@,ATL,W 27-20,*,,,,,,0.0%,,,,,,,,,,,
110,2014,2014-12-28,16,31.034,PIT,,CIN,W 27-17,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
111,2015,2015-09-10,1,31.290,PIT,@,NWE,L 21-28,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
112,2015,2015-09-20,2,31.300,PIT,,SFO,W 43-18,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
113,2015,2015-09-27,3,31.307,PIT,@,STL,W 12-6,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
114,2015,2015-10-12,5,31.322,PIT,@,SDG,W 24-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
115,2015,2015-10-18,6,31.328,PIT,,ARI,W 25-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
116,2015,2015-10-25,7,31.335,PIT,@,KAN,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
117,2015,2015-11-01,8,31.342,PIT,,CIN,L 10-16,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
118,2015,2015-11-29,11,32.005,PIT,@,SEA,L 30-39,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
119,2015,2015-12-06,12,32.012,PIT,,IND,W 45-10,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
120,2015,2015-12-13,13,32.019,PIT,@,CIN,W 33-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
121,2015,2015-12-20,14,32.026,PIT,,DEN,W 34-27,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
122,2015,2015-12-27,15,32.033,PIT,@,BAL,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
123,2015,2016-01-03,16,32.040,PIT,@,CLE,W 28-12,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
