ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,23.065,DEN,,STL,W 23-16,,,,
2,2002,2002-09-15,2,23.072,DEN,@,SFO,W 24-14,,,,
3,2002,2002-09-22,3,23.079,DEN,,BUF,W 28-23,,,,
4,2002,2002-09-30,4,23.087,DEN,@,BAL,L 23-34,,,,
5,2002,2002-10-06,5,23.093,DEN,,SDG,W 26-9,,,,
6,2002,2002-10-13,6,23.100,DEN,,MIA,L 22-24,,,,
7,2002,2002-10-20,7,23.107,DEN,@,KAN,W 37-34,*,,,
8,2002,2002-10-27,8,23.114,DEN,@,NWE,W 24-16,,,,
9,2002,2002-11-11,9,23.129,DEN,,OAK,L 10-34,,,,
10,2002,2002-11-17,10,23.135,DEN,@,SEA,W 31-9,*,,,
11,2002,2002-11-24,11,23.142,DEN,,IND,L 20-23,,,,
12,2002,2002-12-01,12,23.149,DEN,@,SDG,L 27-30,,,,
13,2002,2002-12-08,13,23.156,DEN,@,NYJ,L 13-19,,,,
14,2002,2002-12-15,14,23.163,DEN,,KAN,W 31-24,,,,
15,2002,2002-12-22,15,23.170,DEN,@,OAK,L 16-28,,,,
16,2002,2002-12-29,16,23.177,DEN,,ARI,W 37-7,,,,
17,2003,2003-09-07,1,24.064,DEN,@,CIN,W 30-10,*,,,
18,2003,2003-09-14,2,24.071,DEN,@,SDG,W 37-13,*,,,
19,2003,2003-09-22,3,24.079,DEN,,OAK,W 31-10,*,,,
20,2003,2003-09-28,4,24.085,DEN,,DET,W 20-16,*,,,
21,2003,2003-10-05,5,24.092,DEN,@,KAN,L 23-24,*,,,
22,2003,2003-10-12,6,24.099,DEN,,PIT,W 17-14,*,,,
23,2003,2003-10-19,7,24.106,DEN,@,MIN,L 20-28,*,,,
24,2003,2003-10-26,8,24.113,DEN,@,BAL,L 6-26,*,,,
25,2003,2003-11-03,9,24.121,DEN,,NWE,L 26-30,*,,,
26,2003,2003-11-16,10,24.134,DEN,,SDG,W 37-8,,,,
27,2003,2003-11-23,11,24.141,DEN,,CHI,L 10-19,,,,
28,2003,2003-11-30,12,24.148,DEN,@,OAK,W 22-8,,,,
29,2003,2003-12-07,13,24.155,DEN,,KAN,W 45-27,,,,
30,2003,2003-12-14,14,24.162,DEN,,CLE,W 23-20,,,,
31,2003,2003-12-21,15,24.169,DEN,@,IND,W 31-17,,,,
32,2003,2003-12-28,16,24.176,DEN,@,GNB,L 3-31,*,1,0,0
33,2004,2004-10-17,6,25.104,DEN,@,OAK,W 31-3,,,,
34,2004,2004-10-25,7,25.112,DEN,@,CIN,L 10-23,,,,
35,2004,2004-10-31,8,25.118,DEN,,ATL,L 28-41,,,,
36,2004,2004-11-07,9,25.125,DEN,,HOU,W 31-13,,,,
37,2004,2004-11-21,10,25.139,DEN,@,NOR,W 34-13,,,,
38,2004,2004-11-28,11,25.146,DEN,,OAK,L 24-25,,,,
39,2004,2004-12-05,12,25.153,DEN,@,SDG,L 17-20,,,,
40,2004,2004-12-25,15,25.173,DEN,@,TEN,W 37-16,,,,
41,2004,2005-01-02,16,25.181,DEN,,IND,W 33-14,,,,
42,2005,2005-09-11,1,26.068,DEN,@,MIA,L 10-34,,,,
43,2005,2005-09-18,2,26.075,DEN,,SDG,W 20-17,,,,
44,2005,2005-09-26,3,26.083,DEN,,KAN,W 30-10,,,,
45,2005,2005-10-02,4,26.089,DEN,@,JAX,W 20-7,,,,
46,2005,2005-10-09,5,26.096,DEN,,WAS,W 21-19,,,,
47,2005,2005-10-16,6,26.103,DEN,,NWE,W 28-20,,,,
48,2005,2005-11-13,9,26.131,DEN,@,OAK,W 31-17,,,,
49,2005,2005-11-20,10,26.138,DEN,,NYJ,W 27-0,,,,
50,2005,2005-11-24,11,26.142,DEN,@,DAL,W 24-21,,,,
51,2005,2005-12-04,12,26.152,DEN,@,KAN,L 27-31,,,,
52,2005,2005-12-11,13,26.159,DEN,,BAL,W 12-10,,,,
53,2005,2005-12-17,14,26.165,DEN,@,BUF,W 28-17,,,,
54,2005,2005-12-24,15,26.172,DEN,,OAK,W 22-3,,,,
55,2005,2005-12-31,16,26.179,DEN,@,SDG,W 23-7,,,,
56,2006,2006-09-10,1,27.067,DEN,@,STL,L 10-18,,,,
57,2006,2006-09-17,2,27.074,DEN,,KAN,W 9-6,,,,
58,2006,2006-09-24,3,27.081,DEN,@,NWE,W 17-7,,,,
59,2006,2006-10-09,4,27.096,DEN,,BAL,W 13-3,,,,
60,2006,2006-10-15,5,27.102,DEN,,OAK,W 13-3,,,,
61,2006,2006-10-22,6,27.109,DEN,@,CLE,W 17-7,,,,
62,2006,2006-10-29,7,27.116,DEN,,IND,L 31-34,,,,
63,2006,2006-11-05,8,27.123,DEN,@,PIT,W 31-20,,,,
