ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1989,1989-09-11,1,26.264,WAS,,NYG,L 24-27,,0,0,,0,,,0,0,,0,0,0,,0,2,19,9.50,0,0,0
2,1989,1989-09-17,2,26.270,WAS,,PHI,L 37-42,,0,0,,0,,,0,0,,0,1,23,23.00,0,0,0,,0,0,0
3,1989,1989-09-24,3,26.277,WAS,@,DAL,W 30-7,,0,0,,0,,,0,0,,0,2,44,22.00,0,2,14,7.00,0,0,0
4,1989,1989-10-01,4,26.284,WAS,@,NOR,W 16-14,,0,0,,0,,,0,0,,0,1,20,20.00,0,1,7,7.00,0,0,0
5,1989,1989-10-08,5,26.291,WAS,,PHO,W 30-28,,0,0,,0,,,0,0,,0,1,42,42.00,0,1,11,11.00,0,0,0
6,1989,1989-10-15,6,26.298,WAS,@,NYG,L 17-20,,0,0,,0,,,0,0,,0,1,30,30.00,0,1,5,5.00,0,0,0
7,1989,1989-10-22,7,26.305,WAS,,TAM,W 32-28,,0,0,,0,,,0,0,,0,1,12,12.00,0,3,38,12.67,0,0,0
8,1989,1989-10-29,8,26.312,WAS,@,RAI,L 24-37,,0,0,,0,,,0,0,,0,4,130,32.50,1,3,9,3.00,0,1,6
9,1989,1989-11-05,9,26.319,WAS,,DAL,L 3-13,,0,0,,0,,,0,0,,0,0,0,,0,2,15,7.50,0,0,0
10,1989,1989-11-12,10,26.326,WAS,@,PHI,W 10-3,,0,0,,0,,,0,0,,0,0,0,,0,1,9,9.00,0,0,0
11,1989,1989-11-20,11,26.334,WAS,,DEN,L 10-14,,0,0,,0,,,0,0,,0,1,24,24.00,0,1,0,0.00,0,0,0
12,1989,1989-11-26,12,26.340,WAS,,CHI,W 38-14,,0,0,,0,,,0,0,,0,1,14,14.00,0,1,19,19.00,0,0,0
13,1989,1989-12-03,13,26.347,WAS,@,PHO,W 29-10,,0,0,,0,,,0,0,,0,4,76,19.00,0,1,5,5.00,0,0,0
