ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-04,1,23.047,SDG,@,DEN,W 37-34,,,,,,0.0%,,,,,,,
2,1994,1994-11-20,11,23.124,SDG,@,NWE,L 17-23,,,,,,0.0%,,,,,,,
3,1994,1994-11-27,12,23.131,SDG,,RAM,W 31-17,,,,,,0.0%,,,,,,,
4,1994,1994-12-05,13,23.139,SDG,,RAI,L 17-24,,,,,,0.0%,,,,,,,
5,1994,1994-12-11,14,23.145,SDG,,SFO,L 15-38,,,,,,0.0%,,,,,,,
6,1996,1996-09-01,1,25.044,STL,,CIN,W 26-16,1,0,0,,0,0.0%,0.00,1,15,15.00,0,0,0
7,1996,1996-09-08,2,25.051,STL,@,SFO,L 0-34,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0
8,1996,1996-10-06,5,25.079,STL,,SFO,L 11-28,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
9,1996,1996-10-13,6,25.086,STL,@,CAR,L 13-45,,0,0,,0,0.0%,,0,0,,0,,
10,1996,1996-11-03,9,25.107,STL,@,PIT,L 6-42,,0,0,,0,0.0%,,0,0,,0,,
11,1996,1996-11-10,10,25.114,STL,,ATL,W 59-16,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0
12,1996,1996-11-17,11,25.121,STL,,CAR,L 10-20,,0,0,,0,0.0%,,0,0,,0,,
13,1996,1996-11-24,12,25.128,STL,,GNB,L 9-24,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
14,1996,1996-12-01,13,25.135,STL,@,NOR,W 26-10,1,0,0,,0,0.0%,0.00,0,0,,0,,
15,1996,1996-12-08,14,25.142,STL,@,CHI,L 9-35,7,4,17,4.25,0,57.1%,2.43,0,0,,0,0,0
16,1996,1996-12-15,15,25.149,STL,@,ATL,W 34-27,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0
17,1996,1996-12-21,16,25.155,STL,,NOR,W 14-13,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
18,1997,1997-09-07,2,26.050,STL,,SFO,L 12-15,1,0,0,,0,0.0%,0.00,,,,,,
19,1997,1997-09-14,3,26.057,STL,@,DEN,L 14-35,,0,0,,0,0.0%,,,,,,,
20,1997,1997-09-21,4,26.064,STL,,NYG,W 13-3,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
21,1997,1997-09-28,5,26.071,STL,@,OAK,L 17-35,2,1,3,3.00,1,50.0%,1.50,0,0,,0,1,6
22,1997,1997-10-12,6,26.085,STL,@,SFO,L 10-30,,0,0,,0,0.0%,,,,,,,
23,1997,1997-10-19,7,26.092,STL,,SEA,L 9-17,,0,0,,0,0.0%,,,,,,,
24,1997,1997-10-26,8,26.099,STL,,KAN,L 20-28,,0,0,,0,0.0%,,,,,,,
25,1997,1997-11-02,9,26.106,STL,@,ATL,L 31-34,,0,0,,0,0.0%,,,,,,,
26,1997,1997-11-09,10,26.113,STL,@,GNB,L 7-17,1,0,0,,0,0.0%,0.00,,,,,,
27,1997,1997-11-16,11,26.120,STL,,ATL,L 21-27,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
28,1997,1997-11-23,12,26.127,STL,,CAR,L 10-16,2,0,0,,0,0.0%,0.00,,,,,,
29,1997,1997-11-30,13,26.134,STL,@,WAS,W 23-20,,0,0,,0,0.0%,,,,,,,
30,1997,1997-12-07,14,26.141,STL,@,NOR,W 34-27,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
31,1997,1997-12-14,15,26.148,STL,,CHI,L 10-13,,0,0,,0,0.0%,,,,,,,
32,1997,1997-12-20,16,26.154,STL,@,CAR,W 30-18,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
