ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1977,1977-09-18,1,24.092,BUF,,MIA,L 0-13,,,,,2,0.0,0,0
2,1977,1977-09-25,2,24.099,BUF,@,DEN,L 6-26,,1,0.0,,,,0,0
3,1977,1977-10-02,3,24.106,BUF,@,BAL,L 14-17,2,2,100.0,,,,0,2
4,1977,1977-10-09,4,24.113,BUF,,NYJ,L 19-24,2,2,100.0,1,2,50.0,0,5
5,1977,1977-10-16,5,24.120,BUF,,ATL,W 3-0,,,,1,2,50.0,0,3
6,1978,1978-09-02,1,25.076,TAM,,NYG,L 13-19,1,1,100.0,2,2,100.0,0,7
7,1978,1978-09-09,2,25.083,TAM,,DET,L 7-15,1,1,100.0,,1,0.0,0,1
8,1978,1978-09-17,3,25.091,TAM,@,MIN,W 16-10,1,2,50.0,1,1,100.0,0,4
9,1978,1978-09-24,4,25.098,TAM,,ATL,W 14-9,2,2,100.0,,,,0,2
10,1978,1978-10-01,5,25.105,TAM,,MIN,L 7-24,1,1,100.0,,2,0.0,0,1
11,1978,1978-10-08,6,25.112,TAM,@,KAN,W 30-13,3,4,75.0,1,1,100.0,0,6
12,1978,1978-10-15,7,25.119,TAM,@,NYG,L 14-17,2,2,100.0,,2,0.0,0,2
13,1978,1978-10-22,8,25.126,TAM,,CHI,W 33-19,3,5,60.0,,,,0,3
14,1978,1978-10-29,9,25.133,TAM,@,GNB,L 7-9,1,1,100.0,,2,0.0,0,1
15,1978,1978-11-05,10,25.140,TAM,@,RAM,L 23-26,2,2,100.0,3,4,75.0,0,11
16,1978,1978-11-12,11,25.147,TAM,@,DET,L 23-34,2,2,100.0,3,3,100.0,0,11
17,1978,1978-11-19,12,25.154,TAM,,BUF,W 31-10,4,4,100.0,1,2,50.0,0,7
18,1978,1978-11-26,13,25.161,TAM,@,CHI,L 3-14,,,,1,1,100.0,0,3
19,1978,1978-12-03,14,25.168,TAM,,GNB,L 7-17,1,1,100.0,,1,0.0,0,1
20,1978,1978-12-17,16,25.182,TAM,,NOR,L 10-17,1,1,100.0,1,1,100.0,0,4
21,1979,1979-09-01,1,26.075,TAM,,DET,W 31-16,4,4,100.0,1,2,50.0,0,7
22,1979,1979-09-09,2,26.083,TAM,@,BAL,W 29-26,2,4,50.0,1,1,100.0,0,5
23,1979,1979-09-16,3,26.090,TAM,@,GNB,W 21-10,3,3,100.0,,3,0.0,0,3
24,1979,1979-09-23,4,26.097,TAM,,RAM,W 21-6,3,3,100.0,,1,0.0,0,3
25,1979,1979-09-30,5,26.104,TAM,@,CHI,W 17-13,2,2,100.0,1,2,50.0,0,5
26,1979,1979-10-07,6,26.111,TAM,@,NYG,L 14-17,2,2,100.0,,,,0,2
27,1979,1979-10-14,7,26.118,TAM,,NOR,L 14-42,2,2,100.0,,,,0,2
28,1979,1979-10-21,8,26.125,TAM,,GNB,W 21-3,3,3,100.0,,,,0,3
29,1979,1979-10-28,9,26.132,TAM,@,MIN,W 12-10,,1,0.0,2,2,100.0,0,6
30,1979,1979-11-04,10,26.139,TAM,@,ATL,L 14-17,2,2,100.0,,,,0,2
31,1979,1979-11-11,11,26.146,TAM,@,DET,W 16-14,1,1,100.0,3,3,100.0,0,10
32,1979,1979-11-18,12,26.153,TAM,,NYG,W 31-3,4,4,100.0,1,2,50.0,0,7
33,1979,1979-11-25,13,26.160,TAM,,MIN,L 22-23,1,3,33.3,1,2,50.0,0,4
34,1979,1979-12-02,14,26.167,TAM,,CHI,L 0-14,,,,,,,,
35,1979,1979-12-09,15,26.174,TAM,@,SFO,L 7-23,1,1,100.0,,,,0,1
36,1979,1979-12-16,16,26.181,TAM,,KAN,W 3-0,,,,1,1,100.0,0,3
37,1980,1980-10-19,7,27.123,STL,@,WAS,L 0-23,,,,,1,0.0,0,0
38,1980,1980-10-26,8,27.130,STL,@,BAL,W 17-10,2,2,100.0,1,2,50.0,0,5
39,1980,1980-11-02,9,27.137,STL,,DAL,L 24-27,3,3,100.0,1,1,100.0,0,6
40,1980,1980-11-09,10,27.144,STL,,ATL,L 27-33,3,3,100.0,2,2,100.0,0,9
41,1980,1980-11-16,11,27.151,STL,@,DAL,L 21-31,3,3,100.0,,1,0.0,0,3
42,1980,1980-11-23,12,27.158,STL,,KAN,L 13-21,1,1,100.0,2,3,66.7,0,7
43,1980,1980-11-30,13,27.165,STL,@,NYG,W 23-7,2,2,100.0,3,3,100.0,0,11
44,1980,1980-12-07,14,27.172,STL,,DET,W 24-23,3,3,100.0,1,1,100.0,0,6
45,1980,1980-12-14,15,27.179,STL,@,PHI,L 3-17,,,,1,1,100.0,0,3
46,1980,1980-12-21,16,27.186,STL,,WAS,L 7-31,1,1,100.0,,,,0,1
47,1981,1981-09-06,1,28.080,STL,,MIA,L 7-20,1,1,100.0,,,,0,1
48,1981,1981-09-13,2,28.087,STL,@,DAL,L 17-30,2,2,100.0,1,2,50.0,0,5
49,1981,1981-09-20,3,28.094,STL,,WAS,W 40-30,4,5,80.0,2,2,100.0,0,10
50,1981,1981-09-27,4,28.101,STL,@,TAM,L 10-20,1,1,100.0,1,2,50.0,0,4
51,1981,1981-10-04,5,28.108,STL,,DAL,W 20-17,2,2,100.0,2,2,100.0,0,8
52,1981,1981-10-11,6,28.115,STL,@,NYG,L 14-34,2,2,100.0,,1,0.0,0,2
53,1981,1981-10-18,7,28.122,STL,@,ATL,L 20-41,2,2,100.0,2,4,50.0,0,8
54,1981,1981-10-25,8,28.129,STL,,MIN,W 30-17,3,3,100.0,3,4,75.0,0,12
55,1981,1981-11-01,9,28.136,STL,@,WAS,L 21-42,3,3,100.0,,2,0.0,0,3
56,1981,1981-11-08,10,28.143,STL,,PHI,L 10-52,1,1,100.0,1,2,50.0,0,4
57,1981,1981-11-15,11,28.150,STL,,BUF,W 24-0,3,3,100.0,1,2,50.0,0,6
58,1981,1981-11-22,12,28.157,STL,@,BAL,W 35-24,5,5,100.0,,2,0.0,0,5
59,1981,1981-11-29,13,28.164,STL,@,NWE,W 27-20,3,3,100.0,2,2,100.0,0,9
60,1981,1981-12-06,14,28.171,STL,,NOR,W 30-3,3,3,100.0,3,3,100.0,0,12
61,1981,1981-12-13,15,28.178,STL,,NYG,L 10-20,1,1,100.0,1,1,100.0,0,4
62,1981,1981-12-20,16,28.185,STL,@,PHI,L 0-38,,,,,1,0.0,0,0
63,1982,1982-09-12,1,29.086,STL,@,NOR,W 21-7,3,3,100.0,,,,0,3
64,1982,1982-09-19,2,29.093,STL,,DAL,L 7-24,1,1,100.0,,1,0.0,0,1
65,1982,1982-11-21,3,29.156,STL,,SFO,L 20-31,2,2,100.0,2,4,50.0,0,8
66,1982,1982-11-28,4,29.163,STL,@,ATL,W 23-20,2,3,66.7,1,1,100.0,0,5
67,1982,1982-12-05,5,29.170,STL,@,PHI,W 23-20,2,2,100.0,3,3,100.0,0,11
68,1982,1982-12-12,6,29.177,STL,,WAS,L 7-12,1,1,100.0,,1,0.0,0,1
69,1982,1982-12-19,7,29.184,STL,@,CHI,W 10-7,1,1,100.0,1,2,50.0,0,4
70,1982,1982-12-26,8,29.191,STL,,NYG,W 24-21,3,3,100.0,1,1,100.0,0,6
71,1983,1983-09-04,1,30.078,STL,@,NOR,L 17-28,2,2,100.0,1,3,33.3,0,5
72,1983,1983-09-11,2,30.085,STL,,DAL,L 17-34,2,2,100.0,1,1,100.0,0,5
73,1983,1983-09-18,3,30.092,STL,,SFO,L 27-42,3,3,100.0,2,3,66.7,0,9
74,1983,1983-09-25,4,30.099,STL,@,PHI,W 14-11,2,2,100.0,,1,0.0,0,2
75,1983,1983-10-02,5,30.106,STL,@,KAN,L 14-38,2,2,100.0,,1,0.0,0,2
76,1983,1983-10-09,6,30.113,STL,,WAS,L 14-38,2,2,100.0,,,,0,2
77,1983,1983-10-16,7,30.120,STL,@,TAM,W 34-27,4,4,100.0,2,2,100.0,0,10
78,1983,1983-10-24,8,30.128,STL,,NYG,T 20-20,2,2,100.0,2,5,40.0,0,8
79,1983,1983-10-30,9,30.134,STL,,MIN,W 41-31,5,5,100.0,2,2,100.0,0,11
80,1983,1983-11-06,10,30.141,STL,@,WAS,L 7-45,1,1,100.0,,1,0.0,0,1
81,1983,1983-11-13,11,30.148,STL,,SEA,W 33-28,4,4,100.0,1,1,100.0,0,7
82,1983,1983-11-20,12,30.155,STL,,SDG,W 44-14,5,6,83.3,1,2,50.0,0,8
83,1983,1983-11-24,13,30.159,STL,@,DAL,L 17-35,2,2,100.0,1,1,100.0,0,5
84,1983,1983-12-04,14,30.169,STL,@,NYG,W 10-6,1,1,100.0,1,3,33.3,0,4
85,1983,1983-12-11,15,30.176,STL,@,RAI,W 34-24,4,5,80.0,,,,0,4
86,1983,1983-12-18,16,30.183,STL,,PHI,W 31-7,4,4,100.0,1,2,50.0,0,7
87,1984,1984-09-02,1,31.076,STL,@,GNB,L 23-24,2,3,66.7,1,2,50.0,0,5
88,1984,1984-09-09,2,31.083,STL,,BUF,W 37-7,4,4,100.0,3,6,50.0,0,13
89,1984,1984-09-16,3,31.090,STL,@,IND,W 34-33,4,4,100.0,2,2,100.0,0,10
90,1984,1984-09-23,4,31.097,STL,@,NOR,L 24-34,3,3,100.0,1,1,100.0,0,6
91,1984,1984-09-30,5,31.104,STL,,MIA,L 28-36,4,4,100.0,,,,0,4
92,1984,1984-10-07,6,31.111,STL,@,DAL,W 31-20,4,4,100.0,1,2,50.0,0,7
93,1984,1984-10-14,7,31.118,STL,,CHI,W 38-21,5,5,100.0,1,2,50.0,0,8
94,1984,1984-10-21,8,31.125,STL,,WAS,W 26-24,2,3,66.7,2,4,50.0,0,8
95,1984,1984-10-28,9,31.132,STL,@,PHI,W 34-14,4,4,100.0,2,2,100.0,0,10
96,1984,1984-11-04,10,31.139,STL,,RAM,L 13-16,1,1,100.0,2,3,66.7,0,7
97,1984,1984-11-11,11,31.146,STL,,DAL,L 17-24,2,2,100.0,1,2,50.0,0,5
98,1984,1984-11-18,12,31.153,STL,@,NYG,L 10-16,1,1,100.0,1,1,100.0,0,4
99,1984,1984-11-25,13,31.160,STL,,PHI,W 17-16,2,2,100.0,1,1,100.0,0,5
