ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1984,1984-09-02,1,22.034,HOU,,RAI,L 14-24,0,0,,0,0,0,,0,0,
2,1984,1984-09-09,2,22.041,HOU,,IND,L 21-35,0,0,,0,0,0,,0,0,
3,1984,1984-09-16,3,22.048,HOU,@,SDG,L 14-31,3,50,16.67,1,0,0,,0,1,6
4,1984,1984-09-23,4,22.055,HOU,@,ATL,L 10-42,0,0,,0,1,0,0.00,0,0,0
5,1984,1984-09-30,5,22.062,HOU,,NOR,L 10-27,0,0,,0,0,0,,0,0,
6,1984,1984-10-07,6,22.069,HOU,@,CIN,L 3-13,0,0,,0,0,0,,0,0,
7,1984,1984-10-14,7,22.076,HOU,@,MIA,L 10-28,0,0,,0,0,0,,0,0,
8,1984,1984-10-21,8,22.083,HOU,,SFO,L 21-34,2,28,14.00,0,0,0,,0,0,0
9,1984,1984-10-28,9,22.090,HOU,,CIN,L 13-31,0,0,,0,0,0,,0,0,
10,1984,1984-11-04,10,22.097,HOU,@,PIT,L 7-35,0,0,,0,0,0,,0,0,
11,1984,1984-11-11,11,22.104,HOU,@,KAN,W 17-16,1,7,7.00,0,0,0,,0,0,0
12,1984,1984-11-18,12,22.111,HOU,,NYJ,W 31-20,0,0,,0,0,0,,0,0,
13,1984,1984-12-16,16,22.139,HOU,,CLE,L 20-27,0,0,,0,0,0,,0,0,
