ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1952,1952-10-12,3,26.035,PIT,@,PHI,L 21-26,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
2,1952,1952-11-30,10,26.084,PIT,,NYG,W 63-7,,1,2,50.00,14,0,0,72.9,0,0,7.00,7.00
3,1953,1953-10-24,5,27.047,PIT,,GNB,W 31-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
