ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2009,2009-09-20,2,23.262,NYG,@,DAL,W 33-31,,,,,,,0.0%,
2,2009,2009-09-27,3,23.269,NYG,@,TAM,W 24-0,,,,,,,0.0%,
3,2009,2010-01-03,16,24.002,NYG,@,MIN,L 7-44,,1,1,16,16.00,0,100.0%,16.00
4,2010,2010-09-12,1,24.254,NYG,,CAR,W 31-18,,1,,,,,0.0%,
5,2010,2010-10-10,5,24.282,NYG,@,HOU,W 34-10,,1,1,8,8.00,0,100.0%,8.00
6,2010,2010-10-17,6,24.289,NYG,,DET,W 28-20,,,,,,,0.0%,
7,2010,2010-10-25,7,24.297,NYG,@,DAL,W 41-35,,1,1,22,22.00,0,100.0%,22.00
8,2010,2010-11-07,8,24.310,NYG,@,SEA,W 41-7,,,,,,,0.0%,
9,2010,2010-11-14,9,24.317,NYG,,DAL,L 20-33,,4,3,34,11.33,0,75.0%,8.50
10,2011,2011-11-06,8,25.309,NYG,@,NWE,W 24-20,,5,2,24,12.00,0,40.0%,4.80
11,2011,2011-11-13,9,25.316,NYG,@,SFO,L 20-27,,,,,,,0.0%,
12,2011,2011-11-20,10,25.323,NYG,,PHI,L 10-17,,1,1,13,13.00,0,100.0%,13.00
13,2011,2011-11-28,11,25.331,NYG,@,NOR,L 24-49,,4,3,38,12.67,0,75.0%,9.50
14,2011,2011-12-04,12,25.337,NYG,,GNB,L 35-38,,3,1,9,9.00,0,33.3%,3.00
15,2011,2011-12-11,13,25.344,NYG,@,DAL,W 37-34,,,,,,,0.0%,
16,2011,2011-12-18,14,25.351,NYG,,WAS,L 10-23,,1,1,6,6.00,0,100.0%,6.00
17,2011,2011-12-24,15,25.357,NYG,@,NYJ,W 29-14,,5,1,4,4.00,0,20.0%,0.80
18,2012,2012-09-05,1,26.248,NYG,,DAL,L 17-24,,,,,,,0.0%,
19,2012,2012-09-16,2,26.259,NYG,,TAM,W 41-34,,2,1,24,24.00,0,50.0%,12.00
20,2012,2012-09-20,3,26.263,NYG,@,CAR,W 36-7,*,10,9,138,15.33,0,90.0%,13.80
21,2012,2012-09-30,4,26.273,NYG,@,PHI,L 17-19,,4,2,36,18.00,0,50.0%,9.00
22,2012,2012-10-14,6,26.287,NYG,@,SFO,W 26-3,,,,,,,0.0%,
23,2012,2012-10-21,7,26.294,NYG,,WAS,W 27-23,,,,,,,0.0%,
24,2012,2012-10-28,8,26.301,NYG,@,DAL,W 29-24,,1,0,0,,0,0.0%,0.00
25,2012,2012-11-04,9,26.308,NYG,,PIT,L 20-24,,,,,,,0.0%,
26,2012,2012-11-11,10,26.315,NYG,@,CIN,L 13-31,,3,2,22,11.00,0,66.7%,7.33
27,2012,2012-11-25,11,26.329,NYG,,GNB,W 38-10,,,,,,,0.0%,
28,2012,2012-12-03,12,26.337,NYG,@,WAS,L 16-17,,,0,0,,0,0.0%,
29,2012,2012-12-09,13,26.343,NYG,,NOR,W 52-27,,1,0,0,,0,0.0%,0.00
