ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1991,1991-11-24,12,24.008,CIN,,RAI,L 14-38,2,23,11.50,0,3,45,15.00,0,1,7,7.00,0
2,1991,1991-12-01,13,24.015,CIN,,NYG,W 27-24,0,0,,0,2,40,20.00,0,0,0,,0
3,1991,1991-12-09,14,24.023,CIN,@,MIA,L 13-37,1,9,9.00,0,7,105,15.00,0,0,0,,0
4,1991,1991-12-15,15,24.029,CIN,@,PIT,L 10-17,0,0,,0,1,24,24.00,0,0,0,,0
