ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1976,1976-09-12,1,23.125,SEA,,STL,L 24-30,*,17,37,45.95,292,2,2,68.7,0,0,7.89,6.54,4,26,6.50,1,0,0,,0,1,6
2,1976,1976-09-19,2,23.132,SEA,@,WAS,L 7-31,*,9,20,45.00,128,0,2,26.7,0,0,6.40,1.90,7,54,7.71,0,0,0,,0,0,0
3,1976,1976-09-26,3,23.139,SEA,,SFO,L 21-37,*,20,43,46.51,264,1,2,54.8,0,0,6.14,4.51,2,19,9.50,0,0,0,,0,0,0
4,1976,1976-10-03,4,23.146,SEA,,DAL,L 13-28,*,19,41,46.34,147,2,1,61.7,0,0,3.59,3.46,2,16,8.00,0,0,0,,0,0,0
5,1976,1976-10-10,5,23.153,SEA,@,GNB,L 20-27,*,17,32,53.13,194,0,1,58.6,0,0,6.06,4.66,1,1,1.00,0,0,0,,0,0,0
6,1976,1976-10-17,6,23.160,SEA,@,TAM,W 13-10,*,11,27,40.74,167,1,1,58.7,0,0,6.19,5.26,3,-6,-2.00,0,0,0,,0,0,0
7,1976,1976-10-24,7,23.167,SEA,,DET,L 14-41,*,18,37,48.65,249,0,6,31.1,0,0,6.73,-0.57,7,15,2.14,0,0,0,,0,0,0
8,1976,1976-10-31,8,23.174,SEA,@,RAM,L 6-45,*,4,13,30.77,39,0,1,8.2,0,0,3.00,-0.46,0,0,,0,0,0,,0,0,0
9,1976,1976-11-07,9,23.181,SEA,,ATL,W 30-13,*,12,23,52.17,145,2,0,100.8,0,0,6.30,8.04,7,24,3.43,0,0,0,,0,0,0
10,1976,1976-11-14,10,23.188,SEA,@,MIN,L 21-27,*,17,29,58.62,278,2,3,74.3,0,0,9.59,6.31,2,22,11.00,1,0,0,,0,1,6
11,1976,1976-11-21,11,23.195,SEA,,NOR,L 27-51,*,11,22,50.00,106,0,1,44.9,0,0,4.82,2.77,5,29,5.80,1,0,0,,0,1,6
12,1976,1976-11-28,12,23.202,SEA,@,NYG,L 16-28,*,14,32,43.75,137,0,3,17.3,0,0,4.28,0.06,8,32,4.00,1,0,0,,0,1,6
13,1976,1976-12-05,13,23.209,SEA,,CHI,L 7-34,*,15,34,44.12,188,1,3,34.9,0,0,5.53,2.15,2,2,1.00,0,0,0,,0,0,0
14,1976,1976-12-12,14,23.216,SEA,@,PHI,L 10-27,*,24,49,48.98,237,1,1,61.4,0,0,4.84,4.33,2,12,6.00,0,0,0,,0,0,0
15,1977,1977-09-18,1,24.131,SEA,,BAL,L 14-29,*,14,34,41.18,164,1,4,26.7,0,0,4.82,0.12,3,18,6.00,0,0,0,,0,0,0
16,1977,1977-09-25,2,24.138,SEA,@,CIN,L 20-42,*,10,28,35.71,176,1,3,30.4,0,0,6.29,2.18,3,21,7.00,0,0,0,,0,0,0
17,1977,1977-10-30,7,24.173,SEA,,BUF,W 56-17,*,11,23,47.83,296,4,2,97.4,0,0,12.87,12.43,2,8,4.00,1,0,0,,0,1,6
18,1977,1977-11-06,8,24.180,SEA,@,OAK,L 7-44,*,7,20,35.00,47,0,2,4.2,0,0,2.35,-2.15,2,-6,-3.00,0,0,0,,0,0,0
19,1977,1977-11-13,9,24.187,SEA,@,NYJ,W 17-0,*,16,37,43.24,219,2,0,80.8,0,0,5.92,7.00,0,0,,0,0,0,,0,0,0
20,1977,1977-11-20,10,24.194,SEA,,HOU,L 10-22,*,2,15,13.33,19,0,1,11.8,0,0,1.27,-1.73,0,0,,0,0,0,,0,0,0
21,1977,1977-11-27,11,24.201,SEA,,SDG,L 28-30,*,16,26,61.54,291,4,2,107.5,0,0,11.19,10.81,3,22,7.33,0,0,0,,0,0,0
22,1977,1977-12-04,12,24.208,SEA,@,PIT,L 20-30,*,10,30,33.33,210,2,1,67.4,0,0,7.00,6.83,5,44,8.80,0,0,0,,0,0,0
23,1977,1977-12-11,13,24.215,SEA,@,KAN,W 34-31,*,8,14,57.14,133,1,2,73.5,0,0,9.50,4.50,4,0,0.00,0,0,0,,0,0,0
24,1977,1977-12-18,14,24.222,SEA,,CLE,W 20-19,*,10,24,41.67,132,1,2,38.9,0,0,5.50,2.58,3,34,11.33,0,0,0,,0,0,0
25,1978,1978-09-03,1,25.116,SEA,,SDG,L 20-24,*,21,32,65.63,329,2,1,107.4,0,0,10.28,10.13,8,54,6.75,1,0,0,,0,1,6
26,1978,1978-09-10,2,25.123,SEA,@,PIT,L 10-21,*,11,22,50.00,174,0,1,57.8,0,0,7.91,5.86,1,1,1.00,0,0,0,,0,0,0
27,1978,1978-09-17,3,25.130,SEA,@,NYJ,W 24-17,*,19,26,73.08,191,0,1,77.6,0,0,7.35,5.62,4,10,2.50,0,0,0,,0,0,0
28,1978,1978-09-24,4,25.137,SEA,,DET,W 28-16,*,12,17,70.59,189,3,1,122.3,0,0,11.12,12.00,6,14,2.33,1,0,0,,0,1,6
29,1978,1978-10-01,5,25.144,SEA,@,DEN,L 7-28,*,24,38,63.16,218,0,3,45.7,0,0,5.74,2.18,3,5,1.67,0,0,0,,0,0,0
30,1978,1978-10-08,6,25.151,SEA,,MIN,W 29-28,*,17,28,60.71,256,1,2,72.9,0,0,9.14,6.64,5,45,9.00,2,0,0,,0,2,12
31,1978,1978-10-15,7,25.158,SEA,@,GNB,L 28-45,*,17,31,54.84,308,1,2,73.1,0,0,9.94,7.68,5,28,5.60,1,0,0,,0,1,6
32,1978,1978-10-22,8,25.165,SEA,,OAK,W 27-7,*,11,21,52.38,144,0,1,54.5,0,0,6.86,4.71,6,63,10.50,0,0,0,,0,0,0
33,1978,1978-10-29,9,25.172,SEA,,DEN,L 17-20,*,9,29,31.03,110,1,3,15.7,0,0,3.79,-0.17,3,8,2.67,1,0,0,,0,1,6
34,1978,1978-11-05,10,25.179,SEA,@,CHI,W 31-29,*,13,24,54.17,208,2,0,111.1,0,0,8.67,10.33,3,25,8.33,0,0,0,,0,0,0
35,1978,1978-11-12,11,25.186,SEA,,BAL,L 14-17,*,10,24,41.67,119,0,1,40.1,0,0,4.96,3.08,4,16,4.00,0,0,0,,0,0,0
36,1978,1978-11-19,12,25.193,SEA,@,KAN,W 13-10,*,14,23,60.87,142,0,0,78.5,0,0,6.17,6.17,2,0,0.00,0,0,0,,0,0,0
37,1978,1978-11-26,13,25.200,SEA,@,OAK,W 17-16,*,23,44,52.27,270,2,1,76.9,0,0,6.14,6.02,5,10,2.00,0,0,0,,0,0,0
38,1978,1978-12-03,14,25.207,SEA,,CLE,W 47-24,*,15,24,62.50,219,1,1,88.7,0,0,9.13,8.08,1,0,0.00,0,0,0,,0,0,0
39,1978,1978-12-10,15,25.214,SEA,@,SDG,L 10-37,*,14,31,45.16,150,1,1,57.2,0,0,4.84,4.03,1,5,5.00,0,0,0,,0,0,0
40,1978,1978-12-17,16,25.221,SEA,,KAN,W 23-19,*,18,29,62.07,256,1,1,87.7,0,0,8.83,7.97,2,6,3.00,0,0,0,,0,0,0
41,1979,1979-09-02,1,26.115,SEA,,SDG,L 16-33,*,16,28,57.14,153,0,3,32.9,0,0,5.46,0.64,4,51,12.75,0,0,0,,0,0,0
42,1979,1979-09-09,2,26.122,SEA,@,MIA,L 10-19,*,21,45,46.67,247,1,3,43.5,0,0,5.49,2.93,3,14,4.67,0,0,0,,0,0,0
43,1979,1979-09-16,3,26.129,SEA,,OAK,W 27-10,*,13,22,59.09,277,3,0,143.0,0,0,12.59,15.32,4,4,1.00,0,0,0,,0,0,0
44,1979,1979-09-23,4,26.136,SEA,@,DEN,L 34-37,*,16,33,48.48,190,1,3,38.7,0,0,5.76,2.27,0,0,,0,0,0,,0,0,0
45,1979,1979-09-30,5,26.143,SEA,,KAN,L 6-24,*,23,38,60.53,187,0,1,62.1,0,0,4.92,3.74,3,42,14.00,0,0,0,,0,0,0
46,1979,1979-10-07,6,26.150,SEA,@,SFO,W 35-24,*,13,20,65.00,162,0,0,90.0,0,0,8.10,8.10,1,2,2.00,1,0,0,,0,1,6
47,1979,1979-10-14,7,26.157,SEA,@,SDG,L 10-20,*,19,43,44.19,192,0,1,47.8,0,0,4.47,3.42,4,52,13.00,0,0,0,,0,0,0
48,1979,1979-10-21,8,26.164,SEA,,HOU,W 34-14,*,18,23,78.26,252,3,1,133.8,0,0,10.96,11.61,2,13,6.50,0,0,0,,0,0,0
49,1979,1979-10-29,9,26.172,SEA,@,ATL,W 31-28,*,13,25,52.00,197,1,0,91.6,0,0,7.88,8.68,7,41,5.86,1,0,0,,0,1,6
50,1979,1979-11-04,10,26.178,SEA,,RAM,L 0-24,*,2,17,11.76,25,0,0,39.6,0,0,1.47,1.47,0,0,,0,0,0,,0,0,0
51,1979,1979-11-11,11,26.185,SEA,@,CLE,W 29-24,*,15,27,55.56,249,0,0,86.8,0,0,9.22,9.22,5,14,2.80,0,0,0,,0,0,0
52,1979,1979-11-18,12,26.192,SEA,,NOR,W 38-24,*,24,33,72.73,384,4,0,150.8,0,0,11.64,14.06,3,1,0.33,0,0,0,,0,0,0
53,1979,1979-11-26,13,26.200,SEA,,NYJ,W 30-7,*,25,32,78.13,285,3,0,135.0,0,0,8.91,10.78,1,6,6.00,0,0,0,,0,0,0
54,1979,1979-12-02,14,26.206,SEA,@,KAN,L 21-37,*,22,45,48.89,239,0,3,37.2,0,0,5.31,2.31,2,21,10.50,0,0,0,,0,0,0
55,1979,1979-12-08,15,26.212,SEA,,DEN,W 28-23,*,22,39,56.41,308,2,2,77.7,0,0,7.90,6.62,3,3,1.00,0,0,0,,0,0,0
56,1979,1979-12-16,16,26.220,SEA,@,OAK,W 29-24,*,23,35,65.71,314,2,1,101.4,0,0,8.97,8.83,4,15,3.75,0,0,0,,0,0,0
57,1980,1980-09-07,1,27.120,SEA,,SDG,L 13-34,*,18,33,54.55,235,1,2,62.1,0,0,7.12,5.00,2,0,0.00,0,0,0,,0,0,0
58,1980,1980-09-14,2,27.127,SEA,@,KAN,W 17-16,*,17,27,62.96,194,2,1,93.8,0,0,7.19,7.00,3,-4,-1.33,0,0,0,,0,0,0
59,1980,1980-09-21,3,27.134,SEA,,NWE,L 31-37,*,20,36,55.56,312,4,1,110.0,0,0,8.67,9.64,5,42,8.40,0,0,0,,0,0,0
60,1980,1980-09-28,4,27.141,SEA,@,WAS,W 14-0,*,7,19,36.84,86,0,2,12.1,0,0,4.53,-0.21,6,36,6.00,1,0,0,,0,1,6
61,1980,1980-10-05,5,27.148,SEA,@,HOU,W 26-7,*,12,22,54.55,172,2,0,110.4,0,0,7.82,9.64,2,7,3.50,0,0,0,,0,0,0
62,1980,1980-10-12,6,27.155,SEA,,CLE,L 3-27,*,23,29,79.31,222,0,0,98.6,0,0,7.66,7.66,3,34,11.33,0,0,0,,0,0,0
63,1980,1980-10-19,7,27.162,SEA,@,NYJ,W 27-17,*,17,27,62.96,258,0,0,94.4,0,0,9.56,9.56,2,3,1.50,0,0,0,,0,0,0
64,1980,1980-10-26,8,27.169,SEA,@,OAK,L 14-33,*,17,33,51.52,282,1,2,65.5,0,0,8.55,6.42,1,0,0.00,0,0,0,,0,0,0
65,1980,1980-11-02,9,27.176,SEA,,PHI,L 20-27,*,20,35,57.14,250,1,0,89.0,0,0,7.14,7.71,6,29,4.83,0,0,0,,0,0,0
66,1980,1980-11-09,10,27.183,SEA,,KAN,L 30-31,*,18,37,48.65,189,1,5,33.3,0,0,5.11,-0.43,2,2,1.00,0,0,0,,0,0,0
67,1980,1980-11-17,11,27.191,SEA,,OAK,L 17-19,*,19,35,54.29,250,1,2,62.8,0,0,7.14,5.14,1,7,7.00,0,0,0,,0,0,0
68,1980,1980-11-23,12,27.197,SEA,@,DEN,L 20-36,*,12,18,66.67,147,0,2,52.1,0,0,8.17,3.17,3,25,8.33,0,0,0,,0,0,0
69,1980,1980-11-27,13,27.201,SEA,@,DAL,L 7-51,*,12,25,48.00,110,1,1,57.1,0,0,4.40,3.40,1,1,1.00,0,0,0,,0,0,0
70,1980,1980-12-07,14,27.211,SEA,,NYG,L 21-27,*,20,37,54.05,238,1,0,82.9,0,0,6.43,6.97,1,0,0.00,0,0,0,,0,0,0
71,1980,1980-12-13,15,27.217,SEA,@,SDG,L 14-21,*,22,42,52.38,179,1,0,71.4,0,0,4.26,4.74,3,5,1.67,0,0,0,,0,0,0
72,1980,1980-12-21,16,27.225,SEA,,DEN,L 17-25,*,22,33,66.67,222,1,2,70.5,0,0,6.73,4.61,3,27,9.00,0,0,0,,0,0,0
73,1981,1981-09-06,1,28.119,SEA,@,CIN,L 21-27,*,21,41,51.22,230,1,1,66.1,1,0,5.61,5.00,1,7,7.00,0,0,0,,0,0,0
