ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-05,1,23.174,SFO,@,PIT,W 24-13,,,,,,,0.0%,,,,,
2,1993,1993-09-13,2,23.182,SFO,@,CLE,L 13-23,,,,,,,0.0%,,,,,
3,1993,1993-09-19,3,23.188,SFO,,ATL,W 37-30,,,,,,,0.0%,,,,,
4,1993,1993-09-26,4,23.195,SFO,@,NOR,L 13-16,,,,,,,0.0%,,,,,
5,1993,1993-10-03,5,23.202,SFO,,MIN,W 38-19,,,,,,,0.0%,,,,,
6,1993,1993-10-17,6,23.216,SFO,@,DAL,L 17-26,,,,,,,0.0%,,,,,
7,1993,1993-10-24,7,23.223,SFO,,PHO,W 28-14,,,,,,,0.0%,,,,,
8,1993,1993-10-31,8,23.230,SFO,,RAM,W 40-17,,,,,,,0.0%,,,,,
9,1993,1993-11-14,9,23.244,SFO,@,TAM,W 45-21,,,,,,,0.0%,,,,,
10,1993,1993-11-22,10,23.252,SFO,,NOR,W 42-7,,,,,,,0.0%,,,,,
11,1993,1993-11-28,11,23.258,SFO,@,RAM,W 35-10,,,,,,,0.0%,,,,,
12,1993,1993-12-05,12,23.265,SFO,,CIN,W 21-8,,,,,,,0.0%,,,,,
13,1993,1993-12-11,13,23.271,SFO,@,ATL,L 24-27,,,,,,,0.0%,,,,,
14,1993,1993-12-19,14,23.279,SFO,@,DET,W 55-17,,,,,,,0.0%,,,,,
15,1993,1994-01-03,16,23.294,SFO,,PHI,L 34-37,,,,,,,0.0%,,,,,
16,1994,1994-09-05,1,24.174,SFO,,RAI,W 44-14,,,,,,,0.0%,,,,,
17,1994,1994-09-11,2,24.180,SFO,@,KAN,L 17-24,,,,,,,0.0%,,,,,
18,1994,1994-09-18,3,24.187,SFO,@,RAM,W 34-19,,,,,,,0.0%,,,,,
19,1994,1994-09-25,4,24.194,SFO,,NOR,W 24-13,,,,,,,0.0%,,,,,
20,1994,1994-10-02,5,24.201,SFO,,PHI,L 8-40,,,,,,,0.0%,,,,,
21,1994,1994-10-09,6,24.208,SFO,@,DET,W 27-21,,,,,,,0.0%,,,,,
22,1994,1994-10-16,7,24.215,SFO,@,ATL,W 42-3,,,,,,,0.0%,,,,,
23,1994,1994-10-23,8,24.222,SFO,,TAM,W 41-16,,,,,,,0.0%,,,,,
24,1994,1994-11-06,9,24.236,SFO,@,WAS,W 37-22,,,,,,,0.0%,,,,,
25,1994,1994-11-13,10,24.243,SFO,,DAL,W 21-14,,,,,,,0.0%,,,,,
26,1994,1994-11-20,11,24.250,SFO,,RAM,W 31-27,,,,,,,0.0%,,,,,
27,1994,1994-11-28,12,24.258,SFO,@,NOR,W 35-14,,,,,,,0.0%,,,,,
