ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
28,1994,1994-12-04,13,24.264,SFO,,ATL,W 50-14,,,,,,,0.0%,,,,,
29,1994,1994-12-11,14,24.271,SFO,@,SDG,W 38-15,,,,,,,0.0%,,,,,
30,1994,1994-12-17,15,24.277,SFO,,DEN,W 42-19,,,,,,,0.0%,,,,,
31,1994,1994-12-26,16,24.286,SFO,@,MIN,L 14-21,,,,,,,0.0%,,,,,
32,1995,1995-09-03,1,25.172,SFO,@,NOR,W 24-22,,0,0,0,,0,0.0%,,0,0,,0
33,1995,1995-09-10,2,25.179,SFO,,ATL,W 41-10,,,0,0,,0,0.0%,,0,0,,0
34,1995,1995-09-17,3,25.186,SFO,,NWE,W 28-3,,,0,0,,0,0.0%,,0,0,,0
35,1995,1995-09-25,4,25.194,SFO,@,DET,L 24-27,,,0,0,,0,0.0%,,0,0,,0
36,1995,1995-10-01,5,25.200,SFO,,NYG,W 20-6,,0,0,0,,0,0.0%,,1,12,12.00,0
37,1995,1995-10-15,6,25.214,SFO,@,IND,L 17-18,,,0,0,,0,0.0%,,0,0,,0
38,1995,1995-10-22,7,25.221,SFO,@,STL,W 44-10,,0,0,0,,0,0.0%,,2,17,8.50,0
39,1995,1995-10-29,8,25.228,SFO,,NOR,L 7-11,,,0,0,,0,0.0%,,0,0,,0
40,1995,1995-11-12,10,25.242,SFO,@,DAL,W 38-20,,,0,0,,0,0.0%,,0,0,,0
41,1995,1995-11-20,11,25.250,SFO,@,MIA,W 44-20,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0
42,1995,1995-11-26,12,25.256,SFO,,STL,W 41-13,,,0,0,,0,0.0%,,0,0,,0
43,1995,1995-12-03,13,25.263,SFO,,BUF,W 27-17,,,0,0,,0,0.0%,,0,0,,0
44,1995,1995-12-10,14,25.270,SFO,@,CAR,W 31-10,,0,0,0,,0,0.0%,,0,0,,0
45,1995,1995-12-18,15,25.278,SFO,,MIN,W 37-30,,,0,0,,0,0.0%,,0,0,,0
46,1995,1995-12-24,16,25.284,SFO,@,ATL,L 27-28,,,0,0,,0,0.0%,,0,0,,0
47,1996,1996-09-01,1,26.170,SFO,,NOR,W 27-11,,,,,,,0.0%,,,,,
48,1996,1996-09-08,2,26.177,SFO,,STL,W 34-0,,,,,,,0.0%,,,,,
49,1996,1996-09-22,3,26.191,SFO,@,CAR,L 7-23,,,,,,,0.0%,,,,,
50,1996,1996-09-29,4,26.198,SFO,,ATL,W 39-17,,,,,,,0.0%,,,,,
51,1996,1996-10-06,5,26.205,SFO,@,STL,W 28-11,,,,,,,0.0%,,,,,
52,1996,1996-10-14,6,26.213,SFO,@,GNB,L 20-23,,,,,,,0.0%,,,,,
53,1996,1996-10-20,7,26.219,SFO,,CIN,W 28-21,,,,,,,0.0%,,,,,
54,1996,1996-10-27,8,26.226,SFO,@,HOU,W 10-9,,,,,,,0.0%,,,,,
55,1996,1996-11-03,9,26.233,SFO,@,NOR,W 24-17,,,,,,,0.0%,,,,,
56,1996,1996-11-10,10,26.240,SFO,,DAL,L 17-20,,,,,,,0.0%,,,,,
57,1996,1996-11-17,11,26.247,NYJ,@,IND,L 29-34,,,,,,,0.0%,,,,,
58,1996,1996-11-24,12,26.254,SFO,@,WAS,W 19-16,,,,,,,0.0%,,,,,
59,1996,1996-12-02,13,26.262,SFO,@,ATL,W 34-10,,,,,,,0.0%,,,,,
60,1996,1996-12-08,14,26.268,SFO,,CAR,L 24-30,,,,,,,0.0%,,,,,
61,1996,1996-12-15,15,26.275,SFO,@,PIT,W 25-15,,,,,,,0.0%,,,,,
62,1996,1996-12-23,16,26.283,SFO,,DET,W 24-14,,,,,,,0.0%,,,,,
63,1997,1997-09-21,4,27.190,SFO,,ATL,W 34-7,,,,,,,0.0%,,,,,
64,1997,1997-09-29,5,27.198,SFO,@,CAR,W 34-21,,,,,,,0.0%,,,,,
65,1997,1997-10-12,6,27.211,SFO,,STL,W 30-10,,,,,,,0.0%,,,,,
66,1997,1997-10-19,7,27.218,SFO,@,ATL,W 35-28,,,,,,,0.0%,,,,,
67,1997,1997-10-26,8,27.225,SFO,@,NOR,W 23-0,,,,,,,0.0%,,,,,
68,1997,1997-11-02,9,27.232,SFO,,DAL,W 17-10,,,,,,,0.0%,,,,,
69,1997,1997-11-10,10,27.240,SFO,@,PHI,W 24-12,,,,,,,0.0%,,,,,
70,1997,1997-11-16,11,27.246,SFO,,CAR,W 27-19,,,,,,,0.0%,,,,,
71,1997,1997-11-23,12,27.253,SFO,,SDG,W 17-10,,,,,,,0.0%,,,,,
72,1997,1997-11-30,13,27.260,SFO,@,KAN,L 9-44,,,,,,,0.0%,,,,,
73,1997,1997-12-07,14,27.267,SFO,,MIN,W 28-17,,,,,,,0.0%,,,,,
74,1997,1997-12-15,15,27.275,SFO,,DEN,W 34-17,,,,,,,0.0%,,,,,
75,1997,1997-12-21,16,27.281,SFO,@,SEA,L 9-38,,,,,,,0.0%,,,,,
76,1998,1998-09-06,1,28.175,SFO,,NYJ,W 36-30,,,,,,,0.0%,,,,,
77,1998,1998-09-14,2,28.183,SFO,@,WAS,W 45-10,,,,,,,0.0%,,,,,
78,1998,1998-09-27,3,28.196,SFO,,ATL,W 31-20,,,,,,,0.0%,,,,,
79,1998,1998-10-04,4,28.203,SFO,@,BUF,L 21-26,,,,,,,0.0%,,,,,
80,1998,1998-10-11,5,28.210,SFO,@,NOR,W 31-0,,,,,,,0.0%,,,,,
81,1998,1998-10-18,6,28.217,SFO,,IND,W 34-31,,,,,,,0.0%,,,,,
82,1998,1998-10-25,7,28.224,SFO,@,STL,W 28-10,,,,,,,0.0%,,,,,
83,1998,1998-11-01,8,28.231,SFO,@,GNB,L 22-36,,,,,,,0.0%,,,,,
84,1998,1998-11-15,10,28.245,SFO,@,ATL,L 19-31,,,,,,,0.0%,,,,,
85,1998,1998-11-22,11,28.252,SFO,,NOR,W 31-20,,,,,,,0.0%,,,,,
86,1998,1998-11-30,12,28.260,SFO,,NYG,W 31-7,,,,,,,0.0%,,,,,
87,1998,1998-12-06,13,28.266,SFO,@,CAR,W 31-28,,,,,,,0.0%,,,,,
88,1998,1998-12-14,14,28.274,SFO,,DET,W 35-13,,,,,,,0.0%,,,,,
89,1998,1998-12-20,15,28.280,SFO,@,NWE,L 21-24,,,,,,,0.0%,,,,,
90,1998,1998-12-27,16,28.287,SFO,,STL,W 38-19,,,,,,,0.0%,,,,,
91,1999,1999-09-12,1,29.181,SFO,@,JAX,L 3-41,*,,,,,,0.0%,,,,,
92,1999,1999-09-19,2,29.188,SFO,,NOR,W 28-21,*,,,,,,0.0%,,,,,
93,1999,1999-09-27,3,29.196,SFO,@,ARI,W 24-10,*,,,,,,0.0%,,,,,
94,1999,1999-10-03,4,29.202,SFO,,TEN,W 24-22,*,,,,,,0.0%,,,,,
95,1999,1999-10-10,5,29.209,SFO,@,STL,L 20-42,*,,,,,,0.0%,,,,,
96,1999,1999-10-24,7,29.223,SFO,@,MIN,L 16-40,*,,,,,,0.0%,,,,,
97,1999,1999-11-07,8,29.237,SFO,,PIT,L 6-27,*,,,,,,0.0%,,,,,
98,1999,1999-11-14,9,29.244,SFO,@,NOR,L 6-24,*,,,,,,0.0%,,,,,
99,1999,1999-11-21,10,29.251,SFO,,STL,L 7-23,*,,,,,,0.0%,,,,,
100,1999,1999-11-29,11,29.259,SFO,,GNB,L 3-20,*,,,,,,0.0%,,,,,
101,1999,1999-12-05,12,29.265,SFO,@,CIN,L 30-44,*,0,,,,,0.0%,,,,,
102,1999,1999-12-12,13,29.272,SFO,,ATL,W 26-7,*,,,,,,0.0%,,,,,
103,1999,1999-12-18,14,29.278,SFO,@,CAR,L 24-41,*,,,,,,0.0%,,,,,
104,1999,1999-12-26,15,29.286,SFO,,WAS,L 20-26,*,,,,,,0.0%,,,,,
105,1999,2000-01-03,16,29.294,SFO,@,ATL,L 29-34,*,,,,,,0.0%,,,,,
