ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,22.055,WAS,,DAL,W 13-7,*,,,
2,2010,2010-09-19,2,22.062,WAS,,HOU,L 27-30,*,,,
3,2010,2010-10-10,5,22.083,WAS,,GNB,W 16-13,*,0.0,1,0
4,2010,2010-10-17,6,22.090,WAS,,IND,L 24-27,*,,,
5,2010,2010-10-24,7,22.097,WAS,@,CHI,W 17-14,*,,,
6,2010,2010-10-31,8,22.104,WAS,@,DET,L 25-37,*,,,
7,2010,2010-11-15,9,22.119,WAS,,PHI,L 28-59,*,,,
8,2010,2010-11-21,10,22.125,WAS,@,TEN,W 19-16,*,,,
9,2010,2010-11-28,11,22.132,WAS,,MIN,L 13-17,*,,,
10,2010,2010-12-05,12,22.139,WAS,@,NYG,L 7-31,,,,
11,2010,2010-12-12,13,22.146,WAS,,TAM,L 16-17,*,,,
12,2010,2010-12-19,14,22.153,WAS,@,DAL,L 30-33,*,,,
13,2010,2010-12-26,15,22.160,WAS,@,JAX,W 20-17,*,,,
14,2010,2011-01-02,16,22.167,WAS,,NYG,L 14-17,*,,,
15,2011,2011-09-11,1,23.054,WAS,,NYG,W 28-14,*,,,
16,2011,2011-09-18,2,23.061,WAS,,ARI,W 22-21,*,,,
17,2011,2011-09-26,3,23.069,WAS,@,DAL,L 16-18,*,,,
18,2011,2011-10-02,4,23.075,WAS,@,STL,W 17-10,*,0.0,1,0
19,2011,2011-10-16,5,23.089,WAS,,PHI,L 13-20,*,,,
20,2011,2011-11-06,8,23.110,WAS,,SFO,L 11-19,*,,,
21,2011,2011-11-13,9,23.117,WAS,@,MIA,L 9-20,*,,,
22,2011,2011-11-20,10,23.124,WAS,,DAL,L 24-27,*,,,
23,2011,2011-11-27,11,23.131,WAS,@,SEA,W 23-17,*,,,
24,2011,2011-12-04,12,23.138,WAS,,NYJ,L 19-34,*,0.0,1,0
25,2012,2012-09-09,1,24.052,WAS,@,NOR,W 40-32,*,,,
26,2012,2012-09-16,2,24.059,WAS,@,STL,L 28-31,*,,,
27,2012,2012-09-23,3,24.066,WAS,,CIN,L 31-38,*,,,
28,2012,2012-09-30,4,24.073,WAS,@,TAM,W 24-22,*,,,
29,2012,2012-10-07,5,24.080,WAS,,ATL,L 17-24,*,,,
30,2012,2012-10-14,6,24.087,WAS,,MIN,W 38-26,*,,,
31,2012,2012-10-21,7,24.094,WAS,@,NYG,L 23-27,*,,,
32,2012,2012-10-28,8,24.101,WAS,@,PIT,L 12-27,*,,,
33,2012,2012-11-04,9,24.108,WAS,,CAR,L 13-21,*,,,
34,2012,2012-11-18,10,24.122,WAS,,PHI,W 31-6,*,,,
35,2012,2012-11-22,11,24.126,WAS,@,DAL,W 38-31,*,,,
36,2012,2012-12-03,12,24.137,WAS,,NYG,W 17-16,*,,,
37,2012,2012-12-09,13,24.143,WAS,,BAL,W 31-28,*,,,
38,2012,2012-12-16,14,24.150,WAS,@,CLE,W 38-21,*,,,
39,2012,2012-12-23,15,24.157,WAS,@,PHI,W 27-20,*,,,
40,2012,2012-12-30,16,24.164,WAS,,DAL,W 28-18,*,,,
41,2013,2013-09-09,1,25.052,WAS,,PHI,L 27-33,*,0.0,1,0
42,2013,2013-09-15,2,25.058,WAS,@,GNB,L 20-38,*,,,
43,2013,2013-09-22,3,25.065,WAS,,DET,L 20-27,*,,,
44,2013,2013-09-29,4,25.072,WAS,@,OAK,W 24-14,*,,,
45,2013,2013-10-13,5,25.086,WAS,@,DAL,L 16-31,*,,,
46,2013,2013-10-20,6,25.093,WAS,,CHI,W 45-41,*,,,
47,2013,2013-10-27,7,25.100,WAS,@,DEN,L 21-45,*,0.0,1,0
48,2013,2013-11-03,8,25.107,WAS,,SDG,W 30-24,*,,,
49,2013,2013-11-07,9,25.111,WAS,@,MIN,L 27-34,*,,,
50,2013,2013-11-17,10,25.121,WAS,@,PHI,L 16-24,*,,,
51,2013,2013-11-25,11,25.129,WAS,,SFO,L 6-27,*,,,
52,2013,2013-12-01,12,25.135,WAS,,NYG,L 17-24,*,,,
53,2013,2013-12-08,13,25.142,WAS,,KAN,L 10-45,*,0.0,0,1
54,2013,2013-12-15,14,25.149,WAS,@,ATL,L 26-27,*,0.0,1,0
55,2013,2013-12-22,15,25.156,WAS,,DAL,L 23-24,*,,,
56,2013,2013-12-29,16,25.163,WAS,@,NYG,L 6-20,*,0.0,1,0
57,2014,2014-09-07,1,26.050,WAS,@,HOU,L 6-17,*,,,
58,2014,2014-09-14,2,26.057,WAS,,JAX,W 41-10,*,,,
