ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,21.179,MIA,@,CLE,W 23-10,,,0,0,0.0,1,1
2,2013,2013-09-15,2,21.186,MIA,@,IND,W 24-20,,,0,0,0.0,1,0
3,2013,2013-09-22,3,21.193,MIA,,ATL,W 27-23,,,,,,,
4,2013,2013-09-30,4,21.201,MIA,@,NOR,L 17-38,,,0,0,0.0,1,1
5,2013,2013-10-06,5,21.207,MIA,,BAL,L 23-26,,,0,0,0.0,2,0
6,2013,2013-10-20,6,21.221,MIA,,BUF,L 21-23,,,0,0,0.0,3,0
7,2013,2013-10-27,7,21.228,MIA,@,NWE,L 17-27,,,0,0,0.0,1,0
8,2013,2013-10-31,8,21.232,MIA,,CIN,W 22-20,,,,,,,
9,2013,2013-11-11,9,21.243,MIA,@,TAM,L 19-22,,,,,,,
10,2013,2013-11-17,10,21.249,MIA,,SDG,W 20-16,,,0,0,0.0,1,0
11,2013,2013-11-24,11,21.256,MIA,,CAR,L 16-20,,,,,,,
12,2013,2013-12-01,12,21.263,MIA,@,NYJ,W 23-3,,,0,0,0.0,1,0
13,2013,2013-12-08,13,21.270,MIA,@,PIT,W 34-28,,,,,,,
14,2013,2013-12-15,14,21.277,MIA,,NWE,W 24-20,,,0,0,0.0,2,0
15,2013,2013-12-22,15,21.284,MIA,@,BUF,L 0-19,,,0,0,0.0,1,0
16,2013,2013-12-29,16,21.291,MIA,,NYJ,L 7-20,,,0,0,0.0,1,0
17,2014,2014-09-07,1,22.178,MIA,,NWE,W 33-20,,,0,0,0.0,5,1
18,2014,2014-09-14,2,22.185,MIA,@,BUF,L 10-29,*,,0,0,0.0,9,5
19,2014,2014-09-21,3,22.192,MIA,,KAN,L 15-34,*,1,0,2,1.5,11,4
20,2014,2014-09-28,4,22.199,MIA,@,OAK,W 38-14,*,,0,0,0.0,3,0
21,2014,2014-10-12,5,22.213,MIA,,GNB,L 24-27,*,,0,0,0.0,6,0
22,2014,2014-10-19,6,22.220,MIA,@,CHI,W 27-14,*,,0,0,0.0,3,0
23,2014,2014-10-26,7,22.227,MIA,@,JAX,W 27-13,*,,0,0,0.0,2,4
24,2014,2014-11-02,8,22.234,MIA,,SDG,W 37-0,*,,0,0,0.0,2,1
25,2014,2014-11-09,9,22.241,MIA,@,DET,L 16-20,*,,0,0,1.0,7,0
26,2014,2014-11-13,10,22.245,MIA,,BUF,W 22-9,*,,0,0,0.0,5,0
27,2014,2014-11-23,11,22.255,MIA,@,DEN,L 36-39,*,,0,0,1.0,9,2
28,2014,2014-12-01,12,22.263,MIA,@,NYJ,W 16-13,*,,0,0,0.0,8,8
29,2014,2014-12-07,13,22.269,MIA,,BAL,L 13-28,*,,0,0,0.0,4,0
30,2014,2014-12-21,15,22.283,MIA,,MIN,W 37-35,*,,0,0,0.0,5,1
31,2014,2014-12-28,16,22.290,MIA,,NYJ,L 24-37,*,,0,0,0.0,4,1
32,2015,2015-09-13,1,23.184,MIA,@,WAS,W 17-10,*,,0,0,0.0,7,4
33,2015,2015-09-20,2,23.191,MIA,@,JAX,L 20-23,*,,0,0,0.0,9,3
34,2015,2015-09-27,3,23.198,MIA,,BUF,L 14-41,*,,0,0,0.0,3,0
35,2015,2015-10-04,4,23.205,MIA,,NYJ,L 14-27,*,,0,0,0.0,3,1
36,2015,2015-10-18,5,23.219,MIA,@,TEN,W 38-10,*,,0,0,0.0,4,3
37,2015,2015-10-25,6,23.226,MIA,,HOU,W 44-26,*,,0,0,0.0,3,0
38,2015,2015-10-29,7,23.230,MIA,@,NWE,L 7-36,*,,0,0,0.0,3,2
39,2015,2015-11-08,8,23.240,MIA,@,BUF,L 17-33,*,,0,0,0.0,3,0
40,2015,2015-11-15,9,23.247,MIA,@,PHI,W 20-19,*,,0,0,0.0,4,1
41,2015,2015-11-29,11,23.261,MIA,@,NYJ,L 20-38,*,,0,0,0.0,1,1
42,2015,2015-12-06,12,23.268,MIA,,BAL,W 15-13,*,,0,0,0.0,3,4
43,2015,2015-12-14,13,23.276,MIA,,NYG,L 24-31,*,,0,0,0.0,6,2
44,2015,2015-12-27,15,23.289,MIA,,IND,L 12-18,*,,0,0,0.0,1,0
45,2016,2016-09-11,1,24.182,MIA,@,SEA,L 10-12,,,0,0,0.0,1,6
46,2016,2016-09-18,2,24.189,MIA,@,NWE,L 24-31,*,,0,0,0.0,2,3
47,2016,2016-09-25,3,24.196,MIA,,CLE,W 30-24,*,,0,0,0.0,2,1
48,2016,2016-10-16,6,24.217,MIA,,PIT,W 30-15,*,,0,0,0.0,0,0
49,2016,2016-10-23,7,24.224,MIA,,BUF,W 28-25,*,,0,0,0.0,2,0
50,2016,2016-11-06,8,24.238,MIA,,NYJ,W 27-23,*,,0,0,0.0,3,0
51,2016,2016-11-13,9,24.245,MIA,@,SDG,W 31-24,,,0,0,0.0,2,2
52,2016,2016-11-27,11,24.259,MIA,,SFO,W 31-24,*,,0,0,0.0,3,0
53,2016,2016-12-17,14,24.279,MIA,@,NYJ,W 34-13,*,,0,0,0.0,0,2
54,2017,2017-11-05,8,25.237,HOU,,IND,L 14-20,,,0,0,0.0,1,1
55,2017,2017-11-12,9,25.244,HOU,@,LAR,L 7-33,,,0,0,0.0,3,0
56,2017,2017-11-19,10,25.251,HOU,,ARI,W 31-21,,,0,0,0.0,3,1
57,2017,2017-11-27,11,25.259,HOU,@,BAL,L 16-23,*,,0,0,0.0,1,0
58,2017,2017-12-03,12,25.265,HOU,@,TEN,L 13-24,,,0,0,0.0,0,0
59,2017,2017-12-25,15,25.287,HOU,,PIT,L 6-34,,,0,0,0.0,0,0
60,2017,2017-12-31,16,25.293,HOU,@,IND,L 13-22,,,0,0,0.0,0,0
