ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2014,2014-11-09,10,23.304,PIT,@,NYJ,L 13-20,,1,,,,,0.0%,
2,2014,2014-11-17,11,23.312,PIT,@,TEN,W 27-24,,0,,,,,0.0%,
3,2015,2015-11-01,7,24.296,NYJ,@,OAK,L 20-34,*,0,0,0,,0,0.0%,
4,2015,2015-11-08,8,24.303,NYJ,,JAX,W 28-23,,0,0,0,,0,0.0%,
5,2015,2015-11-12,9,24.307,NYJ,,BUF,L 17-22,,0,0,0,,0,0.0%,
6,2015,2015-11-22,10,24.317,NYJ,@,HOU,L 17-24,,1,1,-5,-5.00,0,100.0%,-5.00
7,2015,2015-11-29,11,24.324,NYJ,,MIA,W 38-20,,0,0,0,,0,0.0%,
8,2015,2015-12-06,12,24.331,NYJ,@,NYG,W 23-20,,0,0,0,,0,0.0%,
9,2015,2015-12-13,13,24.338,NYJ,,TEN,W 30-8,,0,0,0,,0,0.0%,
10,2015,2015-12-19,14,24.344,NYJ,@,DAL,W 19-16,,0,0,0,,0,0.0%,
11,2015,2015-12-27,15,24.352,NYJ,,NWE,W 26-20,,0,0,0,,0,0.0%,
12,2015,2016-01-03,16,24.359,NYJ,@,BUF,L 17-22,,0,0,0,,0,0.0%,
13,2016,2016-09-11,1,25.246,NYJ,,CIN,L 22-23,,0,0,0,,0,0.0%,
14,2016,2016-09-15,2,25.250,NYJ,@,BUF,W 37-31,,0,0,0,,0,0.0%,
15,2016,2016-09-25,3,25.260,NYJ,@,KAN,L 3-24,,0,0,0,,0,0.0%,
16,2016,2016-10-02,4,25.267,NYJ,,SEA,L 17-27,,0,0,0,,0,0.0%,
17,2016,2016-10-09,5,25.274,NYJ,@,PIT,L 13-31,,0,0,0,,0,0.0%,
18,2016,2016-10-23,7,25.288,NYJ,,BAL,W 24-16,,0,0,0,,0,0.0%,
19,2016,2016-10-30,8,25.295,NYJ,@,CLE,W 31-28,*,0,0,0,,0,0.0%,
20,2016,2016-11-06,9,25.302,NYJ,@,MIA,L 23-27,*,0,0,0,,0,0.0%,
21,2016,2016-11-13,10,25.309,NYJ,,LAR,L 6-9,*,0,0,0,,0,0.0%,
22,2016,2016-11-27,11,25.323,NYJ,,NWE,L 17-22,*,0,0,0,,0,0.0%,
23,2016,2016-12-05,12,25.331,NYJ,,IND,L 10-41,,0,0,0,,0,0.0%,
24,2016,2016-12-11,13,25.337,NYJ,@,SFO,W 23-17,*,0,0,0,,0,0.0%,
25,2016,2016-12-17,14,25.343,NYJ,,MIA,L 13-34,*,0,0,0,,0,0.0%,
26,2016,2016-12-24,15,25.350,NYJ,@,NWE,L 3-41,*,0,0,0,,0,0.0%,
27,2016,2017-01-01,16,25.358,NYJ,,BUF,W 30-10,*,0,0,0,,0,0.0%,
28,2017,2017-09-10,1,26.244,NYJ,@,BUF,L 12-21,*,0,0,0,,0,0.0%,
29,2017,2017-09-17,2,26.251,NYJ,@,OAK,L 20-45,*,0,0,0,,0,0.0%,
30,2017,2017-09-24,3,26.258,NYJ,,MIA,W 20-6,*,0,0,0,,0,0.0%,
31,2017,2017-10-01,4,26.265,NYJ,,JAX,W 23-20,*,0,0,0,,0,0.0%,
32,2017,2017-10-08,5,26.272,NYJ,@,CLE,W 17-14,*,0,0,0,,0,0.0%,
33,2017,2017-10-15,6,26.279,NYJ,,NWE,L 17-24,*,0,0,0,,0,0.0%,
34,2017,2017-10-22,7,26.286,NYJ,@,MIA,L 28-31,*,0,0,0,,0,0.0%,
35,2017,2017-10-29,8,26.293,NYJ,,ATL,L 20-25,*,0,0,0,,0,0.0%,
36,2017,2017-11-02,9,26.297,NYJ,,BUF,W 34-21,*,0,0,0,,0,0.0%,
37,2017,2017-11-12,10,26.307,NYJ,@,TAM,L 10-15,*,0,0,0,,0,0.0%,
38,2017,2017-11-26,11,26.321,NYJ,,CAR,L 27-35,*,0,0,0,,0,0.0%,
39,2017,2017-12-03,12,26.328,NYJ,,KAN,W 38-31,*,0,0,0,,0,0.0%,
40,2017,2017-12-10,13,26.335,NYJ,@,DEN,L 0-23,*,0,0,0,,0,0.0%,
41,2017,2017-12-17,14,26.342,NYJ,@,NOR,L 19-31,*,0,0,0,,0,0.0%,
42,2017,2017-12-31,16,26.356,NYJ,@,NWE,L 6-26,*,0,0,0,,0,0.0%,
