ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-12-30,16,22.179,ATL,,SEA,W 44-41,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2008,2008-11-23,11,23.142,ATL,,CAR,W 45-28,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2008,2008-11-30,12,23.149,ATL,@,SDG,W 22-16,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0,,0,0,0,0.0,0,0
4,2008,2008-12-07,13,23.156,ATL,@,NOR,L 25-29,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,2008,2008-12-14,14,23.163,ATL,,TAM,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2008,2008-12-21,15,23.170,ATL,@,MIN,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
7,2008,2008-12-28,16,23.177,ATL,,STL,W 31-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
8,2009,2009-09-13,1,24.071,ATL,,MIA,W 19-7,,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,3,31,10.33,0,0,0,0.0,0,0
9,2009,2009-09-20,2,24.078,ATL,,CAR,W 28-20,,0,0,0,,0,0.0%,,0,0,,0,2,63,31.50,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-09-27,3,24.085,ATL,@,NWE,L 10-26,,0,0,0,,0,0.0%,,0,0,,0,5,139,27.80,0,0,0,,0,0,0,0.0,0,0
11,2009,2009-10-11,4,24.099,ATL,@,SFO,W 45-10,,0,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,4,18,4.50,0,0,0,0.0,0,0
12,2009,2009-10-18,5,24.106,ATL,,CHI,W 21-14,,0,0,0,,0,0.0%,,0,0,,0,3,117,39.00,0,1,20,20.00,0,0,0,0.0,0,0
13,2009,2009-10-25,6,24.113,ATL,@,DAL,L 21-37,,2,2,33,16.50,1,100.0%,16.50,0,0,,0,3,78,26.00,0,2,9,4.50,0,1,6,0.0,0,0
14,2009,2009-11-02,7,24.121,ATL,@,NOR,L 27-35,,0,0,0,,0,0.0%,,1,1,1.00,0,5,132,26.40,0,1,9,9.00,0,0,0,0.0,0,0
15,2009,2009-11-08,8,24.127,ATL,,WAS,W 31-17,,0,0,0,,0,0.0%,,1,1,1.00,0,4,99,24.75,0,2,12,6.00,0,0,0,0.0,0,0
16,2009,2009-11-15,9,24.134,ATL,@,CAR,L 19-28,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,2,37,18.50,0,0,0,0.0,0,0
17,2009,2009-11-22,10,24.141,ATL,@,NYG,L 31-34,,1,1,4,4.00,1,100.0%,4.00,0,0,,0,4,93,23.25,0,2,24,12.00,0,1,6,0.0,0,0
18,2009,2009-11-29,11,24.148,ATL,,TAM,W 20-17,,2,2,10,5.00,0,100.0%,5.00,1,7,7.00,0,4,76,19.00,0,1,18,18.00,0,0,0,0.0,0,0
