ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,22.038,NOR,,CLE,W 28-21,,1,11,11.00,0,,,0,0,,0,0,0
2,1987,1987-09-20,2,22.045,NOR,@,PHI,L 17-27,,2,27,13.50,0,,,0,0,,0,0,0
3,1988,1988-09-04,1,23.029,NOR,,SFO,L 33-34,,3,45,15.00,1,,,0,0,,0,1,6
4,1988,1988-09-11,2,23.036,NOR,@,ATL,W 29-21,,3,38,12.67,0,,,0,0,,0,0,0
5,1988,1988-09-18,3,23.043,NOR,@,DET,W 22-14,,2,21,10.50,0,,,0,0,,0,0,0
6,1988,1988-09-25,4,23.050,NOR,,TAM,W 13-9,,0,0,,0,,,,,,,,
7,1988,1988-10-03,5,23.058,NOR,,DAL,W 20-17,,2,40,20.00,0,,,0,0,,0,0,0
8,1988,1988-10-09,6,23.064,NOR,@,SDG,W 23-17,,2,18,9.00,0,,,0,0,,0,0,0
9,1988,1988-10-16,7,23.071,NOR,@,SEA,W 20-19,,2,21,10.50,0,,,0,0,,0,0,0
10,1988,1988-10-23,8,23.078,NOR,,RAI,W 20-6,,1,8,8.00,0,,,0,0,,0,0,0
11,1988,1988-10-30,9,23.085,NOR,,RAM,L 10-12,,0,0,,0,,,,,,,,
12,1988,1988-11-06,10,23.092,NOR,@,WAS,L 24-27,,2,30,15.00,1,,,0,0,,0,1,6
13,1988,1988-11-13,11,23.099,NOR,@,RAM,W 14-10,,1,10,10.00,0,,,0,0,,0,0,0
14,1988,1988-11-20,12,23.106,NOR,,DEN,W 42-0,,0,0,,0,,,,,,,,
15,1988,1988-11-27,13,23.113,NOR,,NYG,L 12-13,,0,0,,0,,,,,,,,
16,1988,1988-12-04,14,23.120,NOR,@,MIN,L 3-45,,1,14,14.00,0,,,0,0,,0,0,0
17,1988,1988-12-11,15,23.127,NOR,@,SFO,L 17-30,,0,0,,0,,,,,,,,
18,1988,1988-12-18,16,23.134,NOR,,ATL,W 10-9,,0,0,,0,,,,,,,,
19,1989,1989-09-10,1,24.035,DET,,PHO,L 13-16,,2,18,9.00,0,,,0,0,,0,0,0
20,1989,1989-09-17,2,24.042,DET,@,NYG,L 14-24,,0,0,,0,,,,,,,,
21,1989,1989-09-24,3,24.049,DET,,CHI,L 27-47,,1,25,25.00,0,,,0,0,,0,0,0
22,1989,1989-10-01,4,24.056,DET,,PIT,L 3-23,,6,124,20.67,0,,,0,0,,0,0,0
23,1989,1989-10-08,5,24.063,DET,@,MIN,L 17-24,,2,15,7.50,0,,,0,0,,0,0,0
24,1989,1989-10-15,6,24.070,DET,@,TAM,W 17-16,,4,97,24.25,1,,,0,0,,0,1,6
25,1989,1989-10-22,7,24.077,DET,,MIN,L 7-20,,4,84,21.00,0,,,0,0,,0,0,0
26,1989,1989-10-29,8,24.084,DET,@,GNB,L 20-23,,4,42,10.50,0,,,0,0,,0,0,0
27,1989,1989-11-05,9,24.091,DET,@,HOU,L 31-35,,6,141,23.50,1,,,0,0,,0,1,6
28,1989,1989-11-12,10,24.098,DET,,GNB,W 31-22,,0,0,,0,,,,,,,,
29,1989,1989-11-19,11,24.105,DET,@,CIN,L 7-42,,2,78,39.00,0,,,0,0,,0,0,0
30,1989,1989-11-23,12,24.109,DET,,CLE,W 13-10,,0,0,,0,,,,,,,,
31,1989,1989-12-03,13,24.119,DET,,NOR,W 21-14,,0,0,,0,,,,,,,,
32,1989,1989-12-10,14,24.126,DET,@,CHI,W 27-17,,1,24,24.00,0,,,0,0,,0,0,0
33,1989,1989-12-17,15,24.133,DET,,TAM,W 33-7,,3,33,11.00,0,,,0,0,,0,0,0
34,1989,1989-12-24,16,24.140,DET,@,ATL,W 31-24,,6,67,11.17,0,,,0,0,,0,0,0
35,1990,1990-09-09,1,25.034,DET,,TAM,L 21-38,,6,117,19.50,2,,,0,0,,0,2,12
36,1990,1990-09-16,2,25.041,DET,,ATL,W 21-14,,4,62,15.50,0,,,0,0,,0,0,0
37,1990,1990-09-23,3,25.048,DET,@,TAM,L 20-23,,2,21,10.50,1,,,0,0,,0,1,6
38,1990,1990-09-30,4,25.055,DET,,GNB,L 21-24,,6,60,10.00,1,,,0,0,,0,1,6
39,1990,1990-10-07,5,25.062,DET,@,MIN,W 34-27,,3,67,22.33,0,,,0,0,,0,0,0
40,1990,1990-10-14,6,25.069,DET,@,KAN,L 24-43,,1,16,16.00,0,,,0,0,,0,0,0
41,1990,1990-10-28,7,25.083,DET,@,NOR,W 27-10,,6,127,21.17,1,,,0,0,,0,1,6
42,1990,1990-11-04,8,25.090,DET,,WAS,L 38-41,,1,33,33.00,1,,,0,0,,0,1,6
43,1990,1990-11-11,9,25.097,DET,,MIN,L 7-17,,2,23,11.50,0,,,0,0,,0,0,0
44,1990,1990-11-18,10,25.104,DET,@,NYG,L 0-20,,2,39,19.50,0,,,0,0,,0,0,0
45,1990,1990-11-22,11,25.108,DET,,DEN,W 40-27,,4,58,14.50,0,,,0,0,,0,0,0
46,1990,1990-12-02,12,25.118,DET,@,CHI,L 17-23,,3,89,29.67,0,,,0,0,,0,0,0
47,1990,1990-12-10,13,25.126,DET,,RAI,L 31-38,,2,44,22.00,0,,,0,0,,0,0,0
48,1990,1990-12-16,14,25.132,DET,,CHI,W 38-21,,5,84,16.80,2,,,0,0,,0,2,12
49,1990,1990-12-22,15,25.138,DET,@,GNB,W 24-17,,3,26,8.67,0,,,0,0,,0,0,0
50,1990,1990-12-30,16,25.146,DET,@,SEA,L 10-30,,2,48,24.00,0,,,0,0,,0,0,0
51,1991,1991-09-01,1,26.026,DET,@,WAS,L 0-45,,0,0,,0,,,0,0,,0,,
52,1991,1991-09-08,2,26.033,DET,,GNB,W 23-14,,10,143,14.30,0,,,0,0,,0,0,0
53,1991,1991-09-15,3,26.040,DET,,MIA,W 17-13,,5,57,11.40,0,,,0,0,,0,0,0
54,1991,1991-09-22,4,26.047,DET,@,IND,W 33-24,,3,51,17.00,0,,,1,0,0.00,0,0,0
55,1991,1991-09-29,5,26.054,DET,,TAM,W 31-3,,3,25,8.33,0,,,0,0,,0,0,0
56,1991,1991-10-06,6,26.061,DET,,MIN,W 24-20,,2,83,41.50,1,,,0,0,,0,1,6
57,1991,1991-10-20,7,26.075,DET,@,SFO,L 3-35,,1,7,7.00,0,,,0,0,,0,0,0
58,1991,1991-11-10,10,26.096,DET,@,TAM,L 21-30,,4,54,13.50,0,,,0,0,,0,0,0
