ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.063,CLE,,HOU,W 31-0,,,,,,,
2,1971,1971-09-26,2,22.070,CLE,@,BAL,W 14-13,,,,,,,
3,1971,1971-10-04,3,22.078,CLE,,OAK,L 20-34,,,,,,,
4,1971,1971-10-10,4,22.084,CLE,,PIT,W 27-17,,,,,,,
5,1971,1971-10-17,5,22.091,CLE,@,CIN,W 27-24,,,,,,,
6,1971,1971-10-24,6,22.098,CLE,,DEN,L 0-27,,,,,,,
7,1971,1971-10-31,7,22.105,CLE,,ATL,L 14-31,,,,,,,
8,1971,1971-11-07,8,22.112,CLE,@,PIT,L 9-26,,,,,,,
9,1971,1971-11-14,9,22.119,CLE,@,KAN,L 7-13,,,,,,,
10,1971,1971-11-21,10,22.126,CLE,,NWE,W 27-7,,,,,,,
11,1971,1971-11-28,11,22.133,CLE,@,HOU,W 37-24,,,,,,,
12,1971,1971-12-05,12,22.140,CLE,,CIN,W 31-27,,,,,,,
13,1971,1971-12-12,13,22.147,CLE,@,NOR,W 21-17,,,,,,,
14,1971,1971-12-19,14,22.154,CLE,@,WAS,W 20-13,,,,,,,
15,1972,1972-09-17,1,23.061,CLE,,GNB,L 10-26,,,,,,,
16,1972,1972-09-24,2,23.068,CLE,@,PHI,W 27-17,,,,,,,
17,1972,1972-10-29,7,23.103,CLE,@,DEN,W 27-20,,,,,,,
18,1972,1972-11-05,8,23.110,CLE,,HOU,W 20-0,,,,,,,
19,1972,1972-11-13,9,23.118,CLE,@,SDG,W 21-17,,,,,,,
20,1972,1972-12-09,13,23.144,CLE,@,CIN,W 27-24,,,,,,,
21,1972,1972-12-17,14,23.152,CLE,@,NYJ,W 26-10,,,,,,,
22,1973,1973-09-16,1,24.060,BUF,@,NWE,W 31-13,,,,,,,
23,1973,1973-09-23,2,24.067,BUF,@,SDG,L 7-34,,,,,,,
24,1973,1973-09-30,3,24.074,BUF,,NYJ,W 9-7,,,,,,,
25,1973,1973-10-07,4,24.081,BUF,,PHI,W 27-26,,,,,,,
26,1973,1973-10-21,6,24.095,NOR,@,SFO,L 0-40,,,,,,,
27,1973,1973-10-28,7,24.102,NOR,,WAS,W 19-3,,,,,,,
28,1973,1973-11-04,8,24.109,NOR,,BUF,W 13-0,,,,,,,
29,1973,1973-11-11,9,24.116,NOR,@,RAM,L 7-29,,,,,,,
30,1973,1973-11-18,10,24.123,NOR,@,SDG,L 14-17,,,,,,,
