ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-10-17,5,28.060,IND,@,NYJ,W 16-13,
2,1999,1999-10-24,6,28.067,IND,,CIN,W 31-10,
3,1999,1999-10-31,7,28.074,IND,,DAL,W 34-24,
4,1999,1999-11-07,8,28.081,IND,,KAN,W 25-17,
5,1999,1999-11-14,9,28.088,IND,@,NYG,W 27-19,
6,1999,1999-11-21,10,28.095,IND,@,PHI,W 44-17,
7,1999,1999-11-28,11,28.102,IND,,NYJ,W 13-6,
8,1999,1999-12-05,12,28.109,IND,@,MIA,W 37-34,
9,1999,1999-12-12,13,28.116,IND,,NWE,W 20-15,
10,1999,1999-12-19,14,28.123,IND,,WAS,W 24-21,
11,1999,1999-12-26,15,28.130,IND,@,CLE,W 29-28,
12,1999,2000-01-02,16,28.137,IND,@,BUF,L 6-31,
13,2000,2000-09-03,1,29.016,IND,@,KAN,W 27-14,
14,2000,2000-09-10,2,29.023,IND,,OAK,L 31-38,
15,2000,2000-09-25,3,29.038,IND,,JAX,W 43-14,
16,2000,2000-10-01,4,29.044,IND,@,BUF,W 18-16,
17,2000,2000-10-08,5,29.051,IND,@,NWE,L 16-24,
18,2000,2000-10-15,6,29.058,IND,@,SEA,W 37-24,
19,2000,2000-10-22,7,29.065,IND,,NWE,W 30-23,
20,2000,2000-10-29,8,29.072,IND,,DET,W 30-18,
21,2000,2000-11-05,9,29.079,IND,@,CHI,L 24-27,
22,2000,2000-11-12,10,29.086,IND,,NYJ,W 23-15,
23,2000,2000-11-19,11,29.093,IND,@,GNB,L 24-26,
24,2000,2000-11-26,12,29.100,IND,,MIA,L 14-17,
25,2000,2000-12-03,13,29.107,IND,@,NYJ,L 17-27,
26,2000,2000-12-11,14,29.115,IND,,BUF,W 44-20,
27,2000,2000-12-17,15,29.121,IND,@,MIA,W 20-13,
28,2000,2000-12-24,16,29.128,IND,,MIN,W 31-10,
29,2001,2001-10-28,7,30.071,BAL,,JAX,W 18-17,
30,2001,2001-11-04,8,30.078,BAL,@,PIT,W 13-10,
31,2001,2001-11-12,9,30.086,BAL,@,TEN,W 16-10,
32,2001,2001-11-18,10,30.092,BAL,,CLE,L 17-27,
33,2001,2001-11-25,11,30.099,BAL,@,JAX,W 24-21,
34,2001,2001-12-02,12,30.106,BAL,,IND,W 39-27,
35,2001,2001-12-16,13,30.120,BAL,,PIT,L 21-26,
36,2001,2001-12-23,14,30.127,BAL,,CIN,W 16-0,
37,2001,2001-12-29,15,30.133,BAL,@,TAM,L 10-22,
38,2001,2002-01-07,16,30.142,BAL,,MIN,W 19-3,
