ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2006,2006-09-17,2,25.158,MIA,,BUF,L 6-16,,,0,0,,0,0.0%,
2,2006,2006-10-01,4,25.172,MIA,@,HOU,L 15-17,,,,,,,0.0%,
3,2006,2006-10-08,5,25.179,MIA,@,NWE,L 10-20,,,,,,,0.0%,
4,2006,2006-10-15,6,25.186,MIA,@,NYJ,L 17-20,*,,0,0,,0,0.0%,
5,2006,2006-10-22,7,25.193,MIA,,GNB,L 24-34,,,0,0,,0,0.0%,
6,2008,2008-10-26,7,27.197,ATL,@,PHI,L 14-27,*,,,,,,0.0%,
7,2008,2008-11-30,12,27.232,ATL,@,SDG,W 22-16,,,,,,,0.0%,
8,2008,2008-12-07,13,27.239,ATL,@,NOR,L 25-29,,,,,,,0.0%,
9,2008,2008-12-14,14,27.246,ATL,,TAM,W 13-10,,1,1,26,26.00,0,100.0%,26.00
10,2008,2008-12-21,15,27.253,ATL,@,MIN,W 24-17,,,,,,,0.0%,
11,2008,2008-12-28,16,27.260,ATL,,STL,W 31-27,,0,,,,,0.0%,
