ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1975,1975-09-21,1,22.224,ATL,@,STL,L 20-23,,,,
2,1975,1975-09-28,2,22.231,ATL,,DET,L 14-17,1,0,0.00,0
3,1975,1975-10-05,3,22.238,ATL,,NOR,W 14-7,,,,
4,1976,1976-10-17,6,23.251,ATL,,CLE,L 17-20,,,,
