ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-06,1,22.230,WAS,,DAL,W 35-16,11,53,4.82,0,,0,0,,0,0.0%,,0,0,,0,0,0
2,1993,1993-09-12,2,22.236,WAS,,PHO,L 10-17,5,21,4.20,0,,0,0,,0,0.0%,,0,0,,0,0,0
3,1993,1993-09-19,3,22.243,WAS,@,PHI,L 31-34,22,154,7.00,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,1,6
4,1993,1993-10-04,4,22.258,WAS,@,MIA,L 10-17,11,28,2.55,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0
5,1993,1993-10-10,5,22.264,WAS,,NYG,L 7-41,3,13,4.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,1993,1993-10-17,6,22.271,WAS,@,PHO,L 6-36,6,33,5.50,0,1,0,0,,0,0.0%,0.00,1,12,12.00,0,0,0
7,1993,1993-11-01,7,22.286,WAS,@,BUF,L 10-24,24,117,4.88,1,5,3,17,5.67,0,60.0%,3.40,0,0,,0,1,6
8,1993,1993-11-07,8,22.292,WAS,,IND,W 30-24,21,105,5.00,0,2,1,43,43.00,0,50.0%,21.50,0,0,,0,0,0
9,1993,1993-11-14,9,22.299,WAS,@,NYG,L 6-20,22,91,4.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
10,1993,1993-11-21,10,22.306,WAS,@,RAM,L 6-10,22,87,3.95,0,5,5,41,8.20,0,100.0%,8.20,0,0,,0,0,0
11,1993,1993-11-28,11,22.313,WAS,,PHI,L 14-17,11,43,3.91,0,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0
12,1993,1993-12-05,12,22.320,WAS,@,TAM,W 23-17,20,128,6.40,1,1,1,17,17.00,0,100.0%,17.00,0,0,,0,1,6
13,1993,1993-12-11,13,22.326,WAS,,NYJ,L 0-3,9,28,3.11,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
14,1993,1993-12-19,14,22.334,WAS,,ATL,W 30-17,4,9,2.25,0,,0,0,,0,0.0%,,0,0,,0,0,0
15,1993,1993-12-26,15,22.341,WAS,@,DAL,L 3-38,18,85,4.72,0,4,2,4,2.00,0,50.0%,1.00,0,0,,0,0,0
16,1993,1993-12-31,16,22.346,WAS,,MIN,L 9-14,14,68,4.86,0,4,3,7,2.33,0,75.0%,1.75,0,0,,0,0,0
17,1994,1994-09-04,1,23.228,WAS,,SEA,L 7-28,12,31,2.58,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0
18,1994,1994-09-11,2,23.235,WAS,@,NOR,W 38-24,32,92,2.88,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
19,1994,1994-09-18,3,23.242,WAS,@,NYG,L 23-31,13,57,4.38,0,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0
20,1994,1994-09-25,4,23.249,WAS,,ATL,L 20-27,10,27,2.70,1,4,3,11,3.67,0,75.0%,2.75,0,0,,0,1,6
21,1994,1994-10-02,5,23.256,WAS,,DAL,L 7-34,5,5,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
22,1994,1994-10-23,8,23.277,WAS,@,IND,W 41-27,0,0,,0,,0,0,,0,0.0%,,,,,,0,
23,1994,1994-10-30,9,23.284,WAS,,PHI,L 29-31,0,0,,0,,0,0,,0,0.0%,,,,,,0,
24,1994,1994-11-06,10,23.291,WAS,,SFO,L 22-37,0,0,,0,,0,0,,0,0.0%,,,,,,0,
25,1994,1994-11-20,11,23.305,WAS,@,DAL,L 7-31,10,33,3.30,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0
26,1994,1994-11-27,12,23.312,WAS,,NYG,L 19-21,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
27,1994,1994-12-04,13,23.319,WAS,@,TAM,L 21-26,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
28,1994,1994-12-18,15,23.333,WAS,,TAM,L 14-17,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
29,1994,1994-12-24,16,23.339,WAS,@,RAM,W 24-21,13,50,3.85,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,1,6
30,1995,1995-10-08,6,24.262,WAS,@,PHI,L 34-37,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
31,1996,1996-09-01,1,25.226,TAM,,GNB,L 3-34,6,20,3.33,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
32,1996,1996-09-08,2,25.233,TAM,@,DET,L 6-21,4,17,4.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
33,1996,1996-09-15,3,25.240,TAM,@,DEN,L 23-27,15,114,7.60,1,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,1,6
34,1996,1996-09-22,4,25.247,TAM,,SEA,L 13-17,26,65,2.50,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6
35,1996,1996-09-29,5,25.254,TAM,,DET,L 0-27,14,37,2.64,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
36,1996,1996-10-13,6,25.268,TAM,,MIN,W 24-13,20,45,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
37,1996,1996-10-20,7,25.275,TAM,@,ARI,L 9-13,14,43,3.07,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
38,1996,1996-10-27,8,25.282,TAM,@,GNB,L 7-13,7,14,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
39,1996,1996-11-24,12,25.310,TAM,,NOR,W 13-7,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
40,1996,1996-12-08,14,25.324,TAM,,WAS,W 24-10,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
41,1996,1996-12-22,16,25.338,TAM,,CHI,W 34-19,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
