ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2006,2006-11-19,10,24.125,BAL,,ATL,W 24-10,,,,,
2,2006,2006-11-26,11,24.132,BAL,,PIT,W 27-0,,,,,
3,2006,2006-11-30,12,24.136,BAL,@,CIN,L 7-13,,,,,
4,2006,2006-12-24,15,24.160,BAL,@,PIT,W 31-7,,,,,
5,2006,2006-12-31,16,24.167,BAL,,BUF,W 19-7,,,,,
6,2008,2008-09-07,1,26.052,MIA,,NYJ,L 14-20,,1,14,14.00,0
7,2008,2008-09-14,2,26.059,MIA,@,ARI,L 10-31,*,,,,
8,2008,2008-09-21,3,26.066,MIA,@,NWE,W 38-13,*,,,,
9,2008,2008-10-05,4,26.080,MIA,,SDG,W 17-10,*,,,,
10,2008,2008-10-12,5,26.087,MIA,@,HOU,L 28-29,*,,,,
11,2008,2008-10-19,6,26.094,MIA,,BAL,L 13-27,*,,,,
12,2008,2008-10-26,7,26.101,MIA,,BUF,W 25-16,*,,,,
13,2008,2008-11-02,8,26.108,MIA,@,DEN,W 26-17,*,,,,
14,2008,2008-11-09,9,26.115,MIA,,SEA,W 21-19,*,,,,
15,2008,2008-11-16,10,26.122,MIA,,OAK,W 17-15,*,,,,
16,2008,2008-11-23,11,26.129,MIA,,NWE,L 28-48,*,,,,
17,2008,2008-11-30,12,26.136,MIA,@,STL,W 16-12,*,,,,
18,2008,2008-12-07,13,26.143,MIA,@,BUF,W 16-3,*,,,,
19,2008,2008-12-14,14,26.150,MIA,,SFO,W 14-9,*,,,,
20,2008,2008-12-21,15,26.157,MIA,@,KAN,W 38-31,*,,,,
21,2008,2008-12-28,16,26.164,MIA,@,NYJ,W 24-17,*,,,,
22,2009,2009-09-13,1,27.058,KAN,@,BAL,L 24-38,*,,,,
23,2009,2009-09-20,2,27.065,KAN,,OAK,L 10-13,*,,,,
24,2009,2009-09-27,3,27.072,KAN,@,PHI,L 14-34,*,,,,
25,2009,2009-10-18,6,27.093,KAN,@,WAS,W 14-6,,,,,
26,2009,2009-10-25,7,27.100,KAN,,SDG,L 7-37,,,,,
27,2009,2009-11-15,9,27.121,KAN,@,OAK,W 16-10,,,,,
28,2009,2009-11-22,10,27.128,KAN,,PIT,W 27-24,,,,,
29,2009,2009-11-29,11,27.135,KAN,@,SDG,L 14-43,,,,,
30,2009,2009-12-06,12,27.142,KAN,,DEN,L 13-44,,,,,
31,2009,2009-12-20,14,27.156,KAN,,CLE,L 34-41,,,,,
32,2009,2009-12-27,15,27.163,KAN,@,CIN,L 10-17,,,,,
33,2009,2010-01-03,16,27.170,KAN,@,DEN,W 44-24,,,,,
34,2011,2011-11-20,10,29.126,SDG,@,CHI,L 20-31,,,,,
35,2011,2011-11-27,11,29.133,SDG,,DEN,L 13-16,,,,,
