ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1981,1981-09-06,1,22.101,BAL,@,NWE,W 29-28,0,0,,0,0,0,,0
2,1981,1981-09-13,2,22.108,BAL,,BUF,L 3-35,1,10,10.00,0,1,0,0.00,0
3,1981,1981-09-20,3,22.115,BAL,@,DEN,L 10-28,0,0,,0,2,14,7.00,0
4,1981,1981-09-27,4,22.122,BAL,,MIA,L 28-31,0,0,,0,0,0,,0
5,1981,1981-10-04,5,22.129,BAL,@,BUF,L 17-23,1,16,16.00,0,1,0,0.00,0
6,1981,1981-10-11,6,22.136,BAL,,CIN,L 19-41,0,0,,0,2,21,10.50,0
7,1981,1981-10-18,7,22.143,BAL,,SDG,L 14-43,0,0,,0,1,4,4.00,0
8,1981,1981-10-25,8,22.150,BAL,@,CLE,L 28-42,0,0,,0,0,0,,0
9,1981,1981-11-01,9,22.157,BAL,@,MIA,L 10-27,0,0,,0,1,2,2.00,0
10,1981,1981-11-08,10,22.164,BAL,,NYJ,L 14-41,0,0,,0,0,0,,0
11,1981,1981-11-15,11,22.171,BAL,@,PHI,L 13-38,0,0,,0,0,0,,0
12,1981,1981-11-22,12,22.178,BAL,,STL,L 24-35,1,9,9.00,0,0,0,,0
13,1981,1981-11-29,13,22.185,BAL,@,NYJ,L 0-25,0,0,,0,0,0,,0
14,1981,1981-12-06,14,22.192,BAL,,DAL,L 13-37,1,15,15.00,0,0,0,,0
15,1981,1981-12-13,15,22.199,BAL,@,WAS,L 14-38,1,15,15.00,0,1,2,2.00,0
16,1981,1981-12-20,16,22.206,BAL,,NWE,W 23-21,0,0,,0,1,7,7.00,0
