ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2004,2004-10-17,6,22.107,GNB,@,DET,W 38-10,,,,,,,,,,,0.0%,
2,2006,2006-12-10,13,24.161,NWE,@,MIA,L 0-21,,0,0,,0,,0,0,,0,0.0%,
3,2006,2006-12-17,14,24.168,NWE,,HOU,W 40-7,,0,0,,0,1,0,0,,0,0.0%,0.00
4,2006,2006-12-24,15,24.175,NWE,@,JAX,W 24-21,*,0,0,,0,1,1,9,9.00,0,100.0%,9.00
5,2006,2006-12-31,16,24.182,NWE,@,TEN,W 40-23,,1,8,8.00,0,1,0,0,,0,0.0%,0.00
