ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2001,2001-09-30,3,22.192,OAK,,SEA,W 38-14,,3,4,75.00,34,0,0,100.0,0,0,8.50,8.50,1,1,1.00,0
2,2002,2002-09-08,1,23.170,OAK,,SEA,W 31-17,,,,,,,,,,,,,,,,
3,2002,2002-09-15,2,23.177,OAK,@,PIT,W 30-17,,,,,,,,,,,,,,,,
4,2002,2002-09-29,3,23.191,OAK,,TEN,W 52-25,,0,0,,0,0,0,,,,,,2,-3,-1.50,0
5,2003,2003-09-07,1,24.169,OAK,@,TEN,L 20-25,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
6,2003,2003-09-22,3,24.184,OAK,@,DEN,L 10-31,,3,5,60.00,35,0,1,41.7,0,0,7.00,-2.00,1,1,1.00,0
7,2003,2003-10-20,7,24.212,OAK,,KAN,L 10-17,,16,28,57.14,224,0,1,68.2,1,7,8.00,6.39,4,20,5.00,0
8,2003,2003-11-02,8,24.225,OAK,@,DET,L 13-23,*,6,11,54.55,65,0,1,34.3,1,7,5.91,1.82,1,1,1.00,0
9,2005,2005-12-11,13,26.264,OAK,@,NYJ,L 10-26,*,14,26,53.85,124,1,2,47.6,6,40,4.77,2.08,2,19,9.50,0
10,2005,2005-12-18,14,26.271,OAK,,CLE,L 7-9,,0,0,,0,0,0,,0,0,,,0,0,,0
11,2006,2006-10-08,4,27.200,OAK,@,SFO,L 20-34,,4,9,44.44,52,1,2,60.6,0,0,5.78,-2.00,1,9,9.00,0
12,2006,2006-10-22,6,27.214,OAK,,ARI,W 22-9,,2,4,50.00,16,0,0,60.4,0,0,4.00,4.00,3,20,6.67,0
13,2008,2008-11-09,9,29.232,OAK,,CAR,L 6-17,,1,2,50.00,4,0,0,56.2,2,16,2.00,2.00,1,11,11.00,0
14,2008,2008-11-16,10,29.239,OAK,@,MIA,L 15-17,,0,0,,0,0,0,,,,,,1,0,0.00,0
