ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1983,1983-09-04,1,22.212,STL,@,NOR,L 17-28,0,0,,0,
2,1983,1983-09-11,2,22.219,STL,,DAL,L 17-34,0,0,,0,1.0
3,1983,1983-09-18,3,22.226,STL,,SFO,L 27-42,0,0,,0,
4,1983,1983-09-25,4,22.233,STL,@,PHI,W 14-11,0,0,,0,
5,1983,1983-10-02,5,22.240,STL,@,KAN,L 14-38,0,0,,0,
6,1983,1983-10-09,6,22.247,STL,,WAS,L 14-38,0,0,,0,
7,1983,1983-10-24,8,22.262,STL,,NYG,T 20-20,0,0,,0,
8,1983,1983-11-06,10,22.275,STL,@,WAS,L 7-45,0,0,,0,
9,1983,1983-11-13,11,22.282,STL,,SEA,W 33-28,1,12,12.00,0,0.0
10,1983,1983-11-20,12,22.289,STL,,SDG,W 44-14,0,0,,0,
11,1983,1983-11-24,13,22.293,STL,@,DAL,L 17-35,0,0,,0,
12,1983,1983-12-04,14,22.303,STL,@,NYG,W 10-6,0,0,,0,
13,1983,1983-12-11,15,22.310,STL,@,RAI,W 34-24,0,0,,0,
14,1983,1983-12-18,16,22.317,STL,,PHI,W 31-7,0,0,,0,
15,1984,1984-09-02,1,23.211,STL,@,GNB,L 23-24,0,0,,0,1.5
16,1984,1984-09-09,2,23.218,STL,,BUF,W 37-7,0,0,,0,1.0
17,1984,1984-09-16,3,23.225,STL,@,IND,W 34-33,,,,,
18,1984,1984-09-23,4,23.232,STL,@,NOR,L 24-34,,,,,
19,1984,1984-09-30,5,23.239,STL,,MIA,L 28-36,,,,,
20,1984,1984-10-21,8,23.260,STL,,WAS,W 26-24,,,,,
21,1984,1984-10-28,9,23.267,STL,@,PHI,W 34-14,0,0,,0,0.5
22,1984,1984-11-04,10,23.274,STL,,RAM,L 13-16,,,,,
23,1985,1985-09-08,1,24.216,STL,@,CLE,W 27-24,,,,,
24,1985,1985-09-15,2,24.223,STL,,CIN,W 41-27,,,,,
25,1985,1985-09-22,3,24.230,STL,@,NYG,L 17-27,,,,,
26,1985,1985-09-29,4,24.237,STL,,GNB,W 43-28,,,,,
27,1985,1985-10-07,5,24.245,STL,@,WAS,L 10-27,,,,,
28,1985,1985-10-13,6,24.251,STL,@,PHI,L 7-30,,,,,
29,1985,1985-10-20,7,24.258,STL,@,PIT,L 10-23,,,,,
30,1985,1985-10-27,8,24.265,STL,,HOU,L 10-20,,,,,
31,1985,1985-11-04,9,24.273,STL,,DAL,W 21-10,0,0,,0,1.0
32,1985,1985-11-10,10,24.279,STL,@,TAM,L 0-16,,,,,
33,1985,1985-11-17,11,24.286,STL,,PHI,L 14-24,0,0,,0,1.0
34,1985,1985-11-24,12,24.293,STL,,NYG,L 3-34,,,,,
35,1985,1985-11-28,13,24.297,STL,@,DAL,L 17-35,,,,,
36,1985,1985-12-08,14,24.307,STL,,NOR,W 28-16,0,0,,0,1.0
37,1985,1985-12-15,15,24.314,STL,@,RAM,L 14-46,0,0,,0,1.0
38,1985,1985-12-21,16,24.320,STL,,WAS,L 16-27,0,0,,0,1.5
39,1986,1986-09-07,1,25.215,STL,,RAM,L 10-16,,,,,
40,1986,1986-09-14,2,25.222,STL,@,ATL,L 13-33,,,,,
41,1986,1986-09-21,3,25.229,STL,@,BUF,L 10-17,,,,,
42,1986,1986-10-05,5,25.243,STL,,NYG,L 6-13,,,,,
43,1986,1986-10-12,6,25.250,STL,@,TAM,W 30-19,,,,,
44,1986,1986-10-26,8,25.264,STL,@,DAL,L 6-37,,,,,
45,1986,1986-11-02,9,25.271,STL,,PHI,W 13-10,,,,,
46,1986,1986-11-09,10,25.278,STL,@,SFO,L 17-43,,,,,
47,1986,1986-11-16,11,25.285,STL,,NOR,L 7-16,,,,,
48,1986,1986-11-23,12,25.292,STL,,KAN,W 23-14,,,,,
49,1986,1986-11-30,13,25.299,STL,,WAS,L 17-20,,,,,
50,1986,1986-12-07,14,25.306,STL,@,PHI,T 10-10,,,,,
51,1986,1986-12-14,15,25.313,STL,@,NYG,L 7-27,,,,,
52,1986,1986-12-21,16,25.320,STL,,TAM,W 21-17,,,,,
53,1987,1987-09-13,1,26.221,STL,,DAL,W 24-13,,,,,
54,1987,1987-09-20,2,26.228,STL,@,SDG,L 24-28,,,,,
55,1987,1987-10-25,6,26.263,STL,@,NYG,L 7-30,,,,,
