ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,23.052,DAL,,SDG,W 17-14,,0,0,,0,,,0,0,,0,0,0,,0,0,
2,1990,1990-09-16,2,23.059,DAL,,NYG,L 7-28,,0,0,,0,,,0,0,,0,2,104,52.00,1,1,6
3,1990,1990-09-23,3,23.066,DAL,@,WAS,L 15-19,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0
4,1990,1990-09-30,4,23.073,DAL,@,NYG,L 17-31,,0,0,,0,,,1,12,12.00,0,1,12,12.00,0,0,0
5,1990,1990-10-07,5,23.080,DAL,,TAM,W 14-10,,1,10,10.00,0,,,0,0,,0,1,22,22.00,0,0,0
6,1990,1990-10-14,6,23.087,DAL,@,PHO,L 3-20,,2,18,9.00,0,,,0,0,,0,1,26,26.00,0,0,0
7,1990,1990-10-21,7,23.094,DAL,@,TAM,W 17-13,,0,0,,0,,,0,0,,0,0,0,,0,0,
8,1990,1990-10-28,8,23.101,DAL,,PHI,L 20-21,,3,18,6.00,0,,,0,0,,0,1,18,18.00,0,0,0
9,1990,1990-11-04,9,23.108,DAL,@,NYJ,L 9-24,,1,11,11.00,0,,,1,14,14.00,0,2,32,16.00,0,0,0
10,1990,1990-11-11,10,23.115,DAL,,SFO,L 6-24,,0,0,,0,,,0,0,,0,1,10,10.00,0,0,0
11,1990,1990-11-18,11,23.122,DAL,@,RAM,W 24-21,,0,0,,0,,,1,0,0.00,0,2,42,21.00,0,0,0
12,1990,1990-12-02,13,23.136,DAL,,NOR,W 17-13,,0,0,,0,,,0,0,,0,0,0,,0,0,
13,1990,1990-12-16,14,23.150,DAL,,PHO,W 41-10,,1,10,10.00,0,,,0,0,,0,1,10,10.00,0,0,0
14,1990,1990-12-23,15,23.157,DAL,@,PHI,L 3-17,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0
15,1990,1990-12-30,16,23.164,DAL,@,ATL,L 7-26,,0,0,,0,,,0,0,,0,0,0,,0,0,
16,1991,1991-09-01,1,24.044,DAL,@,CLE,W 26-14,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0
17,1991,1991-09-09,2,24.052,DAL,,WAS,L 31-33,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0
18,1991,1991-09-15,3,24.058,DAL,,PHI,L 0-24,,0,0,,0,,,0,0,,0,0,0,,0,0,
19,1991,1991-09-22,4,24.065,DAL,@,PHO,W 17-9,,0,0,,0,,,0,0,,0,0,0,,0,0,
20,1991,1991-09-29,5,24.072,DAL,,NYG,W 21-16,,2,51,25.50,0,,,1,-4,-4.00,0,0,0,,0,0,0
21,1991,1991-10-06,6,24.079,DAL,@,GNB,W 20-17,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0
22,1991,1991-10-13,7,24.086,DAL,,CIN,W 35-23,,1,53,53.00,0,,,0,0,,0,0,0,,0,0,0
23,1991,1991-10-27,8,24.100,DAL,@,DET,L 10-34,,3,18,6.00,0,,,1,3,3.00,0,0,0,,0,0,0
24,1991,1991-11-03,9,24.107,DAL,,PHO,W 27-7,,0,0,,0,,,0,0,,0,2,91,45.50,0,0,0
25,1991,1991-11-10,10,24.114,DAL,@,HOU,L 23-26,,0,0,,0,,,0,0,,0,2,43,21.50,0,0,0
26,1991,1991-11-17,11,24.121,DAL,@,NYG,L 9-22,,0,0,,0,,,0,0,,0,5,72,14.40,0,0,0
27,1991,1991-11-24,12,24.128,DAL,@,WAS,W 24-21,,0,0,,0,,,0,0,,0,2,25,12.50,0,0,0
28,1991,1991-11-28,13,24.132,DAL,,PIT,W 20-10,,0,0,,0,,,0,0,,0,2,50,25.00,0,0,0
29,1991,1991-12-08,14,24.142,DAL,,NOR,W 23-14,,0,0,,0,,,0,0,,0,1,25,25.00,0,0,0
30,1991,1991-12-15,15,24.149,DAL,@,PHI,W 25-13,,0,0,,0,,,0,0,,0,1,15,15.00,0,0,0
31,1991,1991-12-22,16,24.156,DAL,,ATL,W 31-27,,0,0,,0,,,0,0,,0,6,193,32.17,1,1,6
32,1992,1992-09-07,1,25.050,DAL,,WAS,W 23-10,,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
33,1992,1992-09-13,2,25.056,DAL,@,NYG,W 34-28,,0,0,,0,0.0%,,0,0,,0,5,96,19.20,0,0,0
34,1992,1992-09-20,3,25.063,DAL,,PHO,W 31-20,,0,0,,0,0.0%,,0,0,,0,2,9,4.50,0,0,0
35,1992,1992-10-18,7,25.091,RAI,@,SEA,W 19-0,,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,0,0
36,1992,1992-10-25,8,25.098,RAI,,DAL,L 13-28,,0,0,,0,0.0%,,0,0,,0,3,51,17.00,0,0,0
37,1992,1992-11-08,9,25.112,RAI,@,PHI,L 10-31,6,4,36,9.00,0,66.7%,6.00,0,0,,0,2,40,20.00,0,0,0
38,1992,1992-11-15,10,25.119,RAI,,SEA,W 20-3,2,0,0,,0,0.0%,0.00,0,0,,0,1,15,15.00,0,0,0
39,1992,1992-11-22,11,25.126,RAI,,DEN,W 24-0,,,,,,0.0%,,,,,,,,,,,
40,1992,1992-11-29,12,25.133,RAI,@,SDG,L 3-27,4,3,40,13.33,0,75.0%,10.00,0,0,,0,3,31,10.33,0,0,0
41,1992,1992-12-06,13,25.140,RAI,,KAN,W 28-7,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,18,18.00,0,0,0
42,1992,1992-12-14,14,25.148,RAI,@,MIA,L 7-20,2,0,0,,0,0.0%,0.00,0,0,,0,3,60,20.00,0,0,0
43,1992,1992-12-20,15,25.154,RAI,,SDG,L 14-36,6,2,32,16.00,1,33.3%,5.33,0,0,,0,1,33,33.00,0,1,6
44,1992,1992-12-26,16,25.160,RAI,@,WAS,W 21-20,3,2,56,28.00,1,66.7%,18.67,0,0,,0,3,60,20.00,0,1,6
45,1993,1993-09-05,1,26.048,RAI,,MIN,W 24-7,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0
46,1993,1993-09-12,2,26.055,RAI,@,SEA,W 17-13,4,4,73,18.25,0,100.0%,18.25,0,0,,0,2,43,21.50,0,0,0
47,1993,1993-09-19,3,26.062,RAI,,CLE,L 16-19,3,1,26,26.00,0,33.3%,8.67,0,0,,0,1,-2,-2.00,0,0,0
48,1993,1993-10-03,4,26.076,RAI,@,KAN,L 9-24,,0,0,,0,0.0%,,0,0,,0,2,33,16.50,0,0,0
49,1993,1993-10-10,5,26.083,RAI,,NYJ,W 24-20,2,1,68,68.00,1,50.0%,34.00,0,0,,0,1,27,27.00,0,1,6
