ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
99,2006,2006-09-24,3,30.195,TAM,,CAR,L 24-26,,0,0,,0,6,273,45.50,0
100,2006,2006-10-08,4,30.209,TAM,@,NOR,L 21-24,,0,0,,0,6,233,38.83,0
101,2006,2006-10-15,5,30.216,TAM,,CIN,W 14-13,,0,0,,0,7,328,46.86,0
102,2006,2006-10-22,6,30.223,TAM,,PHI,W 23-21,,0,0,,0,6,241,40.17,0
103,2006,2006-10-29,7,30.230,TAM,@,NYG,L 3-17,,0,0,,0,9,357,39.67,0
104,2006,2006-11-05,8,30.237,TAM,,NOR,L 14-31,,0,0,,0,8,327,40.88,0
105,2006,2006-11-13,9,30.245,TAM,@,CAR,L 10-24,,0,0,,0,6,259,43.17,0
106,2006,2006-11-19,10,30.251,TAM,,WAS,W 20-17,,0,0,,0,3,146,48.67,0
107,2006,2006-11-23,11,30.255,TAM,@,DAL,L 10-38,,0,0,,0,4,178,44.50,0
108,2006,2006-12-03,12,30.265,TAM,@,PIT,L 3-20,,0,0,,0,6,229,38.17,0
109,2006,2006-12-10,13,30.272,TAM,,ATL,L 6-17,,0,0,,0,4,182,45.50,0
110,2006,2006-12-17,14,30.279,TAM,@,CHI,L 31-34,,0,0,,0,11,510,46.36,0
111,2006,2006-12-24,15,30.286,TAM,@,CLE,W 22-7,,0,0,,0,2,83,41.50,0
112,2006,2006-12-31,16,30.293,TAM,,SEA,L 7-23,,0,0,,0,3,157,52.33,0
113,2007,2007-09-09,1,31.180,TAM,@,SEA,L 6-20,,0,0,,0,6,293,48.83,0
114,2007,2007-09-16,2,31.187,TAM,,NOR,W 31-14,,0,0,,0,5,190,38.00,0
115,2007,2007-09-23,3,31.194,TAM,,STL,W 24-3,,0,0,,0,3,148,49.33,0
116,2007,2007-09-30,4,31.201,TAM,@,CAR,W 20-7,,0,0,,0,5,176,35.20,0
117,2007,2007-10-07,5,31.208,TAM,@,IND,L 14-33,,0,0,,0,5,218,43.60,0
118,2007,2007-10-14,6,31.215,TAM,,TEN,W 13-10,,0,0,,0,6,266,44.33,0
119,2007,2007-10-21,7,31.222,TAM,@,DET,L 16-23,,0,0,,0,1,47,47.00,1
120,2007,2007-10-28,8,31.229,TAM,,JAX,L 23-24,,0,0,,0,6,267,44.50,0
121,2007,2007-11-04,9,31.236,TAM,,ARI,W 17-10,,0,0,,0,6,298,49.67,0
122,2007,2007-11-18,10,31.250,TAM,@,ATL,W 31-7,,0,0,,0,5,211,42.20,0
123,2007,2007-11-25,11,31.257,TAM,,WAS,W 19-13,,0,0,,0,7,353,50.43,0
124,2007,2007-12-02,12,31.264,TAM,@,NOR,W 27-23,,0,0,,0,2,70,35.00,0
125,2007,2007-12-09,13,31.271,TAM,@,HOU,L 14-28,,0,0,,0,6,237,39.50,0
126,2007,2007-12-16,14,31.278,TAM,,ATL,W 37-3,,0,0,,0,4,137,34.25,0
127,2007,2007-12-23,15,31.285,TAM,@,SFO,L 19-21,,0,0,,0,6,282,47.00,0
128,2007,2007-12-30,16,31.292,TAM,,CAR,L 23-31,,0,0,,0,4,189,47.25,0
129,2008,2008-09-07,1,32.178,TAM,@,NOR,L 20-24,,0,0,,0,8,353,44.13,0
130,2008,2008-09-14,2,32.185,TAM,,ATL,W 24-9,,0,0,,0,5,233,46.60,0
131,2008,2008-09-21,3,32.192,TAM,@,CHI,W 27-24,,0,0,,0,6,268,44.67,0
132,2008,2008-09-28,4,32.199,TAM,,GNB,W 30-21,,0,0,,0,4,198,49.50,0
133,2008,2008-10-05,5,32.206,TAM,@,DEN,L 13-16,,0,0,,0,7,349,49.86,0
134,2008,2008-10-12,6,32.213,TAM,,CAR,W 27-3,,0,0,,0,5,223,44.60,0
135,2008,2008-10-19,7,32.220,TAM,,SEA,W 20-10,,0,0,,0,4,154,38.50,0
136,2008,2008-10-26,8,32.227,TAM,@,DAL,L 9-13,,0,0,,0,4,150,37.50,0
137,2008,2008-11-02,9,32.234,TAM,@,KAN,W 30-27,,0,0,,0,3,138,46.00,0
138,2008,2008-11-16,10,32.248,TAM,,MIN,W 19-13,,0,0,,0,1,37,37.00,0
139,2008,2008-11-23,11,32.255,TAM,@,DET,W 38-20,,0,0,,0,4,204,51.00,0
140,2008,2008-11-30,12,32.262,TAM,,NOR,W 23-20,,0,0,,0,6,221,36.83,0
141,2008,2008-12-08,13,32.270,TAM,@,CAR,L 23-38,,0,0,,0,3,141,47.00,0
142,2008,2008-12-14,14,32.276,TAM,@,ATL,L 10-13,,0,0,,0,9,413,45.89,0
143,2008,2008-12-21,15,32.283,TAM,,SDG,L 24-41,,0,0,,0,3,131,43.67,0
144,2008,2008-12-28,16,32.290,TAM,,OAK,L 24-31,,0,0,,0,5,213,42.60,0
145,2010,2010-09-12,1,34.183,WAS,,DAL,W 13-7,,1,0,0.00,0,6,247,41.17,0
146,2010,2010-09-19,2,34.190,WAS,,HOU,L 27-30,,0,0,,0,4,192,48.00,0
147,2010,2010-09-26,3,34.197,WAS,@,STL,L 16-30,,,,,,,,,
148,2010,2010-10-03,4,34.204,WAS,@,PHI,W 17-12,,0,0,,0,5,186,37.20,0
