ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-09-07,1,21.363,WAS,@,DAL,L 10-23,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
2,1992,1992-09-13,2,22.003,WAS,,ATL,W 24-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
3,1992,1992-09-20,3,22.010,WAS,,DET,W 13-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
4,1992,1992-10-04,4,22.024,WAS,@,PHO,L 24-27,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
5,1992,1992-10-12,5,22.032,WAS,,DEN,W 34-3,3,28,9.33,0,,0,0,,0,0.0%,,0,0,,0,0,0
6,1992,1992-10-18,6,22.038,WAS,,PHI,W 16-12,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
7,1992,1992-10-25,7,22.045,WAS,@,MIN,W 15-13,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
8,1992,1992-11-01,8,22.052,WAS,,NYG,L 7-24,0,0,,0,,0,0,,0,0.0%,,1,9,9.00,0,0,0
9,1992,1992-11-08,9,22.059,WAS,@,SEA,W 16-3,1,12,12.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
10,1992,1992-11-15,10,22.066,WAS,@,KAN,L 16-35,1,0,0.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
11,1992,1992-11-23,11,22.074,WAS,@,NOR,L 3-20,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
12,1992,1992-11-29,12,22.080,WAS,,PHO,W 41-3,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
13,1992,1992-12-06,13,22.087,WAS,@,NYG,W 28-10,3,6,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
14,1992,1992-12-13,14,22.094,WAS,,DAL,W 20-17,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
15,1992,1992-12-26,16,22.107,WAS,,RAI,L 20-21,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
16,1993,1993-09-05,1,22.360,CHI,,NYG,L 20-26,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
17,1993,1993-09-12,2,23.002,CHI,@,MIN,L 7-10,1,-3,-3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
18,1993,1993-09-26,3,23.016,CHI,,TAM,W 47-17,6,1,0.17,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
19,1993,1993-10-03,4,23.023,CHI,,ATL,W 6-0,0,0,,0,,0,0,,0,0.0%,,1,30,30.00,0,0,0
20,1993,1993-10-10,5,23.030,CHI,@,PHI,W 17-6,0,0,,0,,0,0,,0,0.0%,,1,8,8.00,0,0,0
21,1993,1993-10-25,6,23.045,CHI,,MIN,L 12-19,0,0,,0,,0,0,,0,0.0%,,1,19,19.00,0,0,0
22,1993,1993-10-31,7,23.051,CHI,@,GNB,L 3-17,0,0,,0,,0,0,,0,0.0%,,1,14,14.00,0,0,0
23,1993,1993-11-07,8,23.058,CHI,,RAI,L 14-16,0,0,,0,,0,0,,0,0.0%,,1,7,7.00,0,0,0
24,1993,1993-11-14,9,23.065,CHI,@,SDG,W 16-13,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
25,1993,1993-11-21,10,23.072,CHI,@,KAN,W 19-17,1,10,10.00,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0
26,1993,1993-11-25,11,23.076,CHI,@,DET,W 10-6,2,8,4.00,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
27,1993,1993-12-05,12,23.086,CHI,,GNB,W 30-17,1,5,5.00,0,1,0,0,,0,0.0%,0.00,1,21,21.00,0,0,0
28,1993,1993-12-12,13,23.093,CHI,@,TAM,L 10-13,0,0,,0,5,5,29,5.80,0,100.0%,5.80,0,0,,0,0,0
29,1993,1993-12-18,14,23.099,CHI,,DEN,L 3-13,1,0,0.00,0,1,0,0,,0,0.0%,0.00,2,21,10.50,0,0,0
30,1993,1993-12-26,15,23.107,CHI,,DET,L 14-20,2,3,1.50,0,1,0,0,,0,0.0%,0.00,1,21,21.00,0,0,0
31,1993,1994-01-02,16,23.114,CHI,@,RAM,L 6-20,1,5,5.00,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,0,0
32,1994,1994-09-04,1,23.359,CHI,,TAM,W 21-9,0,0,,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
33,1994,1994-09-12,2,24.002,CHI,@,PHI,L 22-30,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
34,1994,1994-09-25,4,24.015,CHI,@,NYJ,W 19-7,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
35,1994,1994-10-02,5,24.022,CHI,,BUF,W 20-13,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
36,1994,1994-10-09,6,24.029,CHI,,NOR,W 17-7,1,1,1.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
37,1994,1994-10-23,7,24.043,CHI,@,DET,L 16-21,4,31,7.75,0,5,5,47,9.40,0,100.0%,9.40,0,0,,0,0,0
38,1994,1994-10-31,8,24.051,CHI,,GNB,L 6-33,5,30,6.00,0,6,4,26,6.50,0,66.7%,4.33,3,40,13.33,0,0,0
39,1994,1994-11-06,9,24.057,CHI,@,TAM,W 20-6,2,11,5.50,0,3,1,4,4.00,1,33.3%,1.33,0,0,,0,1,6
40,1994,1994-11-13,10,24.064,CHI,@,MIA,W 17-14,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
41,1994,1994-11-20,11,24.071,CHI,,DET,W 20-10,3,17,5.67,0,1,1,4,4.00,0,100.0%,4.00,1,5,5.00,0,0,0
42,1994,1994-11-27,12,24.078,CHI,@,ARI,W 19-16,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
43,1994,1994-12-01,13,24.082,CHI,@,MIN,L 27-33,3,15,5.00,0,7,6,69,11.50,1,85.7%,9.86,0,0,,0,1,6
44,1994,1994-12-11,14,24.092,CHI,@,GNB,L 3-40,4,9,2.25,0,4,2,6,3.00,0,50.0%,1.50,1,16,16.00,0,0,0
45,1994,1994-12-18,15,24.099,CHI,,RAM,W 27-13,1,4,4.00,0,1,1,-1,-1.00,0,100.0%,-1.00,1,16,16.00,0,0,0
46,1994,1994-12-24,16,24.105,CHI,,NWE,L 3-13,1,3,3.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
47,1995,1995-09-03,1,24.358,CHI,,MIN,W 31-14,4,64,16.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
48,1995,1995-09-11,2,25.001,CHI,,GNB,L 24-27,10,63,6.30,0,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0
49,1995,1995-09-17,3,25.007,CHI,@,TAM,W 25-6,13,72,5.54,1,3,2,18,9.00,0,66.7%,6.00,0,0,,0,1,6
50,1995,1995-10-08,5,25.028,CHI,,CAR,W 31-27,6,19,3.17,1,5,4,48,12.00,0,80.0%,9.60,1,19,19.00,0,1,6
51,1995,1995-10-15,6,25.035,CHI,@,JAX,W 30-27,7,41,5.86,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
52,1995,1995-10-22,7,25.042,CHI,,HOU,W 35-32,3,5,1.67,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0
