ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-09-01,1,21.112,STL,,CIN,W 26-16,,21,46,2.19,2,0,0,0,,0,0.0%,,1,35,35.00,0,2,12
2,1996,1996-09-08,2,21.119,STL,@,SFO,L 0-34,,9,15,1.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,1996,1996-09-22,3,21.133,STL,,WAS,L 10-17,,14,48,3.43,0,1,1,-6,-6.00,0,100.0%,-6.00,1,13,13.00,0,0,0
4,1996,1996-09-29,4,21.140,STL,@,ARI,L 28-31,,5,1,0.20,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
5,1996,1996-10-06,5,21.147,STL,,SFO,L 11-28,,10,26,2.60,0,2,1,5,5.00,0,50.0%,2.50,2,26,13.00,0,0,0
6,1996,1996-10-13,6,21.154,STL,@,CAR,L 13-45,,13,54,4.15,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
7,1996,1996-10-20,7,21.161,STL,,JAX,W 17-14,,12,37,3.08,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
8,1996,1996-10-27,8,21.168,STL,@,BAL,L 31-37,,31,83,2.68,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,1996,1996-11-03,9,21.175,STL,@,PIT,L 6-42,,5,6,1.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,1996,1996-11-10,10,21.182,STL,,ATL,W 59-16,,14,106,7.57,1,0,0,0,,0,0.0%,,0,0,,0,1,6
11,1996,1996-11-17,11,21.189,STL,,CAR,L 10-20,,14,56,4.00,0,1,1,11,11.00,1,100.0%,11.00,0,0,,0,1,6
12,1996,1996-11-24,12,21.196,STL,,GNB,L 9-24,,9,23,2.56,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,1996,1996-12-08,14,21.210,STL,@,CHI,L 9-35,,5,8,1.60,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0
14,1996,1996-12-15,15,21.217,STL,@,ATL,W 34-27,,22,112,5.09,1,0,0,0,,0,0.0%,,0,0,,0,1,6
15,1996,1996-12-21,16,21.223,STL,,NOR,W 14-13,,9,11,1.22,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
16,1997,1997-08-31,1,22.111,STL,,NOR,W 38-24,,26,125,4.81,3,3,2,8,4.00,0,66.7%,2.67,0,0,,0,3,18
17,1997,1997-09-07,2,22.118,STL,,SFO,L 12-15,,23,72,3.13,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,1997,1997-09-14,3,22.125,STL,@,DEN,L 14-35,,13,60,4.62,1,0,0,0,,0,0.0%,,0,0,,0,1,6
19,1997,1997-09-21,4,22.132,STL,,NYG,W 13-3,,23,72,3.13,0,3,1,-4,-4.00,0,33.3%,-1.33,0,0,,0,0,0
20,1997,1997-09-28,5,22.139,STL,@,OAK,L 17-35,,16,54,3.38,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0
21,1997,1997-10-19,7,22.160,STL,,SEA,L 9-17,,9,18,2.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
22,1997,1997-10-26,8,22.167,STL,,KAN,L 20-28,,23,67,2.91,1,1,1,-6,-6.00,0,100.0%,-6.00,0,0,,0,1,6
23,1997,1997-11-02,9,22.174,STL,@,ATL,L 31-34,,22,74,3.36,1,0,0,0,,0,0.0%,,0,0,,0,1,6
24,1997,1997-11-09,10,22.181,STL,@,GNB,L 7-17,,15,41,2.73,1,0,0,0,,0,0.0%,,0,0,,0,1,6
25,1997,1997-11-16,11,22.188,STL,,ATL,L 21-27,,13,50,3.85,1,4,3,28,9.33,0,75.0%,7.00,0,0,,0,1,6
26,1997,1997-12-14,15,22.216,MIA,@,IND,L 0-41,,13,36,2.77,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0
27,1997,1997-12-22,16,22.224,MIA,,NWE,L 12-14,,5,8,1.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0
28,1999,1999-09-12,1,24.123,SFO,@,JAX,L 3-41,,3,8,2.67,0,1,1,5,5.00,0,100.0%,5.00,1,18,18.00,0,0,0
29,1999,1999-09-19,2,24.130,SFO,,NOR,W 28-21,,2,2,1.00,0,6,5,61,12.20,0,83.3%,10.17,0,0,,0,0,0
30,1999,1999-09-27,3,24.138,SFO,@,ARI,W 24-10,,9,102,11.33,1,4,3,15,5.00,0,75.0%,3.75,0,0,,0,1,6
31,1999,1999-10-03,4,24.144,SFO,,TEN,W 24-22,,4,5,1.25,0,1,0,0,,0,0.0%,0.00,2,42,21.00,0,0,0
32,1999,1999-10-10,5,24.151,SFO,@,STL,L 20-42,,4,9,2.25,1,2,2,11,5.50,0,100.0%,5.50,2,55,27.50,0,1,6
33,1999,1999-10-17,6,24.158,SFO,,CAR,L 29-31,,3,18,6.00,0,1,0,0,,0,0.0%,0.00,3,53,17.67,0,0,0
34,1999,1999-10-24,7,24.165,SFO,@,MIN,L 16-40,,1,0,0.00,0,4,3,49,16.33,0,75.0%,12.25,5,102,20.40,0,0,0
35,1999,1999-11-07,8,24.179,SFO,,PIT,L 6-27,,4,0,0.00,0,1,1,11,11.00,0,100.0%,11.00,6,145,24.17,0,0,0
