ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.100,CIN,,SEA,W 27-21,0,0,,0,,,,
2,1981,1981-09-13,2,22.107,CIN,@,NYJ,W 31-30,0,0,,0,,,,
3,1981,1981-09-20,3,22.114,CIN,,CLE,L 17-20,0,0,,0,,,,
4,1981,1981-09-27,4,22.121,CIN,,BUF,W 27-24,0,0,,0,,,,
5,1981,1981-10-04,5,22.128,CIN,@,HOU,L 10-17,0,0,,0,,,,
6,1981,1981-10-11,6,22.135,CIN,@,BAL,W 41-19,0,0,,0,,,,
7,1981,1981-10-18,7,22.142,CIN,,PIT,W 34-7,0,0,,0,,,,
8,1981,1981-10-25,8,22.149,CIN,@,NOR,L 7-17,0,0,,0,,,,
9,1981,1981-11-01,9,22.156,CIN,,HOU,W 34-21,0,0,,0,,,,
10,1981,1981-11-08,10,22.163,CIN,@,SDG,W 40-17,0,0,,0,,,,
11,1981,1981-11-15,11,22.170,CIN,,RAM,W 24-10,0,0,,0,,,,
12,1981,1981-11-22,12,22.177,CIN,,DEN,W 38-21,0,0,,0,,,,
13,1981,1981-11-29,13,22.184,CIN,@,CLE,W 41-21,0,0,,0,,,,
14,1981,1981-12-06,14,22.191,CIN,,SFO,L 3-21,1,0,0.00,0,0.0,0,0,0
15,1981,1981-12-13,15,22.198,CIN,@,PIT,W 17-10,0,0,,0,,,,
16,1981,1981-12-20,16,22.205,CIN,@,ATL,W 30-28,0,0,,0,,,,
17,1982,1982-09-12,1,23.106,CIN,,HOU,W 27-6,,,,,,,,
18,1982,1982-09-19,2,23.113,CIN,@,PIT,L 20-26,,,,,,,,
19,1982,1982-11-21,3,23.176,CIN,@,PHI,W 18-14,0,0,,0,1.0,0,0,0
20,1982,1982-11-28,4,23.183,CIN,,RAI,W 31-17,,,,,,,,
21,1982,1982-12-05,5,23.190,CIN,@,BAL,W 20-17,,,,,,,,
22,1982,1982-12-12,6,23.197,CIN,,CLE,W 23-10,0,0,,0,0.0,1,0,0
23,1982,1982-12-20,7,23.205,CIN,@,SDG,L 34-50,,,,,,,,
24,1982,1982-12-26,8,23.211,CIN,,SEA,W 24-10,,,,,,,,
25,1982,1983-01-02,9,23.218,CIN,@,HOU,W 35-27,,,,,,,,
26,1983,1983-09-04,1,24.098,CIN,,RAI,L 10-20,,,,,,,,
27,1983,1983-09-11,2,24.105,CIN,,BUF,L 6-10,,,,,,,,
28,1983,1983-09-15,3,24.109,CIN,@,CLE,L 7-17,,,,,,,,
29,1983,1983-09-25,4,24.119,CIN,@,TAM,W 23-17,0,0,,0,1.0,0,0,0
30,1983,1983-10-02,5,24.126,CIN,,BAL,L 31-34,,,,,,,,
31,1983,1983-10-10,6,24.134,CIN,,PIT,L 14-24,,,,,,,,
32,1983,1983-10-16,7,24.140,CIN,@,DEN,L 17-24,,,,,,,,
33,1983,1983-10-23,8,24.147,CIN,,CLE,W 28-21,0,0,,0,0.0,1,0,0
