ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-11-11,9,22.338,CHI,,MIN,W 31-30,0,0,1,47,0
2,1963,1963-09-22,2,23.288,CHI,@,MIN,W 28-7,0,0,1,3,0
3,1963,1963-09-29,3,23.295,CHI,@,DET,W 37-21,0,0,1,7,0
4,1963,1963-10-13,5,23.309,CHI,@,RAM,W 52-14,1,6,2,35,1
5,1963,1963-11-17,10,23.344,CHI,,GNB,W 26-7,0,0,1,44,0
6,1963,1963-11-24,11,23.351,CHI,@,PIT,T 17-17,0,0,1,1,0
7,1964,1964-10-25,7,24.322,CHI,@,WAS,L 20-27,0,0,1,26,0
8,1964,1964-11-26,12,24.354,CHI,@,DET,W 27-24,0,0,1,18,0
9,1965,1965-10-10,4,25.306,CHI,,RAM,W 31-6,0,0,1,0,0
10,1965,1965-10-24,6,25.320,CHI,,DET,W 38-10,1,6,1,89,1
11,1965,1965-10-31,7,25.327,CHI,,GNB,W 31-10,0,0,1,23,0
12,1965,1965-12-12,13,26.004,CHI,,SFO,W 61-20,0,0,1,4,0
13,1966,1966-10-09,4,26.305,CHI,,BAL,W 27-17,0,0,2,53,0
14,1966,1966-12-18,14,27.010,CHI,,MIN,W 41-28,0,0,1,0,0
15,1967,1967-10-01,3,27.297,CHI,@,MIN,W 17-7,1,6,1,34,1
16,1967,1967-10-08,4,27.304,CHI,,BAL,L 3-24,0,0,1,16,0
17,1967,1967-10-15,5,27.311,CHI,,DET,W 14-3,1,6,2,29,1
18,1967,1967-11-12,9,27.339,CHI,,NYG,W 34-7,0,0,1,15,0
19,1968,1968-09-29,3,28.296,CHI,@,MIN,W 27-17,0,0,1,10,0
20,1968,1968-11-10,9,28.338,CHI,,SFO,W 27-19,0,0,1,9,0
21,1968,1968-11-24,11,28.352,CHI,,DAL,L 3-34,0,0,1,0,0
22,1968,1968-12-01,12,28.359,CHI,@,NOR,W 23-17,0,0,1,22,0
23,1969,1969-10-19,5,29.315,CHI,@,DET,L 7-13,0,0,1,0,0
24,1970,1970-09-19,1,30.285,CHI,@,NYG,W 24-16,,,,,
25,1970,1970-09-27,2,30.293,CHI,,PHI,W 20-16,,,,,
26,1970,1970-10-05,3,30.301,CHI,@,DET,L 14-28,,,,,
27,1970,1970-10-11,4,30.307,CHI,,MIN,L 0-24,0,0,1,0,0
28,1970,1970-10-18,5,30.314,CHI,,SDG,L 7-20,,,,,
29,1970,1970-10-25,6,30.321,CHI,,DET,L 10-16,,,,,
30,1970,1970-11-01,7,30.328,CHI,@,ATL,W 23-14,,,,,
31,1970,1970-11-08,8,30.335,CHI,,SFO,L 16-37,,,,,
32,1970,1970-11-22,10,30.349,CHI,,BUF,W 31-13,,,,,
33,1970,1970-11-29,11,30.356,CHI,@,BAL,L 20-21,,,,,
34,1970,1970-12-05,12,30.362,CHI,@,MIN,L 13-16,,,,,
35,1970,1970-12-13,13,31.005,CHI,,GNB,W 35-17,,,,,
36,1970,1970-12-20,14,31.012,CHI,@,NOR,W 24-3,,,,,
37,1971,1971-09-19,1,31.285,NYG,@,GNB,W 42-40,,,,,
38,1971,1971-09-26,2,31.292,NYG,,WAS,L 3-30,,,,,
39,1971,1971-10-03,3,31.299,NYG,@,STL,W 21-20,,,,,
40,1971,1971-10-11,4,31.307,NYG,@,DAL,L 13-20,,,,,
41,1971,1971-10-17,5,31.313,NYG,,BAL,L 7-31,,,,,
42,1971,1971-10-24,6,31.320,NYG,@,PHI,L 7-23,,,,,
43,1971,1971-11-21,10,31.348,NYG,@,PIT,L 13-17,,,,,
44,1971,1971-11-28,11,31.355,NYG,,STL,L 7-24,,,,,
