ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1960,1960-11-06,8,23.332,DTX,@,BUF,W 45-28,,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,0,0,,0,0,0
2,1960,1960-11-13,9,23.339,DTX,,DEN,W 34-7,,5,7,71.43,97,1,0,153.3,0,0,13.86,16.71,1,4,4.00,0,0,0
3,1960,1960-11-18,10,23.344,DTX,@,BOS,L 14-42,,11,20,55.00,106,0,1,49.2,0,0,5.30,3.05,1,1,1.00,1,1,6
4,1960,1960-12-04,12,23.360,DTX,,HOU,W 24-0,*,8,15,53.33,74,0,0,67.1,0,0,4.93,4.93,6,18,3.00,2,2,12
5,1960,1960-12-11,13,24.001,DTX,,BOS,W 34-0,*,5,11,45.45,68,0,1,27.8,0,0,6.18,2.09,1,0,0.00,0,0,0
6,1961,1961-09-17,2,24.281,SDG,,OAK,W 44-0,,6,9,66.67,53,0,0,82.2,0,0,5.89,5.89,1,7,7.00,0,0,0
7,1961,1961-09-24,3,24.288,SDG,,HOU,W 34-24,,1,5,20.00,15,0,0,39.6,0,0,3.00,3.00,3,-3,-1.00,0,0,0
8,1961,1961-10-15,6,24.309,SDG,@,NYT,W 25-10,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0
9,1961,1961-10-22,7,24.316,SDG,@,OAK,W 41-10,,5,16,31.25,63,0,1,18.5,0,0,3.94,1.13,8,21,2.63,1,1,6
10,1961,1961-10-29,8,24.323,SDG,,DEN,W 37-0,,2,5,40.00,63,1,0,127.1,0,0,12.60,16.60,0,0,,0,0,0
11,1961,1961-11-05,9,24.330,SDG,,NYT,W 48-13,,4,5,80.00,59,1,0,155.4,0,0,11.80,15.80,2,1,0.50,1,1,6
12,1961,1961-11-19,11,24.344,SDG,,DTX,W 24-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
13,1961,1961-12-03,12,24.358,SDG,@,HOU,L 13-33,,2,3,66.67,63,0,1,70.1,0,0,21.00,6.00,0,0,,0,0,0
14,1961,1961-12-10,13,25.000,SDG,,BUF,W 28-10,,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-12,-12.00,0,0,0
15,1961,1961-12-17,14,25.007,SDG,,BOS,L 0-41,,3,7,42.86,49,0,1,27.4,0,0,7.00,0.57,0,0,,0,0,0
16,1962,1962-09-07,1,25.271,DEN,,SDG,W 30-21,,1,2,50.00,8,0,0,60.4,0,0,4.00,4.00,0,0,,0,0,0
17,1962,1962-11-11,9,25.336,OAK,,HOU,L 20-28,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
18,1962,1962-11-18,10,25.343,OAK,,BUF,L 6-10,,4,10,40.00,36,0,1,10.8,0,0,3.60,-0.90,0,0,,0,0,0
19,1962,1962-11-25,11,25.350,OAK,@,DTX,L 7-35,,11,17,64.71,100,1,0,100.1,0,0,5.88,7.06,1,13,13.00,0,0,0
20,1962,1962-12-02,12,25.357,OAK,@,SDG,L 21-31,*,4,8,50.00,32,0,0,60.4,0,0,4.00,4.00,0,0,,0,0,0
21,1962,1962-12-09,13,25.364,OAK,@,HOU,L 17-32,,5,8,62.50,49,0,0,79.7,0,0,6.13,6.13,1,11,11.00,0,0,0
22,1962,1962-12-16,14,26.006,OAK,,BOS,W 20-0,,2,4,50.00,0,0,0,56.2,0,0,0.00,0.00,0,0,,0,0,0
