ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1956,1956-11-18,8,22.183,DET,,BAL,W 27-3,0,0,,0,1,1,1.00,0,0,0,,0,0,,,,,,,,,,,0,
2,1956,1956-12-02,10,22.197,DET,,CHI,W 42-10,1,10,10.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
3,1956,1956-12-09,11,22.204,DET,,PIT,W 45-7,3,53,17.67,1,0,0,,0,3,6,50.00,19,0,1,17.4,0,0,3.17,-4.33,,,,,1,
4,1957,1957-09-29,1,23.133,DET,@,BAL,L 14-34,5,82,16.40,1,0,0,,0,0,0,,0,0,,,,,,,,,,,1,
5,1957,1957-10-06,2,23.140,DET,@,GNB,W 24-14,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,0,
6,1957,1957-10-13,3,23.147,DET,,RAM,W 10-7,3,36,12.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,1,
7,1957,1957-10-20,4,23.154,DET,,BAL,W 31-27,1,8,8.00,0,1,7,7.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,0,
8,1957,1957-10-27,5,23.161,DET,@,RAM,L 17-35,3,34,11.33,1,1,2,2.00,0,0,0,,0,0,,,,,,,,,,,1,
9,1957,1957-11-03,6,23.168,DET,@,SFO,L 31-35,1,8,8.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
10,1957,1957-11-10,7,23.175,DET,@,PHI,W 27-16,1,7,7.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
11,1957,1957-11-17,8,23.182,DET,,SFO,W 31-10,2,26,13.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
12,1957,1957-12-15,12,23.210,DET,@,CHI,W 21-13,1,14,14.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
13,1959,1959-09-27,1,25.131,DET,@,BAL,L 9-21,1,32,32.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
14,1959,1959-10-04,2,25.138,DET,@,GNB,L 10-28,4,47,11.75,0,0,0,,0,0,0,,0,0,,,,,,,,,,,0,
15,1959,1959-10-11,3,25.145,DET,,BAL,L 24-31,0,0,,0,4,73,18.25,0,1,5,20.00,13,0,1,0.0,0,0,2.60,-6.40,,,,,0,
16,1959,1959-10-18,4,25.152,DET,,SFO,L 13-34,0,0,,0,1,1,1.00,0,1,2,50.00,7,0,0,58.3,0,0,3.50,3.50,,,,,0,
17,1959,1959-11-22,9,25.187,DET,,CHI,L 14-24,0,0,,0,5,5,1.00,0,4,12,33.33,120,0,1,36.8,0,0,10.00,6.25,,,,,0,
18,1959,1959-11-26,10,25.191,DET,,GNB,L 17-24,2,39,19.50,1,0,0,,0,0,0,,0,0,,,,,,,,,,,1,
19,1959,1959-12-06,11,25.201,DET,,CRD,W 45-21,0,0,,0,3,19,6.33,0,3,9,33.33,28,0,0,42.8,0,0,3.11,3.11,,,,,0,
20,1960,1960-09-25,1,26.129,PHI,,CLE,L 24-41,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
21,1960,1960-12-11,11,26.206,PHI,@,PIT,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,19,9.50,0,0,0
22,1960,1960-12-18,12,26.213,PHI,@,WAS,W 38-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,9,9.00,0,0,0
23,1961,1961-09-17,1,27.121,MIN,,CHI,W 37-13,3,103,34.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1961,1961-09-24,2,27.128,MIN,@,DAL,L 7-21,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1961,1961-10-01,3,27.135,MIN,@,BAL,L 33-34,6,69,11.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1961,1961-10-08,4,27.142,MIN,,DAL,L 0-28,4,74,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1961,1961-10-15,5,27.149,MIN,,SFO,L 24-38,2,54,27.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1961,1961-10-22,6,27.156,MIN,,GNB,L 7-33,5,50,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1961,1961-10-29,7,27.163,MIN,@,GNB,L 10-28,4,52,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
30,1961,1961-11-05,8,27.170,MIN,@,RAM,L 17-31,0,0,,0,2,24,12.00,0,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0,0,0
31,1961,1961-11-12,9,27.177,MIN,,BAL,W 28-20,2,50,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1961,1961-11-19,10,27.184,MIN,,DET,L 10-37,3,54,18.00,1,1,-15,-15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
33,1961,1961-11-26,11,27.191,MIN,@,SFO,L 28-38,4,77,19.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
34,1961,1961-12-03,12,27.198,MIN,,RAM,W 42-21,6,112,18.67,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
35,1961,1961-12-10,13,27.205,MIN,@,DET,L 7-13,4,69,17.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
36,1961,1961-12-17,14,27.212,MIN,@,CHI,L 35-52,6,90,15.00,3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,18
37,1962,1962-09-16,1,28.120,MIN,@,GNB,L 7-34,4,47,11.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
38,1962,1962-09-23,2,28.127,MIN,,BAL,L 7-34,3,40,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1962,1962-09-30,3,28.134,MIN,@,SFO,L 7-21,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1962,1962-10-07,4,28.141,MIN,,CHI,L 0-13,3,50,16.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1962,1962-10-14,5,28.148,MIN,,GNB,L 21-48,6,52,8.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
