ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1983,1983-10-02,5,22.219,KAN,,STL,W 38-14,,4,5,80.00,48,1,0,146.2,2,25,9.60,13.60,0,0,,0,0,0
2,1983,1983-10-16,7,22.233,KAN,,NYG,W 38-17,,0,0,,0,0,0,,0,,,,0,0,,0,,
3,1983,1983-11-20,12,22.268,KAN,@,DAL,L 21-41,,10,19,52.63,95,1,0,84.3,1,16,5.00,6.05,1,0,0.00,0,0,0
4,1983,1983-12-18,16,22.296,KAN,,DEN,W 48-17,,6,10,60.00,116,1,0,133.7,1,9,11.60,13.60,0,0,,0,0,0
5,1984,1984-09-02,1,23.190,KAN,@,PIT,W 37-27,*,19,36,52.78,170,1,0,75.0,0,0,4.72,5.28,2,5,2.50,1,1,6
6,1984,1984-09-09,2,23.197,KAN,@,CIN,W 27-22,*,18,35,51.43,280,2,1,85.4,3,31,8.00,7.86,3,12,4.00,0,0,0
7,1984,1984-09-16,3,23.204,KAN,,RAI,L 20-22,*,17,37,45.95,187,0,2,38.9,0,0,5.05,2.62,0,0,,0,0,0
8,1984,1984-09-23,4,23.211,KAN,@,DEN,L 0-21,*,23,48,47.92,295,0,2,50.3,1,8,6.15,4.27,2,5,2.50,0,0,0
9,1984,1984-09-30,5,23.218,KAN,,CLE,W 10-6,*,15,33,45.45,155,1,2,44.4,2,16,4.70,2.58,4,3,0.75,0,0,0
10,1984,1984-10-07,6,23.225,KAN,,NYJ,L 16-17,*,15,25,60.00,150,1,0,90.4,2,25,6.00,6.80,3,41,13.67,0,0,0
11,1984,1984-10-14,7,23.232,KAN,,SDG,W 31-13,*,10,19,52.63,133,0,1,53.2,1,11,7.00,4.63,1,4,4.00,0,0,0
12,1984,1984-11-04,10,23.253,KAN,@,SEA,L 0-45,,8,17,47.06,54,0,3,15.0,0,0,3.18,-4.76,1,6,6.00,0,0,0
13,1984,1984-11-11,11,23.260,KAN,,HOU,L 16-17,*,20,41,48.78,236,1,0,74.8,5,45,5.76,6.24,2,26,13.00,0,0,0
