ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-09-21,1,23.049,BAL,,RAM,L 20-27,2,41,20.50,0,0,0,0,0,0
2,1969,1969-09-28,2,23.056,BAL,@,MIN,L 14-52,3,89,29.67,0,0,0,0,0,0
3,1969,1969-10-05,3,23.063,BAL,@,ATL,W 21-14,1,92,92.00,1,1,6,0,0,0
4,1969,1969-10-13,4,23.071,BAL,,PHI,W 24-20,3,85,28.33,0,0,0,0,0,0
5,1969,1969-11-02,7,23.091,BAL,,WAS,W 41-17,1,18,18.00,0,0,0,0,0,0
6,1969,1969-11-09,8,23.098,BAL,,GNB,W 14-6,1,36,36.00,0,0,0,0,0,0
7,1969,1969-11-16,9,23.105,BAL,@,SFO,L 17-20,1,37,37.00,0,0,0,0,0,0
8,1969,1969-12-07,12,23.126,BAL,,DET,T 17-17,3,81,27.00,0,0,0,0,0,0
9,1969,1969-12-13,13,23.132,BAL,@,DAL,L 10-27,2,46,23.00,0,0,0,0,0,0
10,1969,1969-12-21,14,23.140,BAL,@,RAM,W 13-7,2,35,17.50,0,0,0,0,0,0
11,1970,1970-09-20,1,24.048,BAL,@,SDG,W 16-14,2,61,30.50,0,0,0,0,0,0
12,1970,1970-09-28,2,24.056,BAL,,KAN,L 24-44,1,33,33.00,0,0,0,0,0,0
13,1970,1970-10-04,3,24.062,BAL,@,BOS,W 14-6,1,20,20.00,0,0,0,0,0,0
14,1970,1970-10-11,4,24.069,BAL,@,HOU,W 24-20,,,,,,,,,
15,1970,1970-10-18,5,24.076,BAL,@,NYJ,W 29-22,2,65,32.50,0,0,0,1,30,0
16,1970,1970-10-25,6,24.083,BAL,,BOS,W 27-3,2,81,40.50,0,0,0,1,26,0
17,1970,1970-11-01,7,24.090,BAL,,MIA,W 35-0,1,99,99.00,1,1,6,0,0,0
18,1970,1970-11-09,8,24.098,BAL,@,GNB,W 13-10,1,27,27.00,0,0,0,0,0,0
19,1970,1970-11-15,9,24.104,BAL,,BUF,T 17-17,2,50,25.00,0,0,0,0,0,0
20,1970,1970-11-22,10,24.111,BAL,@,MIA,L 17-34,3,140,46.67,0,0,0,0,0,0
21,1970,1970-11-29,11,24.118,BAL,,CHI,W 21-20,2,51,25.50,0,0,0,0,0,0
22,1970,1970-12-06,12,24.125,BAL,,PHI,W 29-10,1,28,28.00,0,0,0,0,0,0
23,1970,1970-12-13,13,24.132,BAL,@,BUF,W 20-14,1,32,32.00,0,0,0,0,0,0
24,1970,1970-12-19,14,24.138,BAL,,NYJ,W 35-20,1,20,20.00,0,0,0,0,0,0
25,1971,1971-09-19,1,25.047,BAL,,NYJ,W 22-0,1,25,25.00,0,0,0,0,0,0
26,1971,1971-09-26,2,25.054,BAL,,CLE,L 13-14,1,23,23.00,0,0,0,0,0,0
27,1971,1971-10-03,3,25.061,BAL,@,NWE,W 23-3,1,54,54.00,0,0,0,0,0,0
28,1971,1971-10-10,4,25.068,BAL,@,BUF,W 43-0,,,,,,,,,
29,1971,1971-10-17,5,25.075,BAL,@,NYG,W 31-7,,,,,,,,,
30,1971,1971-10-25,6,25.083,BAL,@,MIN,L 3-10,,,,,,,,,
31,1971,1971-10-31,7,25.089,BAL,,PIT,W 34-21,,,,,,,,,
32,1971,1971-11-08,8,25.097,BAL,,RAM,W 24-17,,,,,,,,,
33,1971,1971-11-14,9,25.103,BAL,@,NYJ,W 14-13,,,,,,,,,
34,1971,1971-11-21,10,25.110,BAL,@,MIA,L 14-17,,,,,,,,,
35,1971,1971-11-28,11,25.117,BAL,@,OAK,W 37-14,,,,,,,,,
