ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-10-01,4,22.132,BOS,@,NYT,L 30-37,0,0,,0,1,21,21.00,0,0,0,0,0,0
2,1961,1961-10-22,7,22.153,BOS,,BUF,W 52-21,0,0,,0,0,0,,0,1,6,1,27,1
3,1961,1961-11-12,10,22.174,BOS,@,HOU,L 15-27,0,0,,0,0,0,,0,0,0,1,15,0
4,1961,1961-12-03,12,22.195,BOS,@,DEN,W 28-24,0,0,,0,0,0,,0,0,0,2,80,0
5,1961,1961-12-17,14,22.209,BOS,@,SDG,W 41-0,0,0,,0,0,0,,0,1,6,1,31,1
6,1962,1962-10-06,4,23.137,BOS,@,NYT,W 43-14,1,11,11.00,0,0,0,,0,0,0,0,0,0
7,1964,1964-10-04,4,25.135,BOS,@,DEN,W 39-10,0,0,,0,0,0,,0,0,0,1,0,0
8,1964,1964-10-09,5,25.140,BOS,,SDG,L 17-26,0,0,,0,0,0,,0,0,0,1,5,0
9,1964,1964-10-31,8,25.162,BOS,@,NYJ,L 14-35,0,0,,0,0,0,,0,0,0,1,0,0
10,1964,1964-11-29,12,25.191,BOS,@,HOU,W 34-17,0,0,,0,0,0,,0,0,0,1,13,0
11,1964,1964-12-06,13,25.198,BOS,@,KAN,W 31-24,0,0,,0,0,0,,0,0,0,1,0,0
12,1964,1964-12-20,14,25.212,BOS,,BUF,L 14-24,0,0,,0,0,0,,0,0,0,1,25,0
13,1965,1965-10-17,6,26.148,BOS,,SDG,T 13-13,0,0,,0,0,0,,0,0,0,1,45,0
14,1965,1965-10-31,8,26.162,BOS,@,SDG,W 22-6,0,0,,0,0,0,,0,0,0,1,0,0
15,1966,1966-12-11,13,27.203,BOS,@,HOU,W 38-14,0,0,,0,0,0,,0,0,0,1,0,0
16,1967,1967-09-24,4,28.125,BOS,@,BUF,W 23-0,0,0,,0,0,0,,0,0,0,2,50,0
17,1967,1967-10-15,6,28.146,BOS,,MIA,W 41-10,0,0,,0,0,0,,0,0,0,1,41,0
18,1967,1967-11-05,9,28.167,BOS,,HOU,W 18-7,0,0,,0,0,0,,0,0,0,1,0,0
19,1969,1969-09-21,2,30.122,BOS,,KAN,L 0-31,0,0,,0,0,0,,0,0,0,1,0,0
20,1969,1969-11-02,8,30.164,BOS,,HOU,W 24-0,0,0,,0,0,0,,0,0,0,1,32,0
21,1970,1970-09-20,1,31.121,BOS,,MIA,W 27-14,,,,,,,,,,,,,
22,1970,1970-09-27,2,31.128,BOS,,NYJ,L 21-31,,,,,,,,,,,,,
23,1970,1970-10-04,3,31.135,BOS,,BAL,L 6-14,,,,,,,,,,,,,
24,1970,1970-10-11,4,31.142,BOS,@,KAN,L 10-23,,,,,,,,,,,,,
25,1970,1970-10-18,5,31.149,BOS,,NYG,L 0-16,,,,,,,,,,,,,
26,1970,1970-10-25,6,31.156,BOS,@,BAL,L 3-27,,,,,,,,,,,,,
27,1970,1970-11-01,7,31.163,BOS,,BUF,L 10-45,,,,,,,,,,,,,
28,1970,1970-11-08,8,31.170,BOS,@,STL,L 0-31,0,0,,0,0,0,,0,0,0,1,2,0
29,1970,1970-11-15,9,31.177,BOS,,SDG,L 14-16,,,,,,,,,,,,,
30,1970,1970-11-22,10,31.184,BOS,@,NYJ,L 3-17,,,,,,,,,,,,,
31,1970,1970-11-29,11,31.191,BOS,@,BUF,W 14-10,,,,,,,,,,,,,
32,1970,1970-12-06,12,31.198,BOS,@,MIA,L 20-37,,,,,,,,,,,,,
33,1970,1970-12-13,13,31.205,BOS,,MIN,L 14-35,,,,,,,,,,,,,
34,1970,1970-12-20,14,31.212,BOS,@,CIN,L 7-45,,,,,,,,,,,,,
35,1971,1971-09-19,1,32.120,NWE,,OAK,W 20-6,,,,,,,,,,,,,
36,1971,1971-10-10,4,32.141,NWE,,NYJ,W 20-0,,,,,,,,,,,,,
37,1971,1971-10-17,5,32.148,NWE,@,MIA,L 3-41,,,,,,,,,,,,,
38,1971,1971-10-24,6,32.155,NWE,@,DAL,L 21-44,,,,,,,,,,,,,
39,1971,1971-10-31,7,32.162,NWE,@,SFO,L 10-27,,,,,,,,,,,,,
40,1971,1971-11-07,8,32.169,NWE,,HOU,W 28-20,,,,,,,,,,,,,
41,1971,1971-11-14,9,32.176,NWE,,BUF,W 38-33,,,,,,,,,,,,,
42,1971,1971-11-21,10,32.183,NWE,@,CLE,L 7-27,,,,,,,,,,,,,
43,1971,1971-11-28,11,32.190,NWE,@,BUF,L 20-27,,,,,,,,,,,,,
44,1971,1971-12-05,12,32.197,NWE,,MIA,W 34-13,,,,,,,,,,,,,
45,1971,1971-12-12,13,32.204,NWE,@,NYJ,L 6-13,,,,,,,,,,,,,
46,1971,1971-12-19,14,32.211,NWE,@,BAL,W 21-17,0,0,,0,1,0,0.00,0,0,0,0,0,0
