ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1993,1993-10-24,7,22.180,PIT,@,CLE,L 23-28,,,,,,0.0%,
2,1994,1994-09-04,1,23.130,PIT,,DAL,L 9-26,0,0,0,,0,0.0%,
3,1994,1994-09-11,2,23.137,PIT,@,CLE,W 17-10,,0,0,,0,0.0%,
4,1994,1994-09-18,3,23.144,PIT,,IND,W 31-21,0,0,0,,0,0.0%,
5,1994,1994-09-25,4,23.151,PIT,@,SEA,L 13-30,,0,0,,0,0.0%,
6,1994,1994-10-03,5,23.159,PIT,,HOU,W 30-14,,0,0,,0,0.0%,
7,1994,1994-10-16,6,23.172,PIT,,CIN,W 14-10,,0,0,,0,0.0%,
8,1994,1994-10-23,7,23.179,PIT,@,NYG,W 10-6,1,0,0,,0,0.0%,0.00
9,1994,1994-10-30,8,23.186,PIT,@,ARI,L 17-20,,0,0,,0,0.0%,
10,1994,1994-11-06,9,23.193,PIT,@,HOU,W 12-9,,0,0,,0,0.0%,
11,1994,1994-11-14,10,23.201,PIT,,BUF,W 23-10,0,0,0,,0,0.0%,
12,1994,1994-11-20,11,23.207,PIT,,MIA,W 16-13,,0,0,,0,0.0%,
13,1994,1994-11-27,12,23.214,PIT,@,RAI,W 21-3,,0,0,,0,0.0%,
14,1994,1994-12-04,13,23.221,PIT,@,CIN,W 38-15,0,0,0,,0,0.0%,
15,1994,1994-12-11,14,23.228,PIT,,PHI,W 14-3,1,1,2,2.00,0,100.0%,2.00
16,1994,1994-12-18,15,23.235,PIT,,CLE,W 17-7,,0,0,,0,0.0%,
17,1994,1994-12-24,16,23.241,PIT,@,SDG,L 34-37,,0,0,,0,0.0%,
18,1995,1995-09-24,4,24.150,JAX,,GNB,L 14-24,,0,0,,0,0.0%,
19,1995,1995-10-01,5,24.157,JAX,@,HOU,W 17-16,0,0,0,,0,0.0%,
20,1995,1995-10-08,6,24.164,JAX,,PIT,W 20-16,1,1,8,8.00,0,100.0%,8.00
21,1995,1995-10-15,7,24.171,JAX,,CHI,L 27-30,2,2,12,6.00,0,100.0%,6.00
22,1995,1995-10-22,8,24.178,JAX,@,CLE,W 23-15,,0,0,,0,0.0%,
23,1995,1995-10-29,9,24.185,JAX,@,PIT,L 7-24,,0,0,,0,0.0%,
24,1995,1995-11-12,10,24.199,JAX,,SEA,L 30-47,,0,0,,0,0.0%,
25,1995,1995-11-19,11,24.206,JAX,@,TAM,L 16-17,,0,0,,0,0.0%,
26,1995,1995-11-26,12,24.213,JAX,,CIN,L 13-17,,0,0,,0,0.0%,
27,1995,1995-12-03,13,24.220,JAX,@,DEN,L 23-31,,0,0,,0,0.0%,
28,1995,1995-12-10,14,24.227,JAX,,IND,L 31-41,0,0,0,,0,0.0%,
