ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1997,1997-08-31,1,23.326,BAL,,JAX,L 27-28,,,,,,,0.0%,
2,1997,1997-09-07,2,23.333,BAL,,CIN,W 23-10,,,,,,,0.0%,
3,1997,1997-09-14,3,23.340,BAL,@,NYG,W 24-23,,,,,,,0.0%,
4,1997,1997-09-21,4,23.347,BAL,@,TEN,W 36-10,,,,,,,0.0%,
5,1997,1997-09-28,5,23.354,BAL,@,SDG,L 17-21,,,,,,,0.0%,
6,1997,1997-10-05,6,23.361,BAL,,PIT,L 34-42,,,,,,,0.0%,
7,1997,1997-10-19,7,24.010,BAL,,MIA,L 13-24,,,,,,,0.0%,
8,1997,1997-10-26,8,24.017,BAL,@,WAS,W 20-17,,,,,,,0.0%,
9,1997,1997-11-02,9,24.024,BAL,@,NYJ,L 16-19,,,,,,,0.0%,
10,1997,1997-11-30,13,24.052,BAL,@,JAX,L 27-29,,,,,,,0.0%,
11,1997,1997-12-14,15,24.066,BAL,,TEN,W 21-19,,,,,,,0.0%,
12,1997,1997-12-21,16,24.073,BAL,@,CIN,L 14-16,,,,,,,0.0%,
13,1998,1998-10-18,6,25.009,BAL,@,PIT,L 6-16,,,,,,,0.0%,
14,1998,1998-10-25,7,25.016,BAL,@,GNB,L 10-28,,,,,,,0.0%,
15,1998,1998-11-01,8,25.023,BAL,,JAX,L 19-45,,,,,,,0.0%,
16,1998,1998-11-08,9,25.030,BAL,,OAK,W 13-10,,,,,,,0.0%,
17,1998,1998-12-27,16,25.079,BAL,,DET,W 19-10,,,,,,,0.0%,
18,1999,1999-09-26,3,25.352,BAL,,CLE,W 17-10,,,,,,,0.0%,
19,1999,1999-10-03,4,25.359,BAL,@,ATL,W 19-13,,,,,,,0.0%,
20,1999,1999-10-10,5,26.001,BAL,@,TEN,L 11-14,*,2,,,,,0.0%,
21,1999,1999-10-21,6,26.012,BAL,,KAN,L 8-35,,2,2,13,6.50,0,100.0%,6.50
22,1999,1999-11-14,9,26.036,BAL,@,JAX,L 3-6,,1,1,9,9.00,0,100.0%,9.00
23,1999,1999-11-21,10,26.043,BAL,@,CIN,W 34-31,*,2,1,3,3.00,0,50.0%,1.50
24,1999,2000-01-02,16,26.085,BAL,@,NWE,L 3-20,*,2,,,,,0.0%,
