ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1960,1960-10-09,3,25.010,RAM,@,CHI,L 27-34,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
2,1960,1960-10-16,4,25.017,RAM,@,BAL,L 17-31,*,3,5,60.00,22,0,1,30.8,0,0,4.40,-4.60,2,7,3.50,0
3,1960,1960-11-06,7,25.038,RAM,@,DAL,W 38-13,,3,11,27.27,22,0,0,39.6,0,0,2.00,2.00,0,0,,0
4,1960,1960-12-17,12,25.079,RAM,,GNB,L 21-35,,3,7,42.86,34,0,1,18.5,0,0,4.86,-1.57,0,0,,0
5,1961,1961-12-17,14,26.079,DAL,@,WAS,L 24-34,,1,2,50.00,16,0,0,77.1,0,0,8.00,8.00,0,0,,0
6,1963,1963-09-14,1,27.350,STL,@,DAL,W 34-7,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
7,1963,1963-10-06,4,28.007,STL,@,MIN,W 56-14,,4,5,80.00,96,1,0,158.3,0,0,19.20,23.20,0,0,,0
8,1963,1963-10-27,7,28.028,STL,@,WAS,W 21-7,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
9,1963,1963-12-08,13,28.070,STL,,PHI,W 38-14,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
10,1964,1964-11-22,11,29.054,STL,@,PHI,W 38-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
11,1965,1965-09-26,2,29.362,STL,@,CLE,W 49-13,,2,5,40.00,19,0,1,11.7,0,0,3.80,-5.20,0,0,,0
12,1965,1965-10-17,5,30.018,STL,@,PIT,W 20-7,,2,2,100.00,7,0,0,81.2,0,0,3.50,3.50,0,0,,0
13,1965,1965-10-24,6,30.025,STL,,WAS,L 20-24,*,17,28,60.71,215,0,2,54.9,0,0,7.68,4.46,2,4,2.00,0
14,1965,1965-11-21,10,30.053,STL,,NYG,L 15-28,*,22,39,56.41,320,1,3,59.8,0,0,8.21,5.26,0,0,,0
15,1965,1965-12-11,13,30.073,STL,@,DAL,L 13-27,,10,17,58.82,149,0,0,87.6,0,0,8.76,8.76,0,0,,0
16,1965,1965-12-19,14,30.081,STL,,CLE,L 24-27,*,5,14,35.71,26,0,3,4.8,0,0,1.86,-7.79,0,0,,0
17,1966,1966-11-06,9,31.038,HOU,@,OAK,L 23-38,,4,12,33.33,59,1,0,78.1,0,0,4.92,6.58,0,0,,0
18,1966,1966-12-11,13,31.073,HOU,,BOS,L 14-38,*,11,20,55.00,109,1,1,66.5,0,0,5.45,4.20,0,0,,0
