ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1975,1975-09-21,1,22.200,DET,@,GNB,W 30-16,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,9,9.00,0,0,0
2,1975,1975-09-28,2,22.207,DET,@,ATL,W 17-14,5,28,5.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
3,1975,1975-10-06,3,22.215,DET,,DAL,L 10-36,1,1,1.00,0,1,22,22.00,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0
4,1975,1975-10-12,4,22.221,DET,,CHI,W 27-7,4,17,4.25,1,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
5,1975,1975-10-19,5,22.228,DET,@,MIN,L 19-25,7,49,7.00,0,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1975,1975-10-26,6,22.235,DET,@,HOU,L 8-24,5,24,4.80,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1975,1975-11-02,7,22.242,DET,@,SFO,W 28-17,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1975,1975-11-09,8,22.249,DET,,CLE,W 21-10,6,17,2.83,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1975,1975-11-16,9,22.256,DET,,GNB,W 13-10,6,10,1.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1975,1975-11-23,10,22.263,DET,@,KAN,L 21-24,7,19,2.71,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0
11,1975,1975-11-27,11,22.267,DET,,RAM,L 0-20,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0
12,1975,1975-12-07,12,22.277,DET,@,CHI,L 21-25,5,30,6.00,0,2,10,5.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
13,1975,1975-12-14,13,22.284,DET,,MIN,W 17-10,8,34,4.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1975,1975-12-21,14,22.291,DET,,STL,L 13-24,2,14,7.00,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,0,0
15,1976,1976-09-12,1,23.191,DET,@,CHI,L 3-10,15,57,3.80,0,5,42,8.40,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0
16,1976,1976-09-19,2,23.198,DET,,ATL,W 24-10,4,24,6.00,0,3,33,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1976,1976-09-26,3,23.205,DET,,MIN,L 9-10,12,57,4.75,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1976,1976-10-03,4,23.212,DET,@,GNB,L 14-24,10,48,4.80,0,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1976,1976-10-10,5,23.219,DET,,NWE,W 30-10,32,100,3.13,0,6,45,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1976,1976-10-17,6,23.226,DET,@,WAS,L 7-20,9,0,0.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1976,1976-10-24,7,23.233,DET,@,SEA,W 41-14,11,39,3.55,0,2,2,1.00,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,0,0
22,1977,1977-09-18,1,24.197,DET,@,CHI,L 20-30,18,90,5.00,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1977,1977-09-25,2,24.204,DET,,NOR,W 23-19,14,87,6.21,1,3,18,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1977,1977-10-02,3,24.211,DET,,PHI,W 17-13,20,68,3.40,0,7,60,8.57,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1977,1977-10-09,4,24.218,DET,@,MIN,L 7-14,16,30,1.88,0,6,32,5.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1977,1977-10-16,5,24.225,DET,,GNB,W 10-6,14,31,2.21,0,7,35,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1977,1977-10-23,6,24.232,DET,@,SFO,L 7-28,8,14,1.75,0,3,6,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1977,1977-10-30,7,24.239,DET,@,DAL,L 0-37,8,26,3.25,0,2,2,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1977,1977-11-06,8,24.246,DET,,SDG,W 20-0,16,64,4.00,0,3,49,16.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1977,1977-11-13,9,24.253,DET,@,ATL,L 6-17,11,29,2.64,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1977,1977-11-20,10,24.260,DET,,TAM,W 16-7,5,24,4.80,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1977,1977-11-24,11,24.264,DET,,CHI,L 14-31,12,18,1.50,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1977,1977-12-04,12,24.274,DET,@,GNB,L 9-10,6,15,2.50,0,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1977,1977-12-11,13,24.281,DET,@,BAL,W 13-10,5,21,4.20,0,2,-6,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1977,1977-12-17,14,24.287,DET,,MIN,L 21-30,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
