ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-11-23,12,24.210,NOR,@,ATL,L 3-20,,
2,1997,1997-11-30,13,24.217,NOR,@,CAR,W 16-13,,
3,1997,1997-12-07,14,24.224,NOR,,STL,L 27-34,,
4,1998,1998-09-06,1,25.132,NOR,@,STL,W 24-17,,
5,1998,1998-09-13,2,25.139,NOR,,CAR,W 19-14,,
6,1998,1998-09-27,3,25.153,NOR,@,IND,W 19-13,,
7,1998,1998-10-04,4,25.160,NOR,,NWE,L 27-30,,1.0
8,1998,1998-10-11,5,25.167,NOR,,SFO,L 0-31,,
9,1998,1998-10-25,7,25.181,NOR,,TAM,W 9-3,,
10,1998,1998-11-01,8,25.188,NOR,@,CAR,L 17-31,,
11,1998,1998-11-08,9,25.195,NOR,@,MIN,L 24-31,,
12,1998,1998-11-15,10,25.202,NOR,,STL,W 24-3,,
13,1998,1998-11-22,11,25.209,NOR,@,SFO,L 20-31,,
14,1998,1998-11-29,12,25.216,NOR,@,MIA,L 10-30,,
15,1998,1998-12-06,13,25.223,NOR,,DAL,W 22-3,,
16,1998,1998-12-13,14,25.230,NOR,,ATL,L 17-27,,
17,1998,1998-12-20,15,25.237,NOR,@,ARI,L 17-19,,
18,1998,1998-12-27,16,25.244,NOR,,BUF,L 33-45,,
19,1999,1999-09-12,1,26.138,NOR,,CAR,W 19-10,,
20,1999,1999-09-19,2,26.145,NOR,@,SFO,L 21-28,,
21,1999,1999-10-03,3,26.159,NOR,@,CHI,L 10-14,,
22,1999,1999-10-10,4,26.166,NOR,,ATL,L 17-20,,
23,1999,1999-10-17,5,26.173,NOR,,TEN,L 21-24,,
24,1999,1999-10-24,6,26.180,NOR,@,NYG,L 3-31,,
25,1999,1999-10-31,7,26.187,NOR,,CLE,L 16-21,*,
26,1999,1999-11-07,8,26.194,NOR,,TAM,L 16-31,*,
