ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1975,1975-09-21,1,24.207,NOR,@,WAS,L 3-41,,,,
2,1975,1975-09-28,2,24.214,NOR,,CIN,L 0-21,,,,
3,1975,1975-11-09,8,24.256,DEN,,CIN,L 16-17,,,,
4,1976,1976-11-14,10,25.262,TAM,@,NYJ,L 0-34,1,2,2.00,0
5,1976,1976-11-21,11,25.269,TAM,,CLE,L 7-24,,,,
6,1976,1976-11-28,12,25.276,TAM,@,OAK,L 16-49,,,,
7,1976,1976-12-05,13,25.283,TAM,@,PIT,L 0-42,,,,
8,1976,1976-12-12,14,25.290,TAM,,NWE,L 14-31,,,,
9,1977,1977-09-18,1,26.204,TAM,@,PHI,L 3-13,,,,
10,1977,1977-09-24,2,26.210,TAM,,MIN,L 3-9,,,,
11,1977,1977-10-02,3,26.218,TAM,@,DAL,L 7-23,,,,
12,1977,1977-10-09,4,26.225,TAM,,WAS,L 0-10,,,,
13,1977,1977-10-16,5,26.232,TAM,@,SEA,L 23-30,,,,
14,1977,1977-10-23,6,26.239,TAM,,GNB,L 0-13,,,,
15,1977,1977-10-30,7,26.246,TAM,@,SFO,L 10-20,,,,
16,1977,1977-11-06,8,26.253,TAM,@,RAM,L 0-31,,,,
17,1977,1977-11-13,9,26.260,TAM,,NYG,L 0-10,,,,
18,1977,1977-11-20,10,26.267,TAM,@,DET,L 7-16,,,,
19,1977,1977-11-27,11,26.274,TAM,,ATL,L 0-17,,,,
20,1977,1977-12-04,12,26.281,TAM,,CHI,L 0-10,,,,
21,1977,1977-12-11,13,26.288,TAM,@,NOR,W 33-14,,,,
22,1977,1977-12-18,14,26.295,TAM,,STL,W 17-7,,,,
