ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2017,2017-09-11,1,28.330,NOR,@,MIN,L 19-29,
2,2017,2017-10-15,5,28.364,NOR,,DET,W 52-38,
3,2017,2017-11-19,10,29.034,NOR,,WAS,W 34-31,
