ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,23.043,HOU,@,NOR,L 21-33,,,,,,,,,,,
2,1993,1993-09-12,2,23.050,HOU,,KAN,W 30-0,,,,,,,,,,,
3,1993,1993-09-19,3,23.057,HOU,@,SDG,L 17-18,,,,,,,,,,,
4,1993,1993-09-26,4,23.064,HOU,,RAM,L 13-28,,,,,,,,,,,
5,1993,1993-10-11,5,23.079,HOU,@,BUF,L 7-35,,,,,,,,,,,
6,1993,1993-10-17,6,23.085,HOU,@,NWE,W 28-14,,,,,,,,,,,
7,1993,1993-10-24,7,23.092,HOU,,CIN,W 28-12,,,,,,,,,,,
8,1993,1993-11-07,8,23.106,HOU,,SEA,W 24-14,,,,,,,,,,,
9,1993,1993-11-14,9,23.113,HOU,@,CIN,W 38-3,,,,,,,,,,,
10,1993,1993-11-21,10,23.120,HOU,@,CLE,W 27-20,,,,,,,,,,,
11,1993,1993-11-28,11,23.127,HOU,,PIT,W 23-3,,,,,,,,,,,
12,1993,1993-12-05,12,23.134,HOU,,ATL,W 33-17,,0,0,,0,0,0,0.0,1,1,0
13,1993,1993-12-12,13,23.141,HOU,,CLE,W 19-17,,,,,,,,,,,
14,1993,1993-12-19,14,23.148,HOU,@,PIT,W 26-17,,,,,,,,,,,
15,1993,1993-12-25,15,23.154,HOU,@,SFO,W 10-7,,0,0,,0,0,0,1.0,0,0,0
16,1993,1994-01-02,16,23.162,HOU,,NYJ,W 24-0,,,,,,,,,,,
17,1994,1994-09-04,1,24.042,HOU,@,IND,L 21-45,,0,0,,0,,,,,,
18,1994,1994-09-11,2,24.049,HOU,@,DAL,L 17-20,,0,0,,0,,,,,,
19,1994,1994-09-18,3,24.056,HOU,,BUF,L 7-15,,0,0,,0,,,,,,
20,1994,1994-09-25,4,24.063,HOU,,CIN,W 20-13,,1,7,7.00,0,0,0,1.0,1,21,0
21,1994,1994-10-03,5,24.071,HOU,@,PIT,L 14-30,,0,0,,0,,,,,,
22,1994,1994-10-13,6,24.081,HOU,,CLE,L 8-11,,0,0,,0,,,,,,
23,1994,1994-10-24,7,24.092,HOU,@,PHI,L 6-21,,0,0,,0,,,,,,
24,1994,1994-10-30,8,24.098,HOU,@,RAI,L 14-17,,0,0,,0,,,,,,
25,1994,1994-11-06,9,24.105,HOU,,PIT,L 9-12,,0,0,,0,0,0,0.5,0,0,0
26,1994,1994-11-13,10,24.112,HOU,@,CIN,L 31-34,,0,0,,0,,,,,,
