ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
47,1974,1974-10-13,5,36.116,RAM,@,GNB,L 6-17,,,,,,,,
48,1974,1974-10-20,6,36.123,RAM,,SFO,W 37-14,,,,,,,,
49,1974,1974-10-27,7,36.130,RAM,@,NYJ,W 20-13,,,,,,,,
50,1974,1974-11-04,8,36.138,RAM,@,SFO,W 15-13,,,,,,,,
51,1974,1974-11-10,9,36.144,RAM,,ATL,W 21-0,,,,,,,,
52,1974,1974-11-17,10,36.151,RAM,@,NOR,L 7-20,,,,,,,,
53,1974,1974-11-24,11,36.158,RAM,,MIN,W 20-17,,,,,,,,
54,1974,1974-12-01,12,36.165,RAM,@,ATL,W 30-7,,,,,,,,
55,1974,1974-12-09,13,36.173,RAM,,WAS,L 17-23,,,,,,,,
56,1974,1974-12-15,14,36.179,RAM,,BUF,W 19-14,,,,,,,,
57,1975,1975-09-21,1,37.094,RAM,@,DAL,L 7-18,,,,,,,,
58,1975,1975-09-28,2,37.101,RAM,@,SFO,W 23-14,,,,,,,,
59,1975,1975-10-05,3,37.108,RAM,,BAL,W 24-13,,,,,,,,
60,1975,1975-10-12,4,37.115,RAM,@,SDG,W 13-10,,,,,,,,
61,1975,1975-10-19,5,37.122,RAM,,ATL,W 22-7,,,,,,,,
62,1975,1975-10-26,6,37.129,RAM,,NOR,W 38-14,,,,,,,,
63,1975,1975-11-03,7,37.137,RAM,@,PHI,W 42-3,,,,,,,,
64,1975,1975-11-09,8,37.143,RAM,,SFO,L 23-24,1,1,1.00,0,0,0,,0
65,1975,1975-11-16,9,37.150,RAM,@,ATL,W 16-7,,,,,,,,
66,1975,1975-11-23,10,37.157,RAM,,CHI,W 38-10,,,,,,,,
67,1975,1975-11-27,11,37.161,RAM,@,DET,W 20-0,,,,,,,,
68,1975,1975-12-07,12,37.171,RAM,@,NOR,W 14-7,,,,,,,,
69,1975,1975-12-14,13,37.178,RAM,,GNB,W 22-5,,,,,,,,
