ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1963,1963-11-17,10,25.151,RAM,@,DET,W 28-21,0,0,,0,2,0,0.00,0
2,1971,1971-09-19,1,33.092,RAM,@,NOR,L 20-24,,,,,,,,
3,1971,1971-09-26,2,33.099,RAM,,ATL,T 20-20,,,,,,,,
4,1971,1971-10-03,3,33.106,RAM,,CHI,W 17-3,,,,,,,,
5,1971,1971-10-10,4,33.113,RAM,@,SFO,W 20-13,,,,,,,,
6,1971,1971-10-17,5,33.120,RAM,@,ATL,W 24-16,,,,,,,,
7,1971,1971-10-24,6,33.127,RAM,,GNB,W 30-13,,,,,,,,
8,1971,1971-10-31,7,33.134,RAM,,MIA,L 14-20,,,,,,,,
9,1971,1971-11-08,8,33.142,RAM,@,BAL,L 17-24,,,,,,,,
10,1971,1971-11-14,9,33.148,RAM,@,DET,W 21-13,,,,,,,,
11,1971,1971-11-21,10,33.155,RAM,,SFO,W 17-6,,,,,,,,
12,1971,1971-11-25,11,33.159,RAM,@,DAL,L 21-28,,,,,,,,
13,1971,1971-12-05,12,33.169,RAM,,NOR,W 45-28,,,,,,,,
14,1971,1971-12-13,13,33.177,RAM,,WAS,L 24-38,,,,,,,,
15,1971,1971-12-19,14,33.183,RAM,@,PIT,W 23-14,,,,,,,,
16,1972,1972-09-17,1,34.090,RAM,,NOR,W 34-14,,,,,,,,
17,1972,1972-09-24,2,34.097,RAM,@,CHI,T 13-13,,,,,,,,
18,1972,1972-10-01,3,34.104,RAM,@,ATL,L 3-31,,,,,,,,
19,1972,1972-10-08,4,34.111,RAM,,SFO,W 31-7,,,,,,,,
20,1972,1972-10-15,5,34.118,RAM,@,PHI,W 34-3,,,,,,,,
21,1972,1972-10-22,6,34.125,RAM,,CIN,W 15-12,,,,,,,,
22,1972,1972-10-29,7,34.132,RAM,@,OAK,L 17-45,,,,,,,,
23,1972,1972-11-05,8,34.139,RAM,,ATL,W 20-7,,,,,,,,
24,1972,1972-11-12,9,34.146,RAM,,DEN,L 10-16,,,,,,,,
25,1972,1972-11-19,10,34.153,RAM,,MIN,L 41-45,,,,,,,,
26,1972,1972-11-26,11,34.160,RAM,@,NOR,L 16-19,,,,,,,,
27,1972,1972-12-04,12,34.168,RAM,@,SFO,W 26-16,,,,,,,,
28,1972,1972-12-10,13,34.174,RAM,@,STL,L 14-24,,,,,,,,
29,1973,1973-09-16,1,35.089,RAM,@,KAN,W 23-13,,,,,,,,
30,1973,1973-09-23,2,35.096,RAM,,ATL,W 31-0,,,,,,,,
31,1973,1973-09-30,3,35.103,RAM,@,SFO,W 40-20,,,,,,,,
32,1973,1973-10-07,4,35.110,RAM,@,HOU,W 31-26,,,,,,,,
33,1973,1973-10-14,5,35.117,RAM,,DAL,W 37-31,,,,,,,,
34,1973,1973-10-21,6,35.124,RAM,,GNB,W 24-7,,,,,,,,
35,1973,1973-10-28,7,35.131,RAM,@,MIN,L 9-10,,,,,,,,
36,1973,1973-11-04,8,35.138,RAM,@,ATL,L 13-15,,,,,,,,
37,1973,1973-11-11,9,35.145,RAM,,NOR,W 29-7,,,,,,,,
38,1973,1973-11-18,10,35.152,RAM,,SFO,W 31-13,,,,,,,,
39,1973,1973-11-25,11,35.159,RAM,@,NOR,W 24-13,,,,,,,,
40,1973,1973-12-02,12,35.166,RAM,@,CHI,W 26-0,,,,,,,,
41,1973,1973-12-10,13,35.174,RAM,,NYG,W 40-6,,,,,,,,
42,1973,1973-12-16,14,35.180,RAM,,CLE,W 30-17,,,,,,,,
43,1974,1974-09-15,1,36.088,RAM,@,DEN,W 17-10,,,,,,,,
44,1974,1974-09-22,2,36.095,RAM,,NOR,W 24-0,,,,,,,,
45,1974,1974-09-29,3,36.102,RAM,@,NWE,L 14-20,,,,,,,,
46,1974,1974-10-06,4,36.109,RAM,,DET,W 16-13,,,,,,,,
