ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1997,1997-09-28,5,22.301,DET,,GNB,W 26-15,,,,
2,1997,1997-10-05,6,22.308,DET,@,BUF,L 13-22,,,,
3,1997,1997-10-12,7,22.315,DET,@,TAM,W 27-9,,,,
4,1997,1997-10-19,8,22.322,DET,,NYG,L 20-26,,,,
5,1997,1997-11-02,9,22.336,DET,@,GNB,L 10-20,,,,
6,1997,1997-11-09,10,22.343,DET,@,WAS,L 7-30,,,,
7,1997,1997-11-16,11,22.350,DET,,MIN,W 38-15,,,,
8,1997,1997-11-23,12,22.357,DET,,IND,W 32-10,,,,
9,1997,1997-12-14,15,23.013,DET,@,MIN,W 14-13,,,,
10,1997,1997-12-21,16,23.020,DET,,NYJ,W 13-10,,,,
11,1998,1998-09-06,1,23.279,DET,@,GNB,L 19-38,,,,
12,1998,1998-09-13,2,23.286,DET,,CIN,L 28-34,,,,
13,1998,1998-09-20,3,23.293,DET,@,MIN,L 6-29,,,,
14,1998,1998-09-28,4,23.301,DET,,TAM,W 27-6,,,,
15,1998,1998-10-04,5,23.307,DET,@,CHI,L 27-31,,,,
16,1998,1998-10-15,6,23.318,DET,,GNB,W 27-20,,,,
17,1998,1998-10-25,7,23.328,DET,,MIN,L 13-34,,,,
18,1998,1998-11-01,8,23.335,DET,,ARI,L 15-17,,,,
19,1998,1998-11-08,9,23.342,DET,@,PHI,L 9-10,,,,
20,1998,1998-11-15,10,23.349,DET,,CHI,W 26-3,,,,
21,1998,1998-11-22,11,23.356,DET,@,TAM,W 28-25,,1,4,0
22,1998,1998-11-26,12,23.360,DET,,PIT,W 19-16,,,,
23,1998,1998-12-06,13,24.005,DET,@,JAX,L 22-37,,,,
24,1998,1998-12-14,14,24.013,DET,@,SFO,L 13-35,,,,
25,1998,1998-12-20,15,24.019,DET,,ATL,L 17-24,,,,
26,1999,1999-09-12,1,24.285,DET,@,SEA,W 28-20,,,,
27,1999,1999-09-19,2,24.292,DET,,GNB,W 23-15,,,,
28,1999,1999-09-26,3,24.299,DET,@,KAN,L 21-31,,,,
29,1999,1999-10-10,4,24.313,DET,,SDG,L 10-20,,,,
30,1999,1999-10-17,5,24.320,DET,,MIN,W 25-23,,,,
31,1999,1999-10-24,6,24.327,DET,@,CAR,W 24-9,,,,
32,1999,1999-10-31,7,24.334,DET,,TAM,W 20-3,,,,
33,1999,1999-11-07,8,24.341,DET,,STL,W 31-27,,,,
34,1999,1999-11-14,9,24.348,DET,@,ARI,L 19-23,,,,
35,2002,2002-10-20,6,27.323,DET,,CHI,W 23-20,,,,
