ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,29.189,BAL,,WAS,L 14-38,8,53,6.63,1,7,70,10.00,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,29.196,BAL,,CLE,L 0-31,14,46,3.29,0,3,21,7.00,0,0,0,,0,0,,,,,,
3,1950,1950-10-15,4,29.217,BAL,,PHI,L 14-24,7,26,3.71,0,0,0,,0,0,0,,0,0,,,,,,
4,1950,1950-10-22,5,29.224,BAL,@,RAM,L 27-70,15,30,2.00,0,7,106,15.14,2,0,0,,0,0,,,,,,
5,1950,1950-10-29,6,29.231,BAL,@,SFO,L 14-17,10,11,1.10,1,3,29,9.67,0,0,0,,0,0,,,,,,
6,1950,1950-11-05,7,29.238,BAL,,GNB,W 41-21,11,31,2.82,0,3,52,17.33,0,0,0,,0,0,,,,,,
7,1950,1950-11-12,8,29.245,BAL,@,PIT,L 7-17,0,0,,0,5,26,5.20,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00
8,1950,1950-11-19,9,29.252,BAL,,NYG,L 20-55,0,0,,0,4,47,11.75,0,0,0,,0,0,,,,,,
9,1950,1950-11-26,10,29.259,BAL,@,WAS,L 28-38,1,13,13.00,0,2,14,7.00,0,0,0,,0,0,,,,,,
10,1950,1950-12-03,11,29.266,BAL,,DET,L 21-45,3,7,2.33,0,1,7,7.00,0,0,0,,0,0,,,,,,
11,1950,1950-12-10,12,29.273,BAL,@,NYY,L 14-51,0,0,,0,1,7,7.00,0,0,0,,0,0,,,,,,
