ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-11-04,8,22.079,PHI,,DAL,L 17-38,,,,,,,,,,,
2,2007,2007-11-11,9,22.086,PHI,@,WAS,W 33-25,,,,,,,,,,,
3,2007,2007-11-18,10,22.093,PHI,,MIA,W 17-7,,,,,,,,,,,
4,2007,2007-11-25,11,22.100,PHI,@,NWE,L 28-31,,,,,,,,,,,
5,2007,2007-12-02,12,22.107,PHI,,SEA,L 24-28,,,,,,,,,,,
6,2007,2007-12-09,13,22.114,PHI,,NYG,L 13-16,,,,,,,,,,,
7,2007,2007-12-16,14,22.121,PHI,@,DAL,W 10-6,,,,,,,,,,,
8,2007,2007-12-23,15,22.128,PHI,@,NOR,W 38-23,,,,,,,,,,,
9,2007,2007-12-30,16,22.135,PHI,,BUF,W 17-9,*,,,,,,,,,,
10,2008,2008-09-07,1,23.021,PHI,,STL,W 38-3,,0,0,,0,0.0,1,0,0,0,0
11,2008,2008-09-15,2,23.029,PHI,@,DAL,L 37-41,,0,0,,0,0.0,0,0,0,0,0
12,2008,2008-09-21,3,23.035,PHI,,PIT,W 15-6,,,,,,,,,,,
13,2008,2008-09-28,4,23.042,PHI,@,CHI,L 20-24,,0,0,,0,0.0,0,1,0,0,0
14,2008,2008-10-05,5,23.049,PHI,,WAS,L 17-23,,0,0,,0,0.0,0,0,0,0,0
15,2008,2008-10-12,6,23.056,PHI,@,SFO,W 40-26,,0,0,,0,0.0,0,1,0,0,0
16,2008,2008-10-26,7,23.070,PHI,,ATL,W 27-14,,0,0,,0,0.0,0,0,0,0,0
17,2008,2008-11-02,8,23.077,PHI,@,SEA,W 26-7,,0,0,,0,0.0,0,0,0,0,0
18,2008,2008-11-09,9,23.084,PHI,,NYG,L 31-36,,0,0,,0,0.0,2,0,0,0,0
19,2008,2008-11-16,10,23.091,PHI,@,CIN,T 13-13,,0,0,,0,0.0,0,0,0,0,0
20,2008,2008-11-23,11,23.098,PHI,@,BAL,L 7-36,*,0,0,,0,0.0,8,1,0,0,0
21,2008,2008-11-27,12,23.102,PHI,,ARI,W 48-20,*,0,0,,0,0.0,3,0,0,0,0
22,2008,2008-12-07,13,23.112,PHI,@,NYG,W 20-14,*,0,0,,0,0.0,5,1,0,0,0
23,2008,2008-12-15,14,23.120,PHI,,CLE,W 30-10,*,0,0,,0,0.0,4,1,0,0,0
24,2008,2008-12-21,15,23.126,PHI,@,WAS,L 3-10,*,0,0,,0,0.0,5,2,0,0,0
25,2008,2008-12-28,16,23.133,PHI,,DAL,W 44-6,*,0,0,,0,0.0,10,1,0,0,0
26,2009,2009-09-13,1,24.027,PHI,@,CAR,W 38-10,*,0,0,,0,1.0,4,1,1,11,0
27,2009,2009-09-20,2,24.034,PHI,,NOR,L 22-48,*,0,0,,0,0.0,7,1,1,3,0
28,2009,2009-09-27,3,24.041,PHI,,KAN,W 34-14,*,0,0,,0,0.0,1,1,0,0,0
29,2009,2009-10-11,4,24.055,PHI,,TAM,W 33-14,*,0,0,,0,0.0,2,0,0,0,0
30,2009,2009-10-18,5,24.062,PHI,@,OAK,L 9-13,*,0,0,,0,0.0,2,0,0,0,0
31,2009,2009-10-26,6,24.070,PHI,@,WAS,W 27-17,*,0,0,,0,0.0,6,3,0,0,0
32,2009,2009-11-01,7,24.076,PHI,,NYG,W 40-17,*,0,0,,0,0.0,6,1,0,0,0
33,2009,2009-11-08,8,24.083,PHI,,DAL,L 16-20,*,0,0,,0,0.0,6,0,0,0,0
34,2009,2009-12-13,13,24.118,PHI,@,NYG,W 45-38,,0,0,,0,0.0,1,1,0,0,0
35,2009,2009-12-20,14,24.125,PHI,,SFO,W 27-13,*,0,0,,0,0.0,2,1,0,0,0
36,2009,2009-12-27,15,24.132,PHI,,DEN,W 30-27,,0,0,,0,0.0,5,1,0,0,0
37,2009,2010-01-03,16,24.139,PHI,@,DAL,L 0-24,*,0,0,,0,0.0,3,1,0,0,0
38,2010,2010-09-12,1,25.026,PHI,,GNB,L 20-27,*,0,0,,0,0.0,0,0,0,0,0
39,2010,2010-09-19,2,25.033,PHI,@,DET,W 35-32,,0,0,,0,0.0,2,1,0,0,0
40,2010,2010-09-26,3,25.040,PHI,@,JAX,W 28-3,*,0,0,,0,0.0,5,0,0,0,0
41,2010,2010-10-03,4,25.047,PHI,,WAS,L 12-17,*,,,,,,,,,,
42,2010,2010-10-10,5,25.054,PHI,@,SFO,W 27-24,,,,,,,,,,,
43,2010,2010-10-17,6,25.061,PHI,,ATL,W 31-17,,0,0,,0,0.0,0,1,0,0,0
44,2010,2010-10-24,7,25.068,PHI,@,TEN,L 19-37,,0,0,,0,0.0,0,0,0,0,0
45,2010,2010-11-07,8,25.082,PHI,,IND,W 26-24,,,,,,,,,,,
