ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1996,1996-12-08,14,23.241,CHI,,STL,W 35-9,
2,1997,1997-09-01,1,24.143,CHI,@,GNB,L 24-38,
3,1998,1998-11-22,11,25.225,ARI,@,WAS,W 45-42,
4,1998,1998-11-29,12,25.232,ARI,@,KAN,L 24-34,
5,1998,1998-12-06,13,25.239,ARI,,NYG,L 19-23,
6,1998,1998-12-13,14,25.246,ARI,@,PHI,W 20-17,
7,1998,1998-12-20,15,25.253,ARI,,NOR,W 19-17,
8,1998,1998-12-27,16,25.260,ARI,,SDG,W 16-13,
9,1999,1999-09-19,2,26.161,ARI,@,MIA,L 16-19,
10,1999,1999-10-03,4,26.175,ARI,@,DAL,L 7-35,
