ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1977,1977-09-18,1,23.009,CLE,@,CIN,W 13-3,0,0,,0,0,0,,0,0,0,,0,0,,,6,286,47.67,0
2,1977,1977-09-26,2,23.017,CLE,,NWE,W 30-27,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,1,39,39.00,0
3,1977,1977-10-02,3,23.023,CLE,,PIT,L 14-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,131,32.75,0
4,1977,1977-10-09,4,23.030,CLE,,OAK,L 10-26,0,0,,0,0,0,,0,0,0,,0,0,,,6,180,30.00,0
5,1977,1977-10-16,5,23.037,CLE,@,HOU,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,,,8,327,40.88,0
6,1977,1977-10-23,6,23.044,CLE,@,BUF,W 27-16,0,0,,0,0,0,,0,0,0,,0,0,,,4,129,32.25,0
7,1977,1977-10-30,7,23.051,CLE,,KAN,W 44-7,0,0,,0,0,0,,0,0,0,,0,0,,,4,171,42.75,0
8,1977,1977-11-06,8,23.058,CLE,,CIN,L 7-10,0,0,,0,0,0,,0,0,0,,0,0,,,3,119,39.67,0
9,1977,1977-11-13,9,23.065,CLE,@,PIT,L 31-35,0,0,,0,0,0,,0,0,0,,0,0,,,5,204,40.80,0
10,1977,1977-11-20,10,23.072,CLE,@,NYG,W 21-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,340,42.50,0
11,1977,1977-11-27,11,23.079,CLE,,RAM,L 0-9,0,0,,0,0,0,,0,0,0,,0,0,,,5,200,40.00,0
12,1977,1977-12-04,12,23.086,CLE,@,SDG,L 14-37,0,0,,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0
13,1977,1977-12-11,13,23.093,CLE,,HOU,L 15-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,159,39.75,0
14,1977,1977-12-18,14,23.100,CLE,@,SEA,L 19-20,0,0,,0,0,0,,0,0,0,,0,0,,,1,50,50.00,0
15,1978,1978-10-22,8,24.043,MIN,,GNB,W 21-7,1,5,5.00,0,0,0,,0,0,0,,0,0,,,6,252,42.00,0
16,1978,1978-10-26,9,24.047,MIN,@,DAL,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,,,7,320,45.71,0
17,1978,1978-11-05,10,24.057,MIN,,DET,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,,,2,86,43.00,0
18,1978,1978-11-12,11,24.064,MIN,,CHI,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,178,35.60,1
19,1978,1978-11-19,12,24.071,MIN,,SDG,L 7-13,1,17,17.00,0,0,0,,0,0,0,,0,0,,,9,299,33.22,0
20,1978,1978-11-26,13,24.078,MIN,@,GNB,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,,,6,264,44.00,0
21,1978,1978-12-03,14,24.085,MIN,,PHI,W 28-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,213,35.50,0
22,1978,1978-12-09,15,24.091,MIN,@,DET,L 14-45,0,0,,0,0,0,,0,0,0,,0,0,,,6,240,40.00,0
23,1978,1978-12-17,16,24.099,MIN,@,OAK,L 20-27,0,0,,0,0,0,,0,0,0,,0,0,,,4,139,34.75,0
24,1979,1979-09-02,1,24.358,MIN,,SFO,W 28-22,0,0,,0,0,0,,0,0,0,,0,0,,,5,169,33.80,0
25,1979,1979-09-09,2,25.000,MIN,@,CHI,L 7-26,0,0,,0,0,0,,0,0,0,,0,0,,,9,365,40.56,0
26,1979,1979-09-16,3,25.007,MIN,,MIA,L 12-27,0,0,,0,0,0,,0,0,0,,0,0,,,2,76,38.00,0
27,1979,1979-09-23,4,25.014,MIN,,GNB,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,168,42.00,0
28,1979,1979-09-30,5,25.021,MIN,@,DET,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,6,265,44.17,0
29,1979,1979-10-07,6,25.028,MIN,,DAL,L 20-36,0,0,,0,0,0,,0,0,0,,0,0,,,5,190,38.00,0
30,1979,1979-10-15,7,25.036,MIN,@,NYJ,L 7-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,106,53.00,0
31,1979,1979-10-21,8,25.042,MIN,,CHI,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,,,9,342,38.00,0
32,1979,1979-10-28,9,25.049,MIN,,TAM,L 10-12,0,0,,0,0,0,,0,0,0,,0,0,,,8,320,40.00,0
33,1979,1979-11-04,10,25.056,MIN,@,STL,L 7-37,0,0,,0,0,0,,0,0,0,,0,0,,,4,164,41.00,0
34,1979,1979-11-11,11,25.063,MIN,@,GNB,L 7-19,0,0,,0,0,0,,0,0,0,,0,0,,,3,110,36.67,0
35,1979,1979-11-18,12,25.070,MIN,,DET,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,7,273,39.00,0
36,1979,1979-11-25,13,25.077,MIN,@,TAM,W 23-22,0,0,,0,0,0,,0,0,0,,0,0,,,5,184,36.80,0
37,1979,1979-12-02,14,25.084,MIN,@,RAM,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,271,45.17,1
38,1979,1979-12-09,15,25.091,MIN,,BUF,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,,,10,357,35.70,0
39,1979,1979-12-16,16,25.098,MIN,@,NWE,L 23-27,0,0,,0,0,0,,0,0,0,,0,0,,,5,191,38.20,0
40,1980,1980-09-07,1,25.364,MIN,,ATL,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,,,4,184,46.00,0
41,1980,1980-09-14,2,26.005,MIN,,PHI,L 7-42,0,0,,0,0,0,,0,0,0,,0,0,,,8,292,36.50,0
42,1980,1980-09-21,3,26.012,MIN,@,CHI,W 34-14,0,0,,0,0,0,,0,0,0,,0,0,,,8,297,37.13,0
43,1980,1980-09-28,4,26.019,MIN,@,DET,L 7-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,250,41.67,0
44,1980,1980-10-05,5,26.026,MIN,,PIT,L 17-23,0,0,,0,0,0,,0,0,0,,0,0,,,3,116,38.67,0
45,1980,1980-10-12,6,26.033,MIN,,CHI,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,,,7,269,38.43,0
46,1980,1980-10-19,7,26.040,MIN,@,CIN,L 0-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,185,46.25,0
47,1980,1980-10-26,8,26.047,MIN,@,GNB,L 3-16,0,0,,0,0,0,,0,0,0,,0,0,,,8,245,30.63,0
48,1980,1980-11-02,9,26.054,MIN,@,WAS,W 39-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,61,30.50,0
49,1980,1980-11-09,10,26.061,MIN,,DET,W 34-0,0,0,,0,0,0,,0,0,0,,0,0,,,5,198,39.60,0
50,1980,1980-11-16,11,26.068,MIN,,TAM,W 38-30,0,0,,0,0,0,,0,0,0,,0,0,,,5,210,42.00,0
51,1980,1980-11-23,12,26.075,MIN,,GNB,L 13-25,0,0,,0,0,0,,0,0,0,,0,0,,,4,136,34.00,0
52,1980,1980-11-30,13,26.082,MIN,@,NOR,W 23-20,0,0,,0,0,0,,0,0,0,,0,0,,,5,192,38.40,0
53,1980,1980-12-07,14,26.089,MIN,@,TAM,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,215,43.00,0
54,1980,1980-12-14,15,26.096,MIN,,CLE,W 28-23,0,0,,0,0,0,,0,0,0,,0,0,,,2,88,44.00,0
55,1980,1980-12-21,16,26.103,MIN,@,HOU,L 16-20,0,0,,0,0,0,,0,0,0,,0,0,,,5,201,40.20,0
56,1981,1981-09-05,1,26.361,MIN,@,TAM,L 13-21,0,0,,0,0,0,,0,0,0,,0,0,,,5,199,39.80,0
57,1981,1981-09-14,2,27.005,MIN,,OAK,L 10-36,0,0,,0,0,0,,0,0,0,,,,,,7,274,39.14,0
58,1981,1981-09-20,3,27.011,MIN,,DET,W 26-24,0,0,,0,0,0,,0,0,0,,,,,,7,352,50.29,0
59,1981,1981-10-04,5,27.025,MIN,,CHI,W 24-21,0,0,,0,0,0,,0,0,0,,,,,,9,367,40.78,0
60,1981,1981-10-11,6,27.032,MIN,@,SDG,W 33-31,0,0,,0,0,0,,0,0,0,,,,,,3,146,48.67,0
61,1981,1981-10-18,7,27.039,MIN,,PHI,W 35-23,0,0,,0,0,0,,0,0,0,,,,,,8,283,35.38,0
62,1981,1981-10-25,8,27.046,MIN,@,STL,L 17-30,0,0,,0,0,0,,0,0,0,,,,,,6,257,42.83,0
63,1981,1981-11-02,9,27.054,MIN,@,DEN,L 17-19,0,0,,0,0,0,,0,0,0,,,,,,7,299,42.71,0
64,1981,1981-11-08,10,27.060,MIN,,TAM,W 25-10,0,0,,0,0,0,,0,0,0,,,,,,4,155,38.75,0
65,1981,1981-11-15,11,27.067,MIN,,NOR,W 20-10,0,0,,0,0,0,,0,0,0,,,,,,6,295,49.17,0
66,1981,1981-11-23,12,27.075,MIN,@,ATL,L 30-31,0,0,,0,0,0,,0,0,0,,,,,,6,245,40.83,0
67,1981,1981-11-29,13,27.081,MIN,,GNB,L 23-35,0,0,,0,0,0,,0,0,0,,,,,,6,218,36.33,0
68,1981,1981-12-06,14,27.088,MIN,@,CHI,L 9-10,0,0,,0,0,0,,0,0,0,,,,,,7,282,40.29,0
69,1981,1981-12-12,15,27.094,MIN,@,DET,L 7-45,0,0,,0,0,0,,0,0,0,,,,,,4,170,42.50,0
70,1981,1981-12-20,16,27.102,MIN,,KAN,L 6-10,0,0,,0,0,0,,0,0,0,,,,,,3,104,34.67,0
71,1982,1982-09-12,1,28.003,MIN,,TAM,W 17-10,0,0,,0,0,0,,0,0,0,,,,,,6,282,47.00,0
72,1982,1982-09-16,2,28.007,MIN,@,BUF,L 22-23,0,0,,0,0,0,,0,0,0,,,,,,7,225,32.14,0
73,1982,1982-11-21,3,28.073,MIN,@,GNB,L 7-26,0,0,,0,0,0,,0,0,0,,,,,,12,489,40.75,0
74,1982,1982-11-28,4,28.080,MIN,,CHI,W 35-7,0,0,,0,0,0,,0,0,0,,,,,,6,229,38.17,0
75,1982,1982-12-05,5,28.087,MIN,@,MIA,L 14-22,0,0,,0,0,0,,0,0,0,,,,,,6,235,39.17,0
76,1982,1982-12-12,6,28.094,MIN,,BAL,W 13-10,0,0,,0,0,0,,0,0,0,,,,,,5,266,53.20,0
77,1982,1982-12-19,7,28.101,MIN,@,DET,W 34-31,0,0,,0,0,0,,0,0,0,,,,,,6,232,38.67,0
78,1982,1982-12-26,8,28.108,MIN,,NYJ,L 14-42,0,0,,0,0,0,,0,0,0,,,,,,5,220,44.00,0
